geneSymbol	B.cells	CD4.T.mem.cells	CD4.T.reg.cells	CD8_B.cells	CD8_G.cells	Dendritic.cells	Monocytes.Macrophages	NK1.cells	NK2.cells	NK3.cells	Plasma.cells
ATXN7	2181.39224318421	9517.17734447539	4443.7475176753	2147.22690031952	6915.5654089332	1140.24289671655	1309.24511656192	2233.34315794799	6047.90710317947	5644.66081507183	618.5506152782
AURKB	797.257031625135	0	0	7175.86317810129	0	0	2952.98618784157	7894.69750599155	189.453725801506	1078.00001319045	530.259573097411
B3GNT7	1806.5096592388	0	0	49.7884779978393	1018.16312676287	842.325052245827	2364.46264487123	215.145007607369	4247.59284177314	1087.36097639952	114.983682840097
BANK1	12780.9699495737	0	22.4339200871718	0	264.275895727843	1132.89597083564	331.227631710036	341.881259119548	407.123963956429	18.5091772543061	1103.63802725986
BATF	1877.64640832171	7004.75176142881	18429.2364340597	8102.61378972245	4191.03149374292	573.97858444575	3024.21308925046	8288.7041588782	5294.12313030965	9890.70862704242	856.987761167598
BCL11A	14161.8716725381	105.291265376469	496.751087644519	10.1420973699302	43.3537078453337	17507.540701051	1494.75062244648	442.938088702345	366.310794302381	0	339.047868374482
BHLHE40-AS1	0	1021.3556174559	4585.67639985944	1039.36740709246	402.125110493544	503.999115430124	474.019536907932	2097.02503258157	1353.63679352592	2753.18692928707	9.75308024090108
BIRC5	944.178669645788	0	407.015407295831	7057.71432951911	0	13.5918128796754	3310.58580519983	7441.41099352661	160.985280302078	738.665096861503	859.811021237332
BLK	7405.29516092264	300.702144057871	72.7957815073534	34.5094741678146	161.473091495794	1431.36483474743	0	227.282047822749	95.4826623387911	291.46635446436	547.712453528498
BLNK	12528.9599322261	0	385.497157416299	113.143657672339	239.09440075181	12450.4679440767	2979.02007110969	452.264445920479	645.7046532304	0	9311.62502999714
BUB1	839.292383355941	0	173.519504347717	6040.73856597066	491.947762676092	338.325936815703	2458.00430336709	6089.8557468055	600.104753802112	1126.29407338272	1426.25965522861
C11orf24	2755.33646873944	1504.42101941365	907.429175770908	2917.89458488395	1403.41403959206	5187.84803765446	4358.8158843203	2632.71566019303	901.164863287219	994.60234096415	9206.90774741062
C15orf53	0	312.53603267367	1229.28725375625	9.87866626941257	0	39.8570729039129	10.481173783271	106.678195577288	69.0296820074638	168.284588599496	0
C16orf45	466.228636745041	859.322373331877	2158.00576185478	2369.03588695539	1727.91784082959	45.91828675566	692.208272869358	2099.32468230658	704.908942543371	3780.76539064682	140.136363461368
C1orf186	2232.11759551321	156.874882419696	0	10.5372440207067	76.5828970920565	9570.6566719087	14.2002999644316	147.56085735541	26.70491347734	78.7171906217615	3458.75024543113
C1orf21	0	92.547077636378	385.954992520119	1450.97850165132	1367.32921689445	1547.44626366574	2098.93957569504	1343.25095604743	3254.72431333732	568.040267459739	48.2520811918264
C1orf54	420.353517308056	558.620229274006	495.606499884969	215.091493572676	0	815.876119074567	6908.55863348936	195.853501580818	446.173601588388	190.835999966811	195.83158483704
C1QA	171.172802480732	250.332259180367	420.292625306606	162.141842368625	239.87320987478	172.652758201282	9083.00774074129	113.704903070403	757.311036914	407.840147086262	0
C1QB	215.026991546044	451.811798690383	318.653232258604	0	228.9698821532	164.020120291217	8563.56978410585	123.031260288537	784.01595039134	630.163023301778	284.892607036847
C1QC	184.510942933777	203.907003841462	359.400556498569	78.2390368537475	75.2848818871064	0	8470.25352719673	95.6909802244177	448.189066756489	374.013030035289	26.1793206466292
C5AR1	540.800967459788	0	179.013525593555	149.102002893	229.74869127617	0	4228.98457035978	0	0	129.564240780143	13.3463203296541
C5orf17	0	2585.5529460314	1172.51570088259	70.731250488994	969.876961138723	128.938549209893	1529.23706521724	102.206654445306	670.897967831664	217.642394610979	44.1455210903944
CA5B	1517.31452305235	3815.36706295022	2462.92394099879	1614.83264617331	2915.60175335894	373.040161602982	1397.94064094294	1183.55305847664	5181.25708089599	2110.47170531858	356.500748805568
CADM1	0	509.160643520794	2769.21562545426	3853.73356947297	493.505380922032	0	1451.47351779298	4340.71661429214	682.486892548246	6420.55701560579	6042.80318925724
CAMK4	1553.28708366813	10489.3768092195	4814.13611666554	3988.21514628724	9880.75134312123	237.673052247296	167.811481325704	3814.86337717105	5610.29922855551	5222.35372484427	1013.80702504103
CASC5	2251.92271315561	719.743174273733	328.03885188691	4896.13043422139	59.9683024686951	279.917876062503	2054.87356548795	5608.84567932228	351.698671833648	623.355050058814	490.733932121128
CASP10	2794.13833187557	3774.10016931564	583.281922266467	343.51415507504	1365.25239256653	3944.93185175226	2074.48350353407	1009.80174591962	2397.64775060231	1394.78351815208	7677.98408964621
CASS4	143.081870314473	1644.91051759608	807.621123138185	1012.76086594018	4540.45718691549	601.713229646168	1039.8902204112	871.43948746429	2628.41851234989	2913.81254798823	9.23976022822208
CAV1	0	522.511697343747	1062.17744086201	2464.66137644331	279.073269064274	0	101.76881641176	1602.08930843017	0	3920.75434045525	5245.10388955407
CBFA2T3	1789.93803019108	0	0	0	27.5179223449423	6245.2543450638	254.703793012821	91.6027140466055	97.7500606529049	0	1246.8543107973
CCL5	805.744939186163	8897.26364083238	3588.74046129176	11691.0722409741	22834.9430885233	478.652221141	5636.61747953241	7386.47491676226	19110.6407239349	16974.1920371817	716.338077693551
CCNA2	411.461423672693	168.708771035496	403.810561569092	8229.85101127248	290.236199826845	390.672783717155	2963.58006241821	7815.35959047838	553.749054935786	2195.9968691833	685.282216926471
CCNB2	1035.72681548259	0	530.630885327186	6986.7196479296	0	46.4693061967279	3923.11461715766	6853.59497214805	0	994.60234096415	367.280469071828
CCR4	120.245357114564	7594.62559397018	6741.85082129895	451.389190737025	1482.59296709402	7.89794532197352	97.7115878504938	1604.6444747913	1073.48713515987	536.127892883349	12.8330003169751
CCR6	6917.03838312636	3053.14326287618	2370.899085131	0	443.661597051948	1091.2021664615	346.78034119489	469.639577176181	728.338725122547	166.369846124912	519.993172843831
CCR7	6764.45814006503	13591.6762248075	5111.0421814927	1672.65577273694	10680.5883124115	2493.73031712638	100.97991085818	2520.03282366708	6305.38277840439	1716.46025388209	0
CCR8	0	1125.73658370807	8487.34715461206	0	248.959316309431	27.550972053396	265.861171556303	856.619522569721	217.670238154922	728.240387833216	26.6926406593082
CD14	129.945822898596	54.6179474575345	254.327400171917	207.320276107405	398.231064878694	163.101754556104	12345.9211103462	216.039315833765	955.330489679937	36.3801070170844	238.180485883058
CD163	212.601875100036	558.923662315437	133.230015211571	105.767586857844	288.159375498925	297.183151882631	9277.6420108887	97.3518383591539	519.738080224079	218.067892938664	112.417082776702
CD19	16749.4709204287	74.0376621091024	26.5544360215503	47.1541669926626	28.2967314679124	0	61.8727355593092	498.001923784753	0	0	6559.20312201232
CD200	1204.67659455448	275.213768577688	4861.52204991089	2257.86796253694	322.686579950597	147.673210206202	90.836839455015	2035.57328159632	482.200041468196	3467.59862147052	262.563186485311
CD200R1	1284.30125119841	3660.00934573768	2969.06064827162	1928.71080244011	2867.57519077578	506.937885782486	347.343845161732	2319.45226431816	1605.06607324654	5338.51476830233	98.8141024407083
CD22	16748.66254828	75.2513942748254	63.1812443271369	0	49.0649747471142	257.693425272764	319.281347612975	273.275042323137	153.175352775686	0	611.877455113373
CD24P4	6053.69692834751	0	358.713803842839	0	200.153944603307	124.714066828373	0	426.968298945266	0	319.336494927741	0
CD28	416.311656564709	14029.2266705506	12735.1412478525	5075.79044477443	7796.13892397135	63.7345820168561	781.918104390688	5737.62606392336	4010.52375137524	8673.35791153507	5.13320012679004
