GeneSymbol	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils
CXCL13	23888.0547007765	42107.7014953954	NA	10256.3360491187	NA	NA	9272.44474780357	0	0	NA	0	0	0	0	0	0	0	NA	0	0	0	0
CXCL3	0	0	NA	NA	0	NA	2296.00897760313	0	0	NA	NA	0	0	NA	NA	NA	0	NA	0	36656.4544160333	0	NA
CXCL5	0	0	NA	0	NA	NA	NA	0	0	0	0	0	0	NA	NA	NA	0	NA	0	111026.485907418	0	NA
CXCL9	0	0	NA	32843.8757947641	0	0	24875.0121832049	0	0	NA	0	0	0	0	47706.663583971	0	0	0	0	NA	0	0
CXCR1	1	1	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	8896.52801238605
CXCR2	NA	0	NA	NA	0	NA	0	NA	0	NA	NA	NA	0	NA	NA	0	782.436610268413	2455.0610167402	254.152431773434	2842.88819550061	0	5078.95692086861
CXCR5	396.359537267823	565.29968462295	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
CXCR6	1	1	NA	1871.15021390238	1	1	1	1	1	1	NA	1	NA	1	NA	1	1	1	1	1	1	1
CXorf57	NA	NA	NA	NA	NA	1785.60353196023	NA	NA	0	NA	NA	NA	0	534.861924288274	NA	750.010970930929	NA	0	NA	0	NA	0
CYP27A1	1	1	NA	NA	1	1	1	1	NA	NA	1	NA	1	29158.3160984005	NA	47720.3179858857	NA	NA	113631.144508192	NA	NA	NA
CYP27B1	NA	1	NA	NA	NA	1969.56041172993	NA	1	1	NA	1	NA	NA	741.295887555926	NA	NA	1	1	NA	NA	NA	NA
DACH1	NA	0	NA	0	0	1195.07532001234	NA	NA	0	0	NA	NA	NA	NA	0	NA	NA	NA	NA	0	0	0
DAPK2	NA	NA	NA	NA	NA	206.917175953806	NA	NA	NA	NA	NA	NA	NA	109.943485163138	NA	NA	667.00793939218	448.824586069032	239.825349169886	0	0	NA
DCSTAMP	0	NA	NA	0	0	NA	0	0	0	NA	0	NA	NA	4618.13185173805	0	0	0	NA	0	NA	NA	NA
DEFA4	24.700852851901	63.0282231272831	NA	0	0	0	0.0837476837516473	0	48.8490269702102	0	0	0	0	0	0	0	NA	68.4590135975374	0	16.7745895792308	NA	0
DENND5B	NA	1	NA	NA	NA	4227.1467120031	1	1	1	NA	NA	1	NA	1	NA	2039.31113944715	1	NA	1	NA	NA	1
DEPDC5	1	1	NA	NA	NA	1566.62688898195	NA	1	1	1	1	NA	NA	1429.02978986363	NA	1343.75536658936	NA	NA	3208.48199090687	NA	1	NA
DGKA	2146.03994099127	2807.27368550619	NA	NA	NA	2151.73107473705	NA	1	NA	NA	1	1	NA	874.725121477292	NA	NA	NA	1	1697.84193158441	NA	1	NA
DHRS11	NA	NA	NA	NA	1	NA	1	1	NA	NA	1	NA	NA	2435.56821328467	NA	1743.54373589629	8762.3739242207	NA	3729.00234506574	NA	NA	1
DHX58	NA	NA	NA	0	2227.96471678046	NA	4408.31583757205	NA	NA	NA	3518.47437580099	NA	NA	1023.2442419678	7194.81984640177	3161.33941796096	0	NA	4844.7311984236	0	NA	NA
DPEP2	606.144485693169	590.090605805169	NA	265.182032732881	NA	NA	0	0	862.901598309948	NA	0	776.208177484223	676.952454588641	NA	0	265.984290746827	NA	0	0	NA	0	NA
DPP4	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	0	942.218270273854	NA	0	8838.22555993505	12680.8145530679	NA	NA	NA	NA
DSC1	0	NA	NA	0	NA	0	0	0	0	0	0	0	0	NA	NA	0	14783.7272108834	NA	5220.93381948456	NA	0	NA
DUSP2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	3303.8128514766	1	NA	NA	NA	NA	NA	78689.7386784361	1
EAF2	1645.68127999606	2168.66574866127	NA	NA	NA	633.532558238638	1	NA	1	1	1	1	1521.13160678535	311.184370694846	1017.14251249807	NA	NA	1	1	NA	1	NA
EBI3	NA	1	NA	2047.01359747623	1	NA	NA	1	1	NA	1	NA	3966.7653577826	NA	1	1	NA	NA	1	NA	NA	1
EFNA5	NA	NA	NA	0	0	3525.24395925628	0	0	0	0	NA	NA	6100.01693889863	1870.78190152247	2956.98142150576	NA	NA	0	3265.89860898053	0	0	0
EGR2	NA	NA	NA	NA	0	8419.59699823193	NA	NA	0	NA	0	NA	NA	2133.04563070959	NA	NA	NA	NA	0	NA	25069.6980384455	NA
ELANE	NA	0	NA	0	0	0	0	NA	NA	0	NA	431.168148469095	NA	NA	0	NA	NA	NA	NA	0	0	0
EPB41	6211.10670794355	NA	NA	NA	NA	5477.05052905059	NA	NA	1	1	NA	1	NA	2077.61308422482	NA	2112.94661132351	NA	NA	4587.14906797425	NA	NA	NA
EPHA1	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	0	2826.99416145386	NA	907.828341483841	NA	0	NA
EPN2	NA	NA	NA	1	NA	2951.2837732893	1	NA	1	NA	1	NA	NA	1694.88148376833	NA	2277.88380853395	1	NA	3601.10835040979	1	NA	NA
ETS1	NA	NA	NA	0	NA	31504.2319758495	NA	37466.7810281685	0	NA	NA	0	0	NA	NA	26172.5559709665	0	NA	NA	70896.5719311867	153734.565705935	0
ETV3	NA	NA	NA	1	NA	7145.80588823801	NA	1	1	1	1	1	NA	4641.97801874673	NA	6575.4661268715	1	NA	1	NA	1	NA
FAM124B	1	1	NA	NA	1	302.113192768238	1	1	NA	NA	1	NA	577.443398682939	120.629889590203	NA	149.77940659694	NA	NA	NA	NA	1	NA
FAM174B	1	NA	NA	1	NA	1	1	1	1	NA	NA	NA	NA	NA	1	12388.8408443083	NA	NA	13649.2369034932	NA	1	NA
FAM198B	NA	0	NA	0	NA	16056.7773141315	0	NA	0	NA	NA	0	20879.4168310004	NA	5570.16143392363	6993.46093048601	0	28519.508230427	NA	NA	0	0
FAM212B	NA	NA	NA	0	NA	NA	NA	NA	0	0	NA	NA	1112.00099120116	544.335580627744	NA	1151.73276056925	NA	NA	4541.32823183327	NA	NA	0
FAM65B	2610.45338425937	NA	NA	NA	5826.89377181543	NA	0	6488.26289638551	NA	NA	8413.18136049434	NA	NA	NA	2181.80057409113	1298.42815631192	NA	0	3453.08504601172	NA	NA	0
FASLG	1	1	NA	1339.86645750332	1	1	NA	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1
FBXL8	NA	NA	NA	1	NA	NA	1	1	1	1	1	NA	NA	727.603456770445	NA	1617.52502553833	NA	NA	1777.13072223019	NA	NA	NA
FCER1A	NA	NA	NA	1	NA	1676.5079068605	1	1	NA	NA	1	NA	NA	NA	1	NA	5877.62604765452	NA	1162.74572277716	NA	1	NA
FCER2	9626.42212970367	7810.37296869316	NA	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1
FCGR2B	NA	4516.35824299834	NA	1	1	NA	NA	1	1	NA	NA	NA	1	1306.92775909594	NA	NA	1	1	NA	1	1	1
FCGR3B	1	1	NA	NA	1	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	11237.7052669329
FCN1	NA	NA	NA	651.290370152862	1	NA	NA	1	NA	NA	1	1	7947.48959124302	462.131038108235	NA	NA	NA	1	1	NA	1	1
FCRL2	1141.10210630008	1897.81004503563	NA	NA	NA	1	NA	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1
FES	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	15238.4790182404	NA	1	4730.15116617934	1	3740.27634284863	NA	NA	10678.9242323884	1	NA	NA
FFAR2	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	396.737923559662	NA	NA	6120.04743448408	NA	1530.28820327147	1448.53782149428	3861.6604855887
FLT3LG	204.113778076774	362.499552454082	NA	NA	592.194717002142	NA	377.786576498471	NA	506.406195871776	NA	NA	1566.05183874077	NA	160.556708258534	NA	NA	NA	NA	NA	0	NA	NA
FLVCR2	NA	NA	NA	302.816054776694	NA	NA	NA	1	1	NA	NA	NA	1902.07407015117	421.607958565473	1	456.606863498083	NA	NA	NA	NA	1	NA
FOSB	NA	0	NA	0	0	7386.13552684199	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	198710.182510809	NA
FOXP3	1	1	NA	NA	NA	1	1	NA	5548.20934062587	NA	1	1	NA	NA	1	NA	1	NA	1	1	1	NA
FPR1	NA	0	NA	NA	0	NA	1249.81833914547	0	NA	NA	NA	0	9775.82449047696	428.873284282888	NA	915.532479428363	0	NA	0	15705.4776082395	0	12722.5810817589
FPR2	1	1	NA	NA	1	NA	1	1	1	1	NA	1	NA	NA	1	NA	1	NA	1	5881.53247656569	1	3964.95102426829
FPR3	0	0	NA	1775.51138359436	0	3101.25203094825	NA	0	NA	NA	0	0	9483.59351197194	1542.605763919	4811.02981203614	3565.54786469916	NA	0	0	0	0	0
FRK	NA	0	NA	0	1840.53944851526	742.593385953675	0	NA	0	NA	0	NA	0	111.760012305741	NA	139.738202295515	0	1069.92361932973	385.845264901418	NA	NA	NA
FRMD4A	NA	NA	NA	NA	NA	NA	NA	0	0	10132.2830085649	NA	NA	NA	2015.28358812454	NA	1750.31369103312	0	NA	3895.98646730228	NA	NA	NA
FRMD8	NA	NA	NA	1	NA	19889.9137968027	NA	1	NA	NA	NA	NA	NA	14943.2693772011	NA	18383.0855032726	NA	NA	1	1	NA	NA
FZD2	NA	0	NA	NA	0	2208.73834621304	NA	NA	NA	0	NA	5729.91816053754	13289.9745487732	1658.26129621228	0	1569.61317168152	NA	NA	NA	NA	NA	NA
FZD3	NA	0	NA	0	NA	2141.39320403952	NA	NA	0	2730.05364688129	NA	NA	NA	703.427368429808	NA	877.940938561679	NA	3598.38345594353	1459.63150666815	5182.01057174725	NA	NA
GAL3ST4	NA	NA	NA	0	NA	NA	0	NA	NA	NA	29703.2026646622	22157.9546956967	34735.0700548969	5724.07668222249	6051.4942880424	10829.0531741449	NA	0	NA	0	NA	0
GALR1	0	NA	NA	NA	0	NA	0	0	0	0	0	NA	NA	NA	NA	0	0	NA	NA	0	0	0
GFI1	NA	NA	NA	383.642624874746	0	NA	531.472333220879	NA	0	NA	NA	NA	0	NA	NA	419.928605626083	NA	0	NA	0	NA	0
GGT5	1	1	NA	NA	NA	NA	NA	1	4520.69251746459	NA	1	NA	NA	1724.79081395763	NA	1302.92105349259	NA	NA	1	NA	1	NA
GIPR	NA	493.907437629903	NA	NA	131.145426054894	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA
GNG7	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	23497.8096475717	5790.14212572765	13581.079502161	16361.5034354571	NA	0	NA	0	NA	0
GNLY	NA	0	NA	NA	0	0	5583.12397129386	0	NA	NA	8617.85091556921	17529.6291119784	0	NA	NA	0	0	NA	NA	0	0	0
GPC4	NA	NA	NA	0	NA	NA	0	0	NA	0	NA	NA	NA	4806.42261592631	NA	NA	NA	NA	NA	0	0	0
GPR1	0	NA	NA	NA	0	NA	NA	NA	0	NA	0	NA	0	170.404742630102	NA	NA	1064.82964587442	NA	757.352696458417	NA	0	1274.47582067645
GPR171	1	NA	NA	1027.7220017485	NA	NA	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
GPR18	1450.35390053787	1815.50938543517	NA	302.464330187395	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	1	1	NA	1
GPR183	3698.87976683042	8069.31727451218	NA	NA	NA	4751.11167291904	1783.85061412566	0	NA	NA	0	0	NA	880.73009278018	NA	NA	NA	0	0	NA	NA	0
GPR19	NA	0	NA	0	NA	NA	0	3738.57599533856	0	0	4967.3626962172	NA	NA	869.012477856816	0	2529.69939798057	NA	NA	2249.01269490115	NA	20070.3220019956	NA
GPR25	47.0304867506377	NA	NA	NA	0	NA	104.449479661125	NA	158.835015599895	0	NA	NA	0	NA	22.4671126255651	0	0	0	0	0	0	0
GPR65	NA	978.360754202989	NA	573.92361833416	NA	491.576890431279	NA	0	NA	1355.07696929443	0	0	2413.95988600484	NA	719.893621762623	NA	0	0	0	1730.4483994642	0	NA
GRAP2	886.717673421684	NA	NA	NA	0	932.602104242357	NA	NA	NA	NA	NA	0	NA	717.800826055042	NA	NA	2013.24430914767	0	0	NA	NA	0
GUSBP11	37.4603010314498	NA	NA	0	103.121132546115	73.3579070298415	NA	102.773305872718	0	0	NA	NA	NA	39.5381721463311	NA	86.6918280051674	NA	NA	197.522195357157	133.550731987147	NA	0
GYPE	NA	NA	NA	0	NA	NA	0	NA	0	NA	NA	0	NA	257.415957760175	NA	NA	0	NA	NA	2101.13998638082	4703.07448466647	0
GZMA	1	1	NA	11837.7027071167	1	NA	1	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	NA
GZMB	1	1	NA	3648.50083392599	1	1	26517.3661445061	1	1	1	1	NA	1	1	1	1	1	1	1	NA	1	NA
GZMH	1	1	NA	5785.75704309314	1	1	8647.86108642066	1	1	NA	NA	NA	1	1	1	1	1	1	1	NA	1	NA
GZMK	NA	NA	NA	5733.20458175039	NA	NA	1	1	NA	19097.3055690681	1	1	1	1	1	1	1	1	1	1	1	1
GZMM	3580.51019861531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4740.27391389347	NA	0	NA	NA	0	NA	0	NA	0
HAL	0	NA	NA	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	6623.16691208935	NA	1984.62963915363	0	0	4012.14463698462
HCK	NA	NA	NA	3389.73376831273	1	NA	NA	1	1	NA	1	NA	11313.8500666879	1353.89463612589	1	1871.80338241184	NA	NA	1	NA	1	NA
HDC	NA	0	NA	0	NA	47.8515883579677	NA	0	0	0	0	NA	0	19.2939341269637	NA	NA	219.000848844896	NA	217.445581081302	0	0	NA
HESX1	NA	NA	NA	0	2463.61144979163	728.119113325915	NA	NA	0	NA	NA	NA	NA	391.50252291175	774.000305168217	NA	NA	NA	NA	NA	NA	NA
HHEX	3387.87756053625	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA	1887.29899796805	5578.87090153565	NA	NA	NA	NA	NA	NA	1
HIC1	1	1	NA	NA	NA	NA	NA	1	1	1	1	NA	NA	484.558933248182	NA	651.625991323058	NA	1	NA	1	1	NA
HIST1H2AE	NA	0	NA	0	NA	NA	0	NA	NA	0	NA	3023.70506888773	NA	1128.86773283261	0	NA	NA	NA	NA	NA	NA	NA
HIST1H2BG	NA	0	NA	NA	NA	NA	NA	2778.67171066683	0	0	0	NA	NA	450.022746051828	NA	NA	NA	NA	NA	NA	0	NA
HK3	1	1	NA	1209.63616687719	1	NA	1	1	1	NA	1	1	4761.04475765037	850.350767083644	NA	492.870170536595	NA	1	1	NA	1	NA
HLA.DOB	4663.2446762522	6624.67396111064	NA	873.549143041653	NA	NA	NA	NA	NA	NA	1	NA	1	1	NA	1	NA	NA	1	NA	1	1
HLA.DQA1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	23783.2891740211	NA	0	0	NA	NA	0	0
HMGB3P30	0	0.295848376922661	NA	0	0	0	0	0	0	0	9.80676612324864	15.9235143144551	0	0	0	0	0	0	NA	0	0	0
HNMT	NA	0	NA	NA	NA	7420.37461836007	0	NA	0	NA	NA	0	5539.52022945848	NA	3508.16481073566	3084.91845168256	0	0	5823.16180842248	NA	NA	0
HOXA1	NA	0	NA	0	NA	1472.05634291634	NA	NA	0	NA	NA	NA	5385.8855292926	809.171642178048	NA	NA	1540.18257559515	NA	NA	NA	NA	NA
HPGDS	0	NA	NA	0	NA	665.959176799951	0	0	0	0	0	0	2430.96565899037	122.106231229279	0	470.854158156869	NA	NA	NA	NA	NA	0
HPSE	NA	0	NA	NA	NA	2036.62954567123	NA	NA	0	NA	NA	NA	NA	488.405871762211	NA	NA	NA	NA	2636.23469815788	NA	NA	NA
HRH1	0	NA	NA	NA	NA	1871.86641835206	NA	0	0	NA	0	NA	NA	491.202947968769	NA	NA	0	NA	NA	NA	NA	NA
HSPA6	0	NA	NA	NA	0	NA	NA	NA	NA	0	NA	0	NA	4858.80499970785	NA	NA	NA	NA	7994.0566981426	0	NA	NA
HTR2B	0	0	NA	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0
ICA1	NA	NA	NA	0	NA	3071.05452253529	NA	NA	0	NA	NA	NA	0	1499.35173332769	0	NA	NA	NA	6243.04175964386	0	NA	0
ICOS	443.714542190882	1054.68572666022	NA	635.705406534628	0	216.412214964556	553.163530746845	NA	638.280416768246	NA	NA	0	0	0	421.414363096763	0	0	0	0	NA	NA	NA
IDO1	0	0	NA	4932.13952976138	0	0	NA	0	0	0	0	0	0	0	13607.1983695407	0	0	NA	0	NA	0	0
IFI44L	0	0	NA	0	0	NA	3826.30654632226	0	NA	NA	NA	0	NA	0	10662.1009813124	NA	0	NA	0	0	0	NA
IFNA10	0	0	NA	0	0	NA	0	0	0	0	0	0	0	NA	0	0	2.63893404120529	0	NA	0	0	7.41124042865074
IFNG	1	1	NA	1076.12837481354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHD	22293.0936719767	1	NA	1	NA	1	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1	1
IGHE	3082.56473538403	NA	NA	1	1	1	1	1	NA	1	1	NA	1	1	1	1	NA	1	NA	1	1	NA
IGHM	1	NA	NA	NA	1	1	NA	1	1	1	NA	NA	1	NA	NA	1	1	1	1	1	NA	1
IGKC	1	NA	NA	227774.357270224	1	1	1	NA	1	NA	1	1	1	NA	NA	1	1	NA	1	1	1	1
IGLL3P	1	1	NA	1	1	NA	1	1	1	NA	1	1	NA	1	1	1	1	1	NA	NA	NA	1
IGSF6	NA	NA	NA	2082.76252744784	1	NA	NA	1	NA	1	1	1	3846.38137536277	668.800373242315	1	1023.91099642313	1	1	1	NA	1	NA
IL12B	23.0110158460811	52.7307279745342	NA	NA	0	41.3117041010146	41.457468059154	NA	52.555608537899	NA	0	NA	0	NA	41.8514901589105	0	NA	0	0	0	0	0
IL12RB2	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1271.88182923046	NA	2209.32908322442	NA	NA	1	NA	1	NA
IL17A	1	1	NA	1	1	NA	1	NA	1	1	NA	1	NA	NA	1	NA	NA	NA	1	NA	1	NA
IL18R1	317.783038924995	NA	NA	NA	NA	327.557768513853	1	1	1	2066.22299926899	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	1	NA
IL18RAP	142.632226820187	NA	NA	78.0558627973654	NA	NA	415.828713177974	NA	NA	NA	NA	NA	0	0	158.472185512999	0	0	NA	0	NA	0	1763.7910794588
IL1A	0	0	NA	0	0	NA	NA	0	0	0	0	0	NA	NA	0	NA	0	5508.12109586457	0	NA	0	NA
IL1B	NA	NA	NA	NA	0	0	2257.38271843904	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	79480.9840346268	0	32633.8303534501
IL1RL1	0	0	NA	NA	0	NA	NA	NA	0	0	0	0	NA	NA	0	NA	NA	1162.87319904569	NA	NA	0	NA
IL21	33.9039715734461	NA	NA	NA	0	NA	44.5967598853314	NA	NA	51.4321596721512	0	0	0	0	NA	0	0	0	0	0	0	0
IL26	NA	NA	NA	NA	0	25.2779757512502	23.8071736098778	NA	NA	NA	0	0	NA	NA	0	NA	0	49.5588350046181	NA	NA	NA	NA
IL2RA	713.665795925059	1773.44157199509	NA	632.836961294156	NA	604.045753897588	960.106832518443	0	NA	NA	0	0	3371.73066599332	NA	714.872165473087	495.588412790129	NA	0	0	3070.08428831807	0	NA
IL2RB	NA	NA	NA	5511.34611967895	NA	1	NA	1	1	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1
IL3	0	0	NA	0	0	0	NA	NA	NA	0	NA	0	0	0	NA	0	2.50247957004449	0	0	0	0.130793019711259	0
IL4	35.6447835040377	NA	NA	NA	NA	52.1739488888128	NA	NA	0	0	NA	NA	0	NA	NA	NA	0	0	66.7329989953948	NA	0	0
IL4R	6447.98247953582	NA	NA	NA	NA	5162.90457785992	NA	1	NA	NA	NA	NA	NA	2682.93353948284	NA	NA	1	1	NA	20593.0612259864	1	1
IL5	NA	0	NA	NA	NA	9.8326820717492	0	NA	0	18.9760202220105	NA	NA	16.2266822839256	NA	8.84021439491158	NA	0	4.151252121893	NA	18.6340948548656	NA	0
IL5RA	35.2561608601868	NA	NA	NA	0	59.2942891963726	0	NA	NA	NA	NA	0	0	NA	0	NA	0	198.15530144329	NA	0	NA	0
IL7	1	1	NA	NA	NA	945.720579534741	1	NA	NA	NA	1	1	NA	NA	581.765108458162	NA	NA	NA	1	NA	1	1
IL7R	4673.98074317045	8903.7439799188	NA	NA	NA	2866.6603648018	1	1	1	1	1	1	1	NA	NA	1	1	1	1	1	1	NA
IL9	NA	0	NA	0	0	NA	NA	0	0	0	0	NA	0	0	0	NA	NA	NA	NA	0	0	0
IRF8	6330.27647769759	8690.11244490932	NA	1447.12146059826	NA	1	NA	1	1	1	1	1	1	NA	1	NA	NA	1	1	1	1	1
ITK	1017.6388948448	1398.06781807083	NA	726.450288690818	NA	221.994638400865	335.29385937677	0	NA	NA	0	0	0	NA	NA	0	0	NA	0	0	NA	NA
KCNA3	513.499041457685	608.682089470173	NA	254.205816965358	NA	NA	NA	0	324.760524171447	780.309782093424	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0	0
KCNG2	NA	0	NA	NA	NA	254.894285755524	0	NA	0	NA	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0
KIAA0226L	1	NA	NA	1	1	NA	1	NA	NA	NA	NA	NA	1	2072.97307813751	NA	2033.74523691255	NA	1	NA	NA	1	NA
KIR2DL1	NA	1	NA	NA	1	1	1	1	1	1	1	394.83495519072	1	NA	1	NA	1	1	1	1	1	1
KIR2DL4	1	1	NA	639.514896253773	1	1	1	1	1	1	NA	1	NA	1	1	1	1	1	1	NA	NA	1
KIR2DS4	1	1	NA	NA	1	1	1	1	1	1	NA	859.264489628924	1	NA	1	NA	1	1	NA	NA	1	1
KIR3DL2	NA	NA	NA	35.5526491514319	0	0	NA	0	NA	110.423150294995	0	186.457148607983	0	NA	0	0	0	0	0	0	NA	0
KIRREL	NA	NA	NA	1	NA	15793.4414363762	1	1	1	1	NA	NA	51736.5705339766	11813.239819273	NA	23613.5854468069	NA	NA	24636.6074567981	1	NA	NA
KLRB1	954.461272439161	1567.96198662851	NA	261.879350008172	NA	973.103608340688	760.762486387365	NA	1896.29461922094	1316.35346596457	0	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0
KLRC3	1	NA	NA	NA	1	NA	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	1
KLRC4	NA	NA	NA	NA	0	NA	0	0	NA	0	NA	NA	NA	NA	0	NA	0	0	NA	0	0	0
KLRD1	1	1	NA	238.127423867529	1	NA	1	1	1	1	NA	1	1	NA	NA	1	1	1	1	NA	NA	1
KLRF1	NA	726.536675142123	NA	NA	0	193.840219636511	NA	NA	NA	NA	595.276108398235	NA	NA	NA	373.059717879245	NA	NA	NA	NA	0	0	0
KLRG1	NA	NA	NA	200.873161123924	0	757.560543125559	0	0	0	1104.09630154926	NA	0	618.126347613777	254.388217180971	NA	NA	NA	0	NA	NA	NA	NA
KLRK1	NA	NA	NA	183.053628048956	1	NA	1	1	1	NA	NA	NA	NA	NA	1	1	1	1	NA	1	1	1
KRT18P50	0	1.6413265603423	NA	0	0	0	0	0	0	3.3383985976752	0	1.3820686536712	0	0.387051222617598	0.19347072945936	0	0.857842905081023	0	0.154992626813904	0	0	0
KYNU	NA	NA	NA	0	0	NA	900.010072341538	NA	0	NA	NA	NA	0	NA	NA	NA	NA	12907.7314215632	0	NA	0	8903.90508434579
LAG3	1	1	NA	8650.08703988126	1	1	1	1	1	NA	NA	1	NA	1	1	1	1	1	1	NA	1	1
LAIR2	NA	NA	NA	NA	0	NA	NA	0	1036.94857751235	NA	NA	NA	0	NA	NA	NA	0	0	0	0	0	0
LAMP3	1062.49651429881	NA	NA	NA	NA	977.243468977279	831.046955710977	NA	2184.18970358909	0	NA	NA	0	389.603245562309	1256.14640079074	0	NA	13220.6651883743	1477.56894353017	NA	0	NA
LAT	111.048745017018	428.682335481528	NA	NA	NA	NA	115.219667318305	266.224356071765	0	NA	NA	NA	NA	35.0339690939717	NA	NA	NA	0	NA	NA	NA	NA
LCK	4315.35717163601	5500.80852675402	NA	3897.75704969137	NA	NA	NA	1	1	NA	1	1	1	1	1	1	1	1	1	1	1	1
LEF1	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	NA	18368.3661661206	NA	11473.8333449451	1	NA	29145.7632137163	NA	NA	1
LHCGR	NA	0	NA	0	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	0	NA	29.4752507273357	0	0
LILRA2	1	NA	NA	202.878093617764	1	NA	1	1	NA	NA	NA	NA	1521.82627526291	76.4409397689023	NA	111.339609464511	1	NA	1	NA	1	NA
LILRA4	1594.2633083256	1627.44871931361	NA	NA	NA	0	317.672106208259	0	1408.53735059914	0	0	NA	0	0	NA	0	NA	0	NA	0	0	0
LILRB2	0	0	NA	1322.51813548843	0	NA	3035.49701689581	0	0	NA	0	0	5473.74104728897	446.79019392022	1813.63254443777	NA	0	0	0	2807.16964215066	0	NA
LIME1	NA	NA	NA	0	NA	0	0	1605.48919767186	0	NA	3001.784691937	NA	NA	NA	NA	892.098079190651	NA	0	NA	NA	NA	NA
LINC00921	165.36903366568	450.073410984279	NA	0	1271.95492120205	447.314549335388	0	NA	0	413.840550124754	NA	NA	NA	96.8446358901736	NA	379.17762204877	0	NA	NA	0	NA	0
LRMP	3136.67986962428	4175.98648436402	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	1	NA	1	1	1	1	NA	1	1
LST1	NA	NA	NA	2163.06519933506	1	NA	1	1	1	NA	NA	1	14373.0562838515	979.649980916788	NA	NA	NA	NA	1	1	NA	NA
LTA	1158.60370406451	1889.06184874098	NA	315.525300076107	NA	NA	NA	1	1313.44687666587	NA	1	NA	1	1	NA	1	1	NA	1	NA	1	1
LTB	24536.5988432605	37011.7386378025	NA	NA	NA	1	1	1	23459.1942088844	1	1	NA	1	1	1	1	1	NA	1	1	1	1
LTC4S	0.87346943655807	0	NA	NA	0	NA	0	NA	NA	1.17195960238244	NA	45.3470125084498	NA	3.93111837903113	0	NA	0	32.8215120202594	NA	NA	0	0
LY86	2941.00446654654	5938.41682570038	NA	1854.49355738183	NA	NA	NA	1	1	1	1	1	13473.7545446517	NA	NA	2267.14630204271	1	1	1	1	NA	1
LY9	669.308679543643	1000.98493934935	NA	229.502300613822	NA	1	1	1	646.055129255083	NA	1	1	1	1	1	1	1	1	1	1	NA	1
MAGEA11	NA	NA	NA	0	0	NA	NA	0	0	0	NA	NA	NA	NA	0	0	0	0	NA	NA	0	0
MAK	NA	0	NA	0	NA	356.258958062373	0	NA	0	NA	NA	NA	307.093359550556	40.765157715509	NA	80.7838430605547	NA	0	NA	NA	0	0
MAN1A1	2133.59115326413	NA	NA	NA	0	4787.70993085744	NA	0	NA	NA	0	0	NA	1207.61644271583	NA	NA	0	0	NA	NA	0	0
