GeneSymbol	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils
ABCB4	362.406752516164	1165.59339794914	155.208232613925	30.8582199414557	6395.16008806527	542.881616675546	4.17667686543281	0	797.456716019854	0	2052.79191217433	791.646853578854	1066.85973426914	127.518897390153	469.112991536094	299.977660782581	1128.57677359231	0	492.677173244301	725.804083252849	2254.07586076364	1400.30259564024
ABCB9	136.52611765099	289.235413972211	0	5.20266278606112	1246.67328861592	89.0516728192647	171.870782526075	47.3901760084774	0	440.002039099277	1057.95050736755	207.432126676777	283.390135469677	87.3212374880673	150.368882140862	90.696425868743	309.573539117817	3099.96087503705	347.06748064342	3797.90236863188	953.222120184675	3340.65157802864
ACAP1	323.350591042744	625.471395886291	0	64.6105037255451	2140.46067169238	123.74029833774	161.105497836988	0	411.367560984705	132.449297406716	75.8995570805706	334.962531944835	0	0.944598184860381	0	0	0	561.187221178053	0	169.299994506922	0	113.891212876043
ACHE	239.905861475967	289.720107746496	0	16.3187123239285	120.920294019932	205.313934926036	11.0444101266544	53.6522028928385	248.071934566453	742.059068942967	353.139294886047	457.006390393014	17.7125806446388	88.1847439039341	0	117.559950883008	0	1882.9653846172	274.329448907635	3129.6931858286	738.295364616472	2456.91420356048
ACP5	0	0	0	4400.95791195776	82368.2162668936	0	8373.95440327612	2914.36314251097	13914.5767693257	16075.6813612327	17040.0549240787	22876.0948792472	1296.22719085861	3286.25966514506	1464.99905681625	5901.98777000274	35825.0365961208	154829.143285669	21181.1334291961	0	145431.01277025	49291.4472552253
ADAM28	107.649441170228	237.573399384483	0	31.1332198215996	0	70.0185961170139	38.8003318715414	0	152.485992023555	190.450911149745	0	0	234.641118610133	17.7205167933451	77.8863309283276	23.6988816893492	0	11.3727497111146	0	17.970689125822	0	0
ADAMDEC1	392.802178478324	934.925520370705	121.718032208075	250.802953678737	562.926733177699	278.064008559707	399.076044594597	0	731.070541263631	3726.04799470224	0	0	0	145.986834461091	529.684386210189	0	0	0	0	0	0	0
ADAMTS3	242.804270158596	0	0	0	785.318458128989	397.491454498682	0	0	0	4512.27458541569	134.491129180787	330.1230995242	157.260676290521	166.670912854229	0	184.190548633045	0	21.0134528433886	661.679871174602	623.484754891176	8967.58219860161	0
ADRB2	126.188595849227	0	44.411088939472	64.8055745103413	0	322.10897424682	33.7938189851279	17.6957564051907	186.298917391938	739.142648316295	0	790.076394042616	533.146144939538	39.0195632382864	0	179.092255384654	0	687.712454324435	315.739732177538	1103.87479988087	5884.45747956062	0
AIF1	197.116011683651	3693.95418624431	0	936.067247730107	0	2594.93275246251	3251.64523960519	0	2175.66991143326	5639.58505880353	0	698.708746507187	7504.97433546203	402.625461624119	1874.56768032495	751.85558305421	2159.83839001033	426.899546134186	0	6320.72883483674	0	8997.73669795858
AIM2	0	3898.21996798152	0	54.0387670965036	681.649351196983	2180.88379185172	2134.14023459639	0	0	647.280407572415	0	844.949259490688	2542.61327233353	865.004501748637	1985.54730251069	0	0	14880.4551353558	11.231244512351	16217.2004307736	0	20025.597796187
ALOX15	0	0	0	0	549.823414351207	806.954295649176	0	94.4910169293328	169.313150822718	542.895882630261	919.110468872929	928.099369701485	1075.54163893647	1.01352291939537	226.764444687352	110.06440056995	2267.57827321449	121.526931308863	430.470573694969	0	1295.01235738552	0
