GeneSymbol	B.cells.naive	B.cells.memory	Plasma.cells	T.cells.CD8	T.cells.CD4.naive	T.cells.CD4.memory.resting	T.cells.CD4.memory.activated	T.cells.follicular.helper	T.cells.regulatory..Tregs.	T.cells.gamma.delta	NK.cells.resting	NK.cells.activated	Monocytes	Macrophages.M0	Macrophages.M1	Macrophages.M2	Dendritic.cells.resting	Dendritic.cells.activated	Mast.cells.resting	Mast.cells.activated	Eosinophils	Neutrophils
ABCB4	97.0434075427081	226.588617115993	4.69304400325002	1.72304326871725	2784.81346790324	0.387930335977446	0.631463533281894	0	40.0670755220898	0	1.33652468056823	27.3557818947192	0.456620592992169	0.19309152391575	47.5423848415677	0.295600791861759	299.786681538756	0	131.635586390057	15.9118238131619	40.1759563546852	460.993676185011
ABCB9	8.67343733075654	46.4213925914354	0	0.713932569973772	511.279383529031	13.993122145122	7.27240158981467	2.14282746014523	0	90.788296087703	0.941084792408393	10.1786807890781	3.99992637726639	0.0914861251072673	36.4289009564298	0.253070483747064	55.843778637229	4481.15636310802	0.339540037690475	15.3513728650282	2.71933547782143	0.582904948335696
ACAP1	0.110589566741982	0.143375322488786	0	0.0544108138159684	15.4520368980883	1.60790055015997	0.430870902411321	0	0.176773103330197	9.35160978746285	6.56618142617453	4.33366433215485	0	0.341733355223923	0	0	0	146.675264764245	0	43.0162823505992	0	6.53116105231456
ACHE	0.242326076187208	2.06483208226085	0	1.1616621840602	12.9033902770373	34.4243890280069	0.871984312952221	2.09263605078811	41.0177529965739	323.371076947986	106.599429332346	0.461400597027247	1.48840441547582	0.383892840312442	0	0.183715599190842	0	231.470756041238	48.2815401226162	282.406445986859	230.948705500578	111.302297551967
ACP5	0	0	0	5.03028759032644	173.87781518473	0	24348.9620104752	16.5704169016631	1235.64759733105	2640.83077460524	0.312959806101475	0.295062273649516	3.57131884617432	0.0668301551713031	14.849005073414	0.149473633673207	0.494345884970603	9980138.31586495	0.869830070471189	0	0.388378814246367	4360.81565362149
ADAM28	0.150924931796735	0.136997213159816	0	0.205703957803697	0	0.211579242881932	6.96852220463508	0	0.703008826626599	1.80522868343676	0	0	0.439416253927282	0.53187145976663	1.35740679738139	1.68876335551084	0	0.879997249905548	0	1.01201748608935	0	0
ADAMDEC1	0.186879968913028	0.301243173516	7.61876153230733	0.197293689990083	150.801892038953	73.3198780090893	4.6464933446082	0	0.31451651235579	4.61063407478525	0	0	0	0.242235618551111	0.309915356628497	0	0	0	0	0	0	0
ADAMTS3	15.9164832867083	0	0	0	73.9372103977888	85.1457986766056	0	0	0	198.105251473664	8.78684379667029	63.4563577762034	3.64335574550523	5.27863698650852	0	0.285452475979166	0	1.06036912613723	0.318594418259588	182.487012030352	58.69621646505	0
ADRB2	8.5705573735663	0	3.34134389921639	0.297583891999607	0	0.57362397719869	2.50458034953977	1.30014281510709	7.49038468533081	2.57227505670331	0	1.93620067366296	4.94867267725488	4.5881157812717	0	3.12912051948911	0	534.283759732502	0.47489840775767	102.513514609077	501.255597617861	0
AIF1	2.02138158275984	4.39835125012383	0	0.104481498364143	0	0.487091276718379	4.2892576632906	0	636.508004893604	18.7074971140964	0	63.7126117216375	0.180271490894067	0.23085839058088	0.167848506066665	0.176513494619337	2572.19204346298	2.53643771072106	0	1301.14071180885	0	267.055435812421
AIM2	0	0.359647267349894	0	2.00830650779872	15.1663061125779	635.238612646309	0.265485276403786	0	0	16.044539753542	0	28.0814483827977	2593.76489871478	0.251528907842163	27.3259131574043	0	0	42.2999100548155	0.876566522351424	1661.88064612253	0	18.4115972484458
ALOX15	0	0	0	0	13.4804742445118	1.00420551743652	0	2.84987984728254	8.91973025841672	61.8401745650784	75.933417588802	355.904552681602	128.209022601066	0.353534307578101	42.3556284376216	26.2288419902073	5713.4424391647	4.09585474998406	56.9677696163374	0	221.635389548897	0
ALOX5	0.344212925065757	0.287190919822991	0	0.181285186896167	0	0.249894001633058	101.790801967209	0	0.225448555305072	0	0	0	0.193426485282036	0.148412439052173	0.375080824070878	0.267059061440595	83.2814108017949	40.9072032398307	0	55.7380357954297	0	1012.02688517862
AMPD1	0.382387359057956	0.235945355960334	0.141467735558446	0.147706756890123	0	1.48259078365226	0.831023491431046	0	0.160483766725506	3.51381091550477	0	0	1.03850944829422	0	1.17116233829443	0	0	1.63976613683416	0	0	0.450271111610417	0
ANGPT4	0.266867547501289	0	0	0.213521400003541	0	1.05440792384629	0	0	0.657676815801069	2.86260307043357	0	2.0564121261084	3.58755657862532	0.13532115813756	0	0.62720133239983	0.626809461063613	1.62310288226127	0.702781933690131	0	0	3.19584479251426
ANKRD55	0.191318948534154	0.638164197944934	0	0.179551712505577	0	0.369754331331239	0	9.21639495110528	0	0.419454675628306	1.78347656757071	5.12811272201755	3.08046730238667	1.77175858218595	0.213409875835754	0	10.5093108184545	0	5.6838502607869	0	7.97055331134297	0
