Mixture	B.cells	CD4.T.mem.cells	CD4.T.reg.cells	CD8_B.cells	CD8_G.cells	Dendritic.cells	Monocytes.Macrophages	NK1.cells	NK2.cells	NK3.cells	Plasma.cells	P-value	Correlation	RMSE
TCGA.DA.A1I5.06A	0	0	0.0589386343925368	0.134704742433693	0.0356631002039481	0.0692815044725528	0.310831792033434	0.164006402514507	0.0653187721319823	0	0.161255051817347	0	0.385874255150463	0.924717729934784
TCGA.BF.AAP6.01A	0	0	0.0595925663713176	0.191917995662039	0.0106588462846279	0.0578345159210795	0.184483339905615	0.354360036411901	0.0497258421787758	0	0.0914268572646446	0	0.503493169051994	0.863161220770533
TCGA.EE.A180.06A	0	0.00902186398558975	0.0712515330765984	0.237622659463816	0.0284355607895736	0.0763006841738674	0.186059474757046	0.252739066421206	0.0591611183993454	0	0.0794080389329565	0	0.385905347366019	0.927360791348667
TCGA.EB.A5VV.06A	0.330846567633125	0.0841861973122989	0.0634636405417474	0	0.0334873304411206	0.0216284996414543	0	0	0.0600646848106813	0.230455572013241	0.175867507606332	0	0.581123656064821	0.815214243196186
TCGA.BF.AAOU.01A	0	0	0.0142074537062941	0.124235395036375	0.0187620282061647	0.0259010388157329	0.178097216570323	0.18254019091266	0.0498742927577972	0	0.406382383994653	0	0.467435002071084	0.902446086455896
TCGA.EB.A431.01A	0	0	0.0396424046986742	0.203202406666124	0	0.0477403599138621	0.129339986700752	0.381414020237981	0.0703867249899274	0	0.128274096792679	0	0.521247697652429	0.852589247457692
TCGA.EB.A24D.01A	0	0	0.0121176255011198	0.0874086344462816	0.0539399340022355	0.0457993449841736	0.097385305545374	0.333292430127838	0.0325278245623221	0	0.337528900830656	0	0.473960934061662	0.889799823022141
TCGA.RP.A690.06A	0	0.0822474273525193	0.0381583613635811	0.047616439838915	0.0423750352531591	0.080953196665091	0.532188459540048	0	0.0802059384781038	0	0.096255141508583	0	0.414660463932221	0.912124853622653
TCGA.FR.A7U8.06A	0	0.0371486241239799	0.007710175465073	0.235744579578463	0	0.068539331771763	0.207303802885547	0.307802313935172	0.0457714622505724	0	0.0899797099894306	0	0.470177418424519	0.882060496483686
TCGA.ER.A19A.06A	0	0	0.062245614855157	0.105425496571552	0.0402367381381169	0.0695130677634333	0.438795701378206	0	0.150387880098639	0.088497268365773	0.0448982328291227	0	0.67455056390419	0.765024025137374
TCGA.DA.A1I0.06A	0.00296285845308221	0	0.131770872709346	0	0.0930103461636262	0.0673301891349969	0.160094567273831	0.230481983294446	0.0510353413209614	0	0.263313841649711	0	0.541965711386408	0.839670642688454
TCGA.EE.A2A2.06A	0.026011487875969	0.00314845704303583	0.020660613085306	0.191865900164019	0.0214676395307391	0.0294495283565861	0.106002573194013	0.414933681112743	0.0274297238092833	0	0.159030395828305	0	0.413445959061101	0.918515367710186
TCGA.DA.A1HV.06A	0	0	0.0299710959837589	0.192999360819011	0.054730438180164	0.0473162022125369	0.287922121814489	0.10219796969315	0.00430727025459074	0	0.280555541042299	0	0.516667451254219	0.855584187913669
TCGA.ER.A19D.06A	0	0.0117932663290297	0.0115469987101836	0.190047594537989	0.0321913809740241	0.0587984062816905	0.304090234769472	0.220582097690775	0.0191841439712258	0	0.15176587673561	0	0.381188780181611	0.928585686963705
TCGA.EE.A29S.06A	0	0	0.0161429972092208	0.186940169411506	0.0583993755725586	0.0535124256877014	0.225900775496584	0.256480530124237	0.0406390440755781	0	0.161984682422614	0	0.488714645366675	0.871595581868655
TCGA.W3.AA1V.06B	0	0	0.00231968706094455	0.174734339409528	0.00295645118150414	0.0207439963170581	0.241275465916043	0.423758125970313	0.0772592835210429	0	0.0569526506235653	0	0.574428833585	0.819204990927163
TCGA.EE.A29N.06A	0.0358740809555703	0.00611259598312103	0.089290040387166	0.183158718660522	0.0389753025672252	0.0523373887720682	0.192316371801163	0.210937028165029	0.0359439898064243	0	0.155054482901711	0	0.541370204240669	0.842631520622535
TCGA.D3.A51R.06A	0	0	0	0.12721618037921	0.0852373295588883	0.0451178030116855	0.0789916700816462	0.623729826968916	0	0	0.0397071899996541	0	0.499715872600542	0.870546403792714
TCGA.YG.AA3P.06A	0	0	0.0189358455503675	0.0663225395687034	0.0807011407721856	0.0717130116878876	0.19537033151014	0.433919489538352	0.0212957038005311	0	0.111741937571832	0	0.380264912255746	0.930052206895587
TCGA.D3.A2JG.06A	0	0	0.0549193685026109	0.108348615315746	0.0350383363292906	0.0272115237447738	0.160831695432154	0.221134091228966	0.0624733623212578	0	0.330043007125201	0	0.476697267665526	0.884672769272547
TCGA.W3.A825.06A	0	0	0.035205590905233	0.108051507177783	0.081659364518964	0.0917000432148684	0.238274441793379	0.212396236524251	0.0794387998997804	0	0.153274015965741	0	0.515549226046487	0.857650673219189
TCGA.EE.A29V.06A	0	0	0.0288215960450195	0.190268143401457	0.0176030774190179	0.0229286184655406	0.111317716453598	0.398429755160704	0.0378137025900282	0	0.192817390464636	0	0.489722568887884	0.873421648839604
TCGA.ER.A19S.06A	0	0	0.0365307028436147	0.165411363954722	0.15038227678518	0.0298339719574084	0.172115362549143	0	0	0.223819835148605	0.221906486761327	0	0.345463509008171	0.961396795176306
TCGA.EE.A2GE.06A	0	0	0.0516367468852523	0.21156319225929	0.0929954496946331	0.076035323084422	0.224753172998749	0	0.0378120174869569	0.0187886514423657	0.286415446148331	0	0.403119273055757	0.924383768918919
TCGA.EE.A2GD.06A	0	0.0218939854351714	0.0395780357046396	0	0.0289002021078242	0.068142647078508	0.500047996330178	0	0.107781453277165	0	0.233655680066514	0	0.439841406150388	0.902277253009432
TCGA.BF.A3DJ.01A	0	0	0.0385021632304234	0.043238299082537	0.0399323049524526	0.0458509997491459	0.385516313897455	0.157220481182	0.0912295514405576	0	0.198509886465428	0	0.398603536588752	0.919917290051378
TCGA.Z2.AA3V.06A	0	0	0.0862566918059487	0	0.108032778722131	0.0778781451702331	0.253868162297403	0.116614231582815	0.149716278291329	0.0423560171775886	0.165277694952551	0	0.447357535748993	0.894074413169128
TCGA.DA.A1IB.06A	0.129067661540979	0.000670992875946288	0.0794314857983872	0.137997923941279	0.064954939809107	0.0645773567336653	0.177113381299117	0	0.0041668574974084	0.0900694835531522	0.251949916950958	0	0.45561149363435	0.892530675791146
TCGA.D3.A2J7.06A	0	0.0337167936711625	0.00513333070201323	0.189543477588317	0.016196791356948	0.0345628654881152	0.208126926308143	0.0740772391165531	0.0614476249591971	0	0.377194950809551	0	0.564748065880292	0.826179481835592
TCGA.W3.A824.06A	0	0	0.0663951000043487	0.30930475421411	0.119141350335559	0.0608495131553244	0.198557100027283	0.0207797164766559	0.073691946721222	0	0.151280519065497	0	0.589126879838161	0.812642051273905
TCGA.D3.A1Q8.06A	0	0.0048699800902953	0.0987624487134231	0.142979550369298	0.00602956828672595	0.0635433335922802	0.24864184464265	0.0794037461848014	0.112006343197997	0	0.243763184922529	0	0.410573355399285	0.915367569911807
TCGA.EE.A2M8.06A	0.0352936010600387	0	0	0.17325842008699	0.116156551243205	0.0541091762628024	0.181774525995664	0	0	0.304840724531251	0.134567000820049	0	0.405589930036527	0.921494327107993
TCGA.GN.A26C.01A	0	0	0	0.23582832287578	0.044234591897576	0.0448462178325464	0.295571327874724	0	0.0819573107464421	0.0778337375673424	0.219728491205589	0	0.394372043459866	0.924300687121273
TCGA.EE.A2MR.06A	0.122245014751782	0.0591449408260767	0	0.0428509027035384	0.136490865378118	0.0518295235164484	0.213362486891568	0.245996280264197	0	0	0.128079985668271	0	0.585796840928803	0.820499382041064
TCGA.D3.A3C7.06A	0	0	0.0787296520391731	0.127523163211614	0	0.0127780929565712	0.343870413743808	0.0153418802216665	0.142162407920207	0	0.27959438990696	0	0.480738586452273	0.877421684068652
TCGA.EE.A29C.06A	0	0.00777334157076144	0.00795940789037174	0.129360443986397	0.00919825582899455	0.0594069430990479	0.163101002696688	0.39968643337437	0.0374380519233076	0	0.186076119630062	0	0.558272406298658	0.82988974322599
TCGA.ER.A3ES.06A	0	0.0304076688457349	0.0522103086836051	0.174237140979795	0.0212603411948081	0.0813072789198377	0.166823659416202	0.345512919947195	0.0325339773791876	0	0.0957067046336349	0	0.311284138323733	0.966302232805376
TCGA.ER.A19N.06A	0.00106497967582815	0	0.00204895832937779	0.123254813166831	0.0750000322708851	0.0759907382404413	0.418962980058061	0.0415221066584512	0	0.0656102747569809	0.196545116843144	0	0.345606643498091	0.948589467482503
TCGA.FS.A1ZM.06A	0	0	0.0405855941809729	0.255904459338202	0.0306407499512457	0.0545225998162313	0.380671588366043	0	0.0745274600979026	0.0444107379576828	0.11873681029172	0	0.379799163158509	0.928046441847621
TCGA.Z2.A8RT.06A	0	0.00391675008917469	0.0445799902626268	0.112727251656191	0	0.0657560664701756	0.223903826292326	0.246885572866181	0.107701234560919	0	0.194529307802407	0	0.484051263343901	0.874191077110865
TCGA.FS.A1ZG.06A	0	0	0.072261128408969	0.117798911897899	0.031121155829323	0.0580656758216085	0.216039389190917	0.279219288946636	0.0460573409004075	0	0.17943710900424	0	0.410326558078443	0.91406809782071
TCGA.ER.A42H.01A	0	0	0.0810212669528732	0.171382525364541	0.0198686453432733	0.0979117473277056	0.173040192982513	0.284356080671308	0.0702007602803358	0	0.102218781077451	0	0.352942139990842	0.942681036695182
