Cell Name,Cluster,sf_cluster,ruoyi_cluster
H8_P7_M63-B1,CD8_G,9,CD8_G
H8_P9_M63-B1,CD8_B,8,CD8_B
A11_P2_MMD4_L001,CD8_G,8,CD8_G
A3_P5_MMD4_L001,CD8_G,10,CD8_G
A5_P2_MMD4_L001,CD8_G,8,CD8_G
A5_P3_MMD4_L001,CD8_G,8,CD8_G
A5_P5_MMD4_L001,CD8_G,8,CD8_G
A6_P3_MMD4_L001,CD8_G,10,CD8_G
A8_P2_MMD4_L001,CD8_G,10,CD8_G
A8_P3_MMD4_L001,CD8_G,10,CD8_G
A8_P5_MMD4_L001,CD8_G,10,CD8_G
A9_P3_MMD4_L001,CD8_G,8,CD8_G
B10_P2_MMD4_L001,CD8_G,5,CD8_G
B11_P4_MMD4_L001,CD8_G,10,CD8_G
B11_P5_MMD4_L001,CD8_G,10,CD8_G
B1_P4_MMD4_L001,CD8_G,10,CD8_G
B8_P2_MMD4_L001,CD8_G,8,CD8_G
B8_P5_MMD4_L001,CD8_G,8,CD8_G
B9_P2_MMD4_L001,CD8_G,10,CD8_G
C10_P3_MMD4_L001,CD8_G,8,CD8_G
C10_P5_MMD4_L001,CD8_G,10,CD8_G
C1_P2_MMD4_L001,CD8_G,10,CD8_G
C1_P3_MMD4_L001,CD8_G,10,CD8_G
C2_P4_MMD4_L001,CD8_G,8,CD8_G
C4_P2_MMD4_L001,CD8_G,8,CD8_G
C4_P3_MMD4_L001,CD8_G,8,CD8_G
C7_P3_MMD4_L001,CD8_G,10,CD8_G
C7_P5_MMD4_L001,CD8_G,10,CD8_G
C8_P3_MMD4_L001,CD8_G,8,CD8_G
C9_P3_MMD4_L001,CD8_G,10,CD8_G
C9_P4_MMD4_L001,CD8_B,11,CD8_B
D10_P2_MMD4_L001,CD8_G,8,CD8_G
D10_P3_MMD4_L001,CD8_G,8,CD8_G
D11_P4_MMD4_L001,CD8_G,8,CD8_G
D3_P4_MMD4_L001,CD8_G,8,CD8_G
D4_P3_MMD4_L001,CD8_G,8,CD8_G
D6_P4_MMD4_L001,CD8_B,9,CD8_B
D7_P3_MMD4_L001,CD8_G,10,CD8_G
D8_P2_MMD4_L001,CD8_G,10,CD8_G
D8_P3_MMD4_L001,CD8_G,8,CD8_G
D9_P4_MMD4_L001,CD8_G,8,CD8_G
E10_P3_MMD4_L001,CD8_G,10,CD8_G
E10_P4_MMD4_L001,CD8_G,10,CD8_G
E11_P3_MMD4_L001,CD8_G,10,CD8_G
E11_P4_MMD4_L001,CD8_G,8,CD8_G
E1_P4_MMD4_L001,CD8_G,10,CD8_G
E4_P4_MMD4_L001,CD8_G,10,CD8_G
E5_P3_MMD4_L001,CD8_G,10,CD8_G
E5_P5_MMD4_L001,CD8_G,8,CD8_G
E6_P2_MMD4_L001,CD8_G,10,CD8_G
E8_P4_MMD4_L001,CD8_G,8,CD8_G
E9_P3_MMD4_L001,CD8_G,8,CD8_G
F10_P4_MMD4_L001,CD8_G,8,CD8_G
F12_P3_MMD4_L001,CD8_G,8,CD8_G
F12_P4_MMD4_L001,CD8_G,8,CD8_G
F1_P4_MMD4_L001,CD8_G,8,CD8_G
F2_P3_MMD4_L001,CD8_G,1,CD8_G
F3_P3_MMD4_L001,CD8_G,9,CD8_G
F3_P4_MMD4_L001,CD8_G,8,CD8_G
F6_P3_MMD4_L001,CD8_G,8,CD8_G
F7_P3_MMD4_L001,CD8_G,10,CD8_G
G10_P4_MMD4_L001,CD8_B,8,NA
G10_P5_MMD4_L001,CD8_G,8,CD8_G
G11_P2_MMD4_L001,CD8_G,8,CD8_G
G11_P4_MMD4_L001,CD8_G,10,CD8_G
G12_P4_MMD4_L001,CD8_B,9,CD8_B
G1_P2_MMD4_L001,CD8_G,10,CD8_G
G1_P4_MMD4_L001,CD8_G,10,CD8_G
G3_P5_MMD4_L001,CD8_G,8,CD8_G
G4_P3_MMD4_L001,CD8_B,6,NA
G5_P3_MMD4_L001,CD8_G,10,CD8_G
G5_P5_MMD4_L001,CD8_G,10,CD8_G
G6_P4_MMD4_L001,CD8_G,8,CD8_G
G6_P5_MMD4_L001,CD8_G,10,CD8_G
G7_P3_MMD4_L001,CD8_B,6,NA
G7_P5_MMD4_L001,CD8_G,8,CD8_G
H10_P3_MMD4_L001,CD8_G,8,CD8_G
H10_P5_MMD4_L001,CD8_G,8,CD8_G
H11_P2_MMD4_L001,CD8_B,11,CD8_B
H12_P4_MMD4_L001,CD8_G,10,CD8_G
H1_P4_MMD4_L001,CD8_G,10,CD8_G
H1_P5_MMD4_L001,CD8_B,6,CD8_B
H2_P3_MMD4_L001,CD8_G,8,CD8_G
H7_P5_MMD4_L001,CD8_G,10,CD8_G
H9_P2_MMD4_L001,CD8_G,10,CD8_G
A10_P6_MMD4_L001,CD8_B,6,NA
C8_P6_MMD4_L001,CD8_G,10,CD8_G
D10_P6_MMD4_L001,CD8_G,8,CD8_G
F10_P6_MMD4_L001,CD8_G,10,CD8_G
F11_P6_MMD4_L001,CD8_B,6,NA
F4_P6_MMD4_L001,CD8_G,10,CD8_G
G12_P6_MMD4_L001,CD8_B,8,CD8_B
H1_P6_MMD4_L001,CD8_B,8,NA
H3_P6_MMD4_L001,CD8_B,6,CD8_B
H4_P6_MMD4_L001,CD8_B,8,NA
H5_P6_MMD4_L001,CD8_B,11,CD8_B
H9_P6_MMD4_L001,CD8_B,11,CD8_B
A10_P3_MMD5_L001,CD8_B,6,NA
A11_P11_MMD5_L001,CD8_G,5,CD8_G
A12_P3_MMD5_L001,CD8_B,6,CD8_B
A2_P11_MMD5_L001,CD8_G,5,CD8_G
A3_P11_MMD5_L001,CD8_G,5,CD8_G
A4_P9_MMD5_L001,CD8_G,9,CD8_G
A5_P10_MMD5_L001,CD8_G,5,CD8_G
A5_P11_MMD5_L001,CD8_G,5,CD8_G
A6_P9_MMD5_L001,CD8_G,9,CD8_G
A7_P10_MMD5_L001,CD8_G,9,CD8_G
A7_P11_MMD5_L001,CD8_G,5,CD8_G
A8_P3_MMD5_L001,CD8_B,6,CD8_B
A9_P11_MMD5_L001,CD8_G,5,CD8_G
A9_P9_MMD5_L001,CD8_G,5,CD8_G
B10_P11_MMD5_L001,CD8_G,5,CD8_G
B10_P9_MMD5_L001,CD8_G,5,CD8_G
B11_P3_MMD5_L001,CD8_G,8,CD8_G
B12_P11_MMD5_L001,CD8_G,5,CD8_G
B1_P10_MMD5_L001,CD8_G,9,CD8_G
B2_P9_MMD5_L001,CD8_G,5,CD8_G
B3_P10_MMD5_L001,CD8_G,5,CD8_G
B3_P11_MMD5_L001,CD8_G,5,CD8_G
B3_P3_MMD5_L001,CD8_G,10,CD8_G
B4_P10_MMD5_L001,CD8_G,5,CD8_G
B4_P3_MMD5_L001,CD8_G,6,CD8_G
B6_P10_MMD5_L001,CD8_G,5,CD8_G
B6_P11_MMD5_L001,CD8_G,5,CD8_G
B6_P9_MMD5_L001,CD8_G,8,CD8_G
B8_P10_MMD5_L001,CD8_G,9,CD8_G
B8_P3_MMD5_L001,CD8_G,10,CD8_G
B9_P3_MMD5_L001,CD8_B,6,CD8_B
C10_P9_MMD5_L001,CD8_G,5,CD8_G
C11_P10_MMD5_L001,CD8_G,5,CD8_G
C11_P11_MMD5_L001,CD8_G,5,CD8_G
C1_P10_MMD5_L001,CD8_G,9,CD8_G
C2_P10_MMD5_L001,CD8_G,5,CD8_G
C3_P10_MMD5_L001,CD8_G,5,CD8_G
C4_P11_MMD5_L001,CD8_G,5,CD8_G
C5_P11_MMD5_L001,CD8_G,5,CD8_G
C5_P9_MMD5_L001,CD8_G,9,CD8_G
C6_P3_MMD5_L001,CD8_B,6,NA
C7_P3_MMD5_L001,CD8_G,8,CD8_G
C7_P9_MMD5_L001,CD8_G,9,CD8_G
C8_P10_MMD5_L001,CD8_G,5,CD8_G
D10_P10_MMD5_L001,CD8_G,5,CD8_G
D10_P11_MMD5_L001,CD8_G,5,CD8_G
D11_P11_MMD5_L001,CD8_G,5,CD8_G
D12_P11_MMD5_L001,CD8_G,5,CD8_G
D4_P3_MMD5_L001,CD8_G,6,NA
D6_P9_MMD5_L001,CD8_G,9,CD8_G
D7_P3_MMD5_L001,CD8_B,7,CD8_B
D8_P11_MMD5_L001,CD8_G,5,CD8_G
E10_P10_MMD5_L001,CD8_G,9,CD8_G
E10_P9_MMD5_L001,CD8_G,5,CD8_G
E11_P9_MMD5_L001,CD8_G,5,CD8_G
E12_P10_MMD5_L001,CD8_G,5,CD8_G
E1_P3_MMD5_L001,CD8_B,11,CD8_B
E1_P9_MMD5_L001,CD8_G,5,CD8_G
E3_P11_MMD5_L001,CD8_G,5,CD8_G
E4_P9_MMD5_L001,CD8_G,9,CD8_G
E5_P9_MMD5_L001,CD8_G,9,CD8_G
E6_P9_MMD5_L001,CD8_G,9,CD8_G
E7_P10_MMD5_L001,CD8_G,5,CD8_G
E7_P11_MMD5_L001,CD8_G,5,CD8_G
E7_P3_MMD5_L001,CD8_B,6,CD8_B
E8_P9_MMD5_L001,CD8_G,2,CD8_G
E9_P10_MMD5_L001,CD8_G,5,CD8_G
E9_P11_MMD5_L001,CD8_G,5,CD8_G
E9_P3_MMD5_L001,CD8_B,6,CD8_B
F10_P11_MMD5_L001,CD8_G,5,CD8_G
F10_P9_MMD5_L001,CD8_G,5,CD8_G
F11_P10_MMD5_L001,CD8_G,5,CD8_G
F12_P10_MMD5_L001,CD8_G,5,CD8_G
F12_P3_MMD5_L001,CD8_B,11,CD8_B
F1_P10_MMD5_L001,CD8_G,5,CD8_G
F1_P11_MMD5_L001,CD8_G,5,CD8_G
F2_P3_MMD5_L001,CD8_G,8,CD8_G
F2_P9_MMD5_L001,CD8_G,5,CD8_G
F3_P10_MMD5_L001,CD8_G,5,CD8_G
F4_P9_MMD5_L001,CD8_G,5,CD8_G
F5_P10_MMD5_L001,CD8_G,5,CD8_G
F5_P9_MMD5_L001,CD8_G,5,CD8_G
F6_P9_MMD5_L001,CD8_G,5,CD8_G
F8_P3_MMD5_L001,CD8_G,10,CD8_G
F9_P9_MMD5_L001,CD8_G,5,CD8_G
G11_P10_MMD5_L001,CD8_G,9,CD8_G
G11_P9_MMD5_L001,CD8_G,5,CD8_G
G12_P9_MMD5_L001,CD8_G,5,CD8_G
G1_P11_MMD5_L001,CD8_G,5,CD8_G
G1_P9_MMD5_L001,CD8_G,5,CD8_G
G2_P3_MMD5_L001,CD8_B,6,CD8_B
G3_P10_MMD5_L001,CD8_G,5,CD8_G
G4_P11_MMD5_L001,CD8_G,5,CD8_G
G4_P9_MMD5_L001,CD8_G,5,CD8_G
G6_P11_MMD5_L001,CD8_G,5,CD8_G
G6_P9_MMD5_L001,CD8_G,5,CD8_G
G7_P11_MMD5_L001,CD8_G,5,CD8_G
G9_P3_MMD5_L001,CD8_G,6,NA
H10_P10_MMD5_L001,CD8_G,5,CD8_G
H10_P11_MMD5_L001,CD8_G,5,CD8_G
H10_P9_MMD5_L001,CD8_G,5,CD8_G
H11_P10_MMD5_L001,CD8_G,9,CD8_G
H11_P11_MMD5_L001,CD8_G,5,CD8_G
H11_P9_MMD5_L001,CD8_G,5,CD8_G
H12_P10_MMD5_L001,CD8_G,9,CD8_G
H12_P11_MMD5_L001,CD8_G,10,CD8_G
H1_P11_MMD5_L001,CD8_G,5,CD8_G
H3_P10_MMD5_L001,CD8_G,5,CD8_G
H3_P9_MMD5_L001,CD8_G,9,CD8_G
H4_P3_MMD5_L001,CD8_G,8,CD8_G
H5_P11_MMD5_L001,CD8_G,5,CD8_G
H5_P9_MMD5_L001,CD8_G,5,CD8_G
H6_P9_MMD5_L001,CD8_G,5,CD8_G
H7_P11_MMD5_L001,CD8_G,5,CD8_G
H7_P9_MMD5_L001,CD8_G,5,CD8_G
H8_P11_MMD5_L001,CD8_G,5,CD8_G
H8_P9_MMD5_L001,CD8_G,5,CD8_G
H9_P11_MMD5_L001,CD8_G,5,CD8_G
H9_P3_MMD5_L001,CD8_B,8,NA
A10_P6_MMD2-36B_L001,CD8_G,8,CD8_G
A11_P10_MMD2-36B_L001,CD8_B,6,CD8_B
A11_P9_MMD2-36B_L001,CD8_G,8,CD8_G
A12_P10_MMD2-36B_L001,CD8_B,6,NA
A12_P8_MMD2-36B_L001,CD8_B,8,CD8_B
A2_P8_MMD2-36B_L001,CD8_B,6,CD8_B
A2_P9_MMD2-36B_L001,CD8_B,6,CD8_B
A3_P10_MMD2-36B_L001,CD8_B,8,NA
A4_P10_MMD2-36B_L001,CD8_B,6,CD8_B
A4_P8_MMD2-36B_L001,CD8_B,6,CD8_B
A4_P9_MMD2-36B_L001,CD8_B,6,CD8_B
A5_P10_MMD2-36B_L001,CD8_B,2,NA
A6_P10_MMD2-36B_L001,CD8_G,8,CD8_G
A6_P8_MMD2-36B_L001,CD8_B,11,CD8_B
A8_P6_MMD2-36B_L001,CD8_B,6,CD8_B
A9_P6_MMD2-36B_L001,CD8_G,8,CD8_G
B10_P8_MMD2-36B_L001,CD8_G,8,CD8_G
B11_P8_MMD2-36B_L001,CD8_G,8,CD8_G
B12_P9_MMD2-36B_L001,CD8_B,8,NA
B1_P9_MMD2-36B_L001,CD8_B,8,CD8_B
B2_P8_MMD2-36B_L001,CD8_B,9,NA
B3_P6_MMD2-36B_L001,CD8_B,8,CD8_B
B3_P8_MMD2-36B_L001,CD8_B,6,CD8_B
B3_P9_MMD2-36B_L001,CD8_G,8,CD8_G
B6_P6_MMD2-36B_L001,CD8_B,6,NA
B6_P8_MMD2-36B_L001,CD8_B,6,CD8_B
B7_P8_MMD2-36B_L001,CD8_B,8,NA
B8_P9_MMD2-36B_L001,CD8_G,8,CD8_G
B9_P6_MMD2-36B_L001,CD8_B,6,CD8_B
C10_P6_MMD2-36B_L001,CD8_B,6,CD8_B
C10_P8_MMD2-36B_L001,CD8_B,6,CD8_B
C11_P8_MMD2-36B_L001,CD8_B,8,CD8_B
C12_P6_MMD2-36B_L001,CD8_B,6,CD8_B
C12_P8_MMD2-36B_L001,CD8_G,8,CD8_G
C1_P10_MMD2-36B_L001,CD8_B,6,CD8_B
C1_P6_MMD2-36B_L001,CD8_B,11,CD8_B
C2_P6_MMD2-36B_L001,CD8_B,6,CD8_B
C5_P10_MMD2-36B_L001,CD8_G,9,CD8_G
C5_P6_MMD2-36B_L001,CD8_B,8,CD8_B
C6_P10_MMD2-36B_L001,CD8_B,6,CD8_B
C6_P6_MMD2-36B_L001,CD8_B,11,CD8_B
C7_P10_MMD2-36B_L001,CD8_G,2,CD8_G
C8_P9_MMD2-36B_L001,CD8_G,8,CD8_G
C9_P6_MMD2-36B_L001,CD8_B,6,CD8_B
C9_P9_MMD2-36B_L001,CD8_G,8,CD8_G
D1_P10_MMD2-36B_L001,CD8_B,6,CD8_B
D2_P10_MMD2-36B_L001,CD8_B,6,NA
D3_P10_MMD2-36B_L001,CD8_G,10,CD8_G
D3_P8_MMD2-36B_L001,CD8_G,8,CD8_G
D3_P9_MMD2-36B_L001,CD8_B,6,CD8_B
D4_P9_MMD2-36B_L001,CD8_B,8,CD8_B
D5_P8_MMD2-36B_L001,CD8_B,6,CD8_B
D6_P9_MMD2-36B_L001,CD8_G,8,NA
D7_P10_MMD2-36B_L001,CD8_G,8,CD8_G
D7_P6_MMD2-36B_L001,CD8_G,10,CD8_G
D7_P8_MMD2-36B_L001,CD8_B,6,CD8_B
D9_P8_MMD2-36B_L001,CD8_B,10,NA
E10_P6_MMD2-36B_L001,CD8_G,10,CD8_G
E10_P8_MMD2-36B_L001,CD8_G,8,CD8_G
E10_P9_MMD2-36B_L001,CD8_B,11,CD8_B
E11_P10_MMD2-36B_L001,CD8_B,6,CD8_B
E11_P6_MMD2-36B_L001,CD8_B,8,CD8_B
E12_P10_MMD2-36B_L001,CD8_B,6,CD8_B
E12_P8_MMD2-36B_L001,CD8_G,8,NA
E12_P9_MMD2-36B_L001,CD8_B,6,CD8_B
E2_P9_MMD2-36B_L001,CD8_G,8,CD8_G
E3_P8_MMD2-36B_L001,CD8_B,2,NA
E4_P8_MMD2-36B_L001,CD8_B,6,CD8_B
E5_P8_MMD2-36B_L001,CD8_B,6,NA
E5_P9_MMD2-36B_L001,CD8_B,6,CD8_B
E6_P8_MMD2-36B_L001,CD8_B,11,CD8_B
E7_P10_MMD2-36B_L001,CD8_B,8,NA
E8_P6_MMD2-36B_L001,CD8_G,10,CD8_G
E9_P8_MMD2-36B_L001,CD8_B,8,NA
E9_P9_MMD2-36B_L001,CD8_G,10,CD8_G
F10_P6_MMD2-36B_L001,CD8_B,6,CD8_B
F11_P8_MMD2-36B_L001,CD8_B,6,CD8_B
F11_P9_MMD2-36B_L001,CD8_B,6,NA
F12_P10_MMD2-36B_L001,CD8_B,2,CD8_B
F3_P8_MMD2-36B_L001,CD8_B,6,CD8_B
F4_P6_MMD2-36B_L001,CD8_G,10,CD8_G
F4_P8_MMD2-36B_L001,CD8_B,6,CD8_B
F5_P8_MMD2-36B_L001,CD8_B,11,CD8_B
F6_P8_MMD2-36B_L001,CD8_B,6,CD8_B
F8_P10_MMD2-36B_L001,CD8_G,8,CD8_G
F9_P6_MMD2-36B_L001,CD8_B,6,NA
G10_P8_MMD2-36B_L001,CD8_B,6,CD8_B
G11_P8_MMD2-36B_L001,CD8_B,8,NA
G12_P10_MMD2-36B_L001,CD8_G,9,CD8_G
G3_P10_MMD2-36B_L001,CD8_G,10,CD8_G
G3_P6_MMD2-36B_L001,CD8_B,6,CD8_B
G3_P8_MMD2-36B_L001,CD8_G,10,CD8_G
G3_P9_MMD2-36B_L001,CD8_B,6,CD8_B
G4_P10_MMD2-36B_L001,CD8_B,6,CD8_B
G4_P6_MMD2-36B_L001,CD8_B,8,NA
G5_P10_MMD2-36B_L001,CD8_G,8,CD8_G
G5_P6_MMD2-36B_L001,CD8_G,8,NA
G5_P8_MMD2-36B_L001,CD8_G,8,CD8_G
G6_P6_MMD2-36B_L001,CD8_G,10,CD8_G
G7_P10_MMD2-36B_L001,CD8_B,6,CD8_B
G8_P9_MMD2-36B_L001,CD8_G,10,CD8_G
H10_P10_MMD2-36B_L001,CD8_G,8,CD8_G
H10_P6_MMD2-36B_L001,CD8_G,8,CD8_G
H11_P10_MMD2-36B_L001,CD8_B,6,CD8_B
H11_P8_MMD2-36B_L001,CD8_B,6,NA
H12_P10_MMD2-36B_L001,CD8_G,10,CD8_G
H12_P8_MMD2-36B_L001,CD8_B,6,CD8_B
H1_P10_MMD2-36B_L001,CD8_B,6,NA
H1_P8_MMD2-36B_L001,CD8_B,6,CD8_B
H2_P8_MMD2-36B_L001,CD8_B,8,CD8_B
H2_P9_MMD2-36B_L001,CD8_G,8,NA
H3_P9_MMD2-36B_L001,CD8_B,8,CD8_B
H4_P10_MMD2-36B_L001,CD8_B,11,CD8_B
H5_P10_MMD2-36B_L001,CD8_B,6,NA
H5_P6_MMD2-36B_L001,CD8_B,8,NA
H5_P8_MMD2-36B_L001,CD8_B,8,NA
H5_P9_MMD2-36B_L001,CD8_B,6,CD8_B
H8_P10_MMD2-36B_L001,CD8_B,11,CD8_B
H8_P9_MMD2-36B_L001,CD8_G,8,CD8_G
H9_P6_MMD2-36B_L001,CD8_B,6,CD8_B
A10_P5_M44_L001,CD8_B,6,NA
A11_P5_M44_L001,CD8_B,8,NA
A12_P4_M44_L001,CD8_B,8,NA
A12_P5_M44_L001,CD8_B,6,NA
A2_P4_M44_L001,CD8_B,8,NA
A3_P5_M44_L001,CD8_B,6,NA
A6_P4_M44_L001,CD8_G,8,CD8_G
A7_P4_M44_L001,CD8_B,8,CD8_B
A7_P5_M44_L001,CD8_G,8,CD8_G
A9_P5_M44_L001,CD8_G,8,CD8_G
B10_P1_M44_L001,CD8_B,6,CD8_B
B10_P3_M44_L001,CD8_G,8,CD8_G
B10_P5_M44_L001,CD8_G,5,CD8_G
B11_P1_M44_L001,CD8_G,8,CD8_G
B11_P3_M44_L001,CD8_G,9,CD8_G
B11_P4_M44_L001,CD8_G,8,CD8_G
B11_P5_M44_L001,CD8_G,5,CD8_G
B12_P1_M44_L001,CD8_B,6,NA
B12_P3_M44_L001,CD8_B,6,NA
B12_P5_M44_L001,CD8_B,6,NA
B1_P1_M44_L001,CD8_B,8,NA
B1_P5_M44_L001,CD8_G,8,CD8_G
B2_P1_M44_L001,CD8_B,6,NA
B3_P1_M44_L001,CD8_B,6,CD8_B
B3_P4_M44_L001,CD8_G,8,CD8_G
B3_P5_M44_L001,CD8_G,8,CD8_G
B4_P4_M44_L001,CD8_G,8,CD8_G
B4_P5_M44_L001,CD8_G,8,CD8_G
B5_P1_M44_L001,CD8_G,8,CD8_G
B5_P3_M44_L001,CD8_B,6,CD8_B
B5_P4_M44_L001,CD8_B,8,NA
B5_P5_M44_L001,CD8_G,8,CD8_G
B6_P3_M44_L001,CD8_B,8,NA
B7_P3_M44_L001,CD8_G,8,CD8_G
B7_P5_M44_L001,CD8_G,8,CD8_G
B8_P3_M44_L001,CD8_G,8,CD8_G
B8_P5_M44_L001,CD8_G,8,CD8_G
B9_P3_M44_L001,CD8_G,8,CD8_G
B9_P4_M44_L001,CD8_B,6,CD8_B
B9_P5_M44_L001,CD8_G,8,CD8_G
C10_P1_M44_L001,CD8_B,6,NA
C10_P3_M44_L001,CD8_G,8,CD8_G
C10_P4_M44_L001,CD8_B,6,NA
C11_P1_M44_L001,CD8_B,6,NA
C11_P3_M44_L001,CD8_B,6,NA
C12_P4_M44_L001,CD8_G,8,CD8_G
C12_P5_M44_L001,CD8_B,6,CD8_B
C1_P3_M44_L001,CD8_B,6,CD8_B
C1_P4_M44_L001,CD8_G,8,CD8_G
C2_P1_M44_L001,CD8_G,5,CD8_G
C3_P1_M44_L001,CD8_G,8,CD8_G
C3_P3_M44_L001,CD8_G,8,CD8_G
C4_P3_M44_L001,CD8_B,6,NA
C6_P1_M44_L001,CD8_G,8,CD8_G
C6_P3_M44_L001,CD8_B,6,NA
C6_P4_M44_L001,CD8_B,6,NA
C7_P1_M44_L001,CD8_B,8,NA
C7_P3_M44_L001,CD8_G,6,CD8_G
C8_P4_M44_L001,CD8_G,8,CD8_G
C8_P5_M44_L001,CD8_B,6,CD8_B
C9_P5_M44_L001,CD8_B,6,NA
D10_P3_M44_L001,CD8_B,6,NA
D10_P4_M44_L001,CD8_B,8,NA
D10_P5_M44_L001,CD8_G,8,CD8_G
D11_P3_M44_L001,CD8_G,8,CD8_G
D12_P1_M44_L001,CD8_B,11,CD8_B
D12_P5_M44_L001,CD8_B,8,NA
D1_P1_M44_L001,CD8_B,9,CD8_B
D1_P3_M44_L001,CD8_G,8,CD8_G
D1_P4_M44_L001,CD8_B,6,NA
D1_P5_M44_L001,CD8_G,8,CD8_G
D2_P1_M44_L001,CD8_B,11,CD8_B
D2_P3_M44_L001,CD8_B,11,CD8_B
D4_P3_M44_L001,CD8_B,6,NA
D4_P5_M44_L001,CD8_G,8,CD8_G
D5_P5_M44_L001,CD8_G,8,CD8_G
D6_P1_M44_L001,CD8_B,6,NA
D6_P4_M44_L001,CD8_G,8,CD8_G
D7_P1_M44_L001,CD8_B,6,NA
D7_P3_M44_L001,CD8_B,6,NA
D7_P4_M44_L001,CD8_B,6,NA
D9_P4_M44_L001,CD8_G,8,CD8_G
D9_P5_M44_L001,CD8_B,8,NA
E10_P1_M44_L001,CD8_B,6,NA
E10_P3_M44_L001,CD8_G,8,CD8_G
E10_P4_M44_L001,CD8_B,11,CD8_B
E11_P1_M44_L001,CD8_B,6,NA
E12_P3_M44_L001,CD8_B,6,NA
E1_P3_M44_L001,CD8_G,8,CD8_G
E1_P4_M44_L001,CD8_G,8,CD8_G
E1_P5_M44_L001,CD8_G,10,CD8_G
E2_P4_M44_L001,CD8_B,6,NA
E3_P4_M44_L001,CD8_G,8,CD8_G
E3_P5_M44_L001,CD8_G,8,CD8_G
E5_P1_M44_L001,CD8_G,8,CD8_G
E5_P5_M44_L001,CD8_B,6,CD8_B
E6_P4_M44_L001,CD8_B,6,NA
E6_P5_M44_L001,CD8_B,8,NA
E7_P3_M44_L001,CD8_G,8,CD8_G
E7_P4_M44_L001,CD8_B,6,CD8_B
E8_P1_M44_L001,CD8_B,6,NA
E8_P5_M44_L001,CD8_G,8,CD8_G
E9_P1_M44_L001,CD8_G,6,CD8_G
E9_P3_M44_L001,CD8_B,6,NA
F10_P1_M44_L001,CD8_B,6,CD8_B
F10_P3_M44_L001,CD8_G,10,CD8_G
F10_P5_M44_L001,CD8_G,8,NA
F12_P3_M44_L001,CD8_G,8,CD8_G
F12_P4_M44_L001,CD8_B,6,NA
F12_P5_M44_L001,CD8_G,8,NA
F1_P1_M44_L001,CD8_G,8,CD8_G
F1_P4_M44_L001,CD8_B,11,CD8_B
F1_P5_M44_L001,CD8_G,8,CD8_G
F3_P3_M44_L001,CD8_G,10,CD8_G
F3_P5_M44_L001,CD8_B,6,NA
F4_P1_M44_L001,CD8_G,8,CD8_G
F4_P3_M44_L001,CD8_B,6,NA
F4_P4_M44_L001,CD8_B,11,CD8_B
F5_P1_M44_L001,CD8_B,6,NA
F5_P3_M44_L001,CD8_G,5,CD8_G
F5_P4_M44_L001,CD8_B,9,NA
F6_P3_M44_L001,CD8_B,6,NA
F6_P5_M44_L001,CD8_B,11,NA
F7_P3_M44_L001,CD8_G,8,CD8_G
F7_P5_M44_L001,CD8_G,9,CD8_G
F9_P1_M44_L001,CD8_B,6,NA
F9_P4_M44_L001,CD8_G,8,CD8_G
F9_P5_M44_L001,CD8_B,6,CD8_B
G10_P4_M44_L001,CD8_B,6,NA
G10_P5_M44_L001,CD8_B,8,NA
G11_P3_M44_L001,CD8_G,8,CD8_G
G11_P5_M44_L001,CD8_B,6,NA
G12_P3_M44_L001,CD8_B,6,CD8_B
G12_P4_M44_L001,CD8_B,6,CD8_B
G1_P1_M44_L001,CD8_B,8,NA
G1_P3_M44_L001,CD8_G,9,CD8_G
G1_P4_M44_L001,CD8_G,10,CD8_G
G2_P1_M44_L001,CD8_B,6,CD8_B
G2_P3_M44_L001,CD8_G,5,CD8_G
G3_P1_M44_L001,CD8_G,10,CD8_G
G3_P4_M44_L001,CD8_G,8,CD8_G
G4_P1_M44_L001,CD8_G,8,CD8_G
G4_P3_M44_L001,CD8_G,8,CD8_G
G4_P5_M44_L001,CD8_G,8,CD8_G
G5_P1_M44_L001,CD8_B,6,NA
G5_P3_M44_L001,CD8_B,6,NA
G6_P1_M44_L001,CD8_G,8,CD8_G
G6_P4_M44_L001,CD8_G,5,CD8_G
G7_P1_M44_L001,CD8_B,6,NA
G7_P5_M44_L001,CD8_B,6,NA
G9_P1_M44_L001,CD8_G,8,CD8_G
G9_P3_M44_L001,CD8_B,8,NA
G9_P4_M44_L001,CD8_G,8,CD8_G
H10_P5_M44_L001,CD8_B,6,NA
H11_P1_M44_L001,CD8_G,8,CD8_G
H11_P4_M44_L001,CD8_B,6,NA
H11_P5_M44_L001,CD8_B,6,NA
H1_P5_M44_L001,CD8_B,6,NA
H2_P1_M44_L001,CD8_G,8,CD8_G
H2_P4_M44_L001,CD8_B,6,CD8_B
H2_P5_M44_L001,CD8_G,8,CD8_G
H3_P1_M44_L001,CD8_B,8,NA
H3_P3_M44_L001,CD8_G,8,CD8_G
H3_P5_M44_L001,CD8_B,11,CD8_B
H4_P1_M44_L001,CD8_B,6,CD8_B
H4_P4_M44_L001,CD8_G,8,CD8_G
H5_P4_M44_L001,CD8_G,8,CD8_G
H5_P5_M44_L001,CD8_G,8,CD8_G
H6_P1_M44_L001,CD8_G,8,CD8_G
H6_P3_M44_L001,CD8_B,6,CD8_B
H7_P3_M44_L001,CD8_B,6,CD8_B
H9_P1_M44_L001,CD8_B,7,NA
H9_P3_M44_L001,CD8_B,6,NA
