,gene,B_cells,CD4T_memory,CD8T_B,CD8T_G,Dendritic_cells,Monocytes_Macrophages,NK1,NK2,NK3,Plasma_cells,Tregs
20,MAD1L1,0.000156110162234117,0.0229875357498295,5.68657504518049e-05,0.247336881146469,0.0232199563168177,0.0114542924964553,0.360500612855934,0.233494970691825,0.62301494207963,1.04582677062201e-19,0.0211151251312179
21,LASP1,7.44239903945833e-05,0.133553256339821,0.669802414133483,0.0745406935022759,0.00458646565673386,0.0843140911703001,0.190828401108681,6.84667439657045e-05,1.23290314777803e-10,4.29294416333726e-47,1.62605676480043e-06
22,SNX11,0.000220600435905445,0.10240123130842,0.654597803962633,0.356047027818139,0.00173105723609742,0.217763266619773,0.0528010912741918,0.00417270038912131,0.498268526499615,1.73726509303317e-08,0.00222425480212119
23,TMEM176A,0.169466318877907,0.5111390090637,1.79542477868163e-08,0.0236098723543234,0.0223314144777452,4.11531794773549e-47,1.09553874240687e-15,0.0228633578361287,0.0551436559370599,0.000533753600630524,0.0140357484530599
24,M6PR,0.539390896179283,0.00733517703235033,0.62992623530335,0.310949541647165,6.18373632180351e-09,0.0248575475459443,0.0685979979953733,0.169284948835356,0.00451503424934022,1.02339401654571e-26,0.654356484489286
25,ICA1,0.00341119657198628,0.0888346615285194,0.00400743663023904,0.0102609142066992,2.29979018138185e-09,0.0476609381103596,0.155866328599343,0.0174192489593297,0.222582262963663,1.83024061638188e-11,5.56887786649673e-37
26,ALS2,0.683152652798868,0.160732306195903,0.00956731315295456,0.526165835242112,0.633561119475296,0.00139464621537608,0.040231386246964,0.23227489330109,0.615947054445697,0.192255020411095,0.249293588273688
27,CASP10,0.0367339884334865,0.0212528714795764,4.68596304783295e-15,1.32604690222684e-05,1.00612054421803e-08,2.55647565539809e-13,2.75493044803151e-05,0.0136156738956198,4.97851129316374e-06,6.7111710363737e-72,2.58328408888603e-12
28,CFLAR,1.13572771997207e-07,0.0164773289121898,0.09764663604535,0.774971284719151,0.0203793331430267,0.643265725495762,0.404350824508135,0.882917682252974,6.26629652168846e-07,1.42266463107863e-05,9.12289551523356e-16
29,NDUFAF7,0.282839566372794,0.209976346014269,0.54361673782488,0.438688841570562,0.948964141288061,0.0704048920309353,0.057992304051154,0.670286874781918,0.544958568962394,0.000311327546636845,0.4622837663155
30,RBM5,0.112943546306919,0.305630792227944,0.0564166061067453,0.61199721268654,0.990466220550443,0.00418955582053114,0.2740220551767,0.140853239971454,0.100164712299368,1.56129334540736e-34,0.0171248591786482
31,ARF5,0.532773482925671,0.340031005706684,0.308990999000958,0.216785292552752,0.16651675619809,0.00767328039097579,0.000454605172101651,0.00566051200924614,0.119497652956121,2.86951128156074e-68,0.0114815519712213
32,SARM1,0.0371829273923043,0.711539105936111,0.502146653596384,0.628495460663414,1.659998161068e-07,0.199412552942806,0.700725379100151,0.235262040610166,0.0288494020507489,1.10290187307934e-07,0.0132360220987657
33,POLDIP2,0.0335095607606278,0.0226338370524292,0.286411317324873,0.0445307944249897,0.020163854654134,0.0303055713408808,0.517445471573802,0.129877764391401,0.343379736292732,2.22946861379863e-14,0.0806526131078456
34,PLXND1,0.00929854027099551,0.0146113701405104,3.91162951641306e-19,8.25565792586635e-09,0.10473387951255,3.91869498416608e-76,1.06378503465452e-25,4.8177602404238e-08,0.315658634722103,0.000136483566211395,0.12262329901446
35,AK2,0.921724890000969,0.00838313620731542,0.0426801275799889,0.00388762894301007,4.20107701508489e-05,0.0288738705701622,0.413203310484318,0.836217339729118,0.30267030329041,8.05365901781767e-13,0.348799467399894
36,CD38,0.0187175850898857,1.05910978027971e-19,8.95297644161466e-13,3.75798679580697e-24,0.0107912699282431,4.21347706889613e-66,1.57889691562426e-13,1.11957427606169e-11,7.56288949179885e-14,1.79310274936299e-60,0.92709489739203
37,FKBP4,0.907058884273304,0.61936469874881,0.558647746330709,0.00544324197629134,0.345274547618037,0.0059748560212272,0.122716123161649,0.000109496900127525,0.207758763107504,1.18244259718705e-18,0.20479762379355
38,KDM1A,0.467519575738231,0.34566185094103,0.0356667509766016,0.236993815121178,0.206386805344874,0.0301698909008058,0.250506823193833,0.839533810466818,0.00300921658409428,0.0617575650969388,0.110996503387582
39,RBM6,5.83586464531559e-16,0.00792420182604632,0.201404734913357,0.0263044421553263,6.04294721221398e-15,0.011027400342638,0.254204329870204,0.0214085929725345,0.211550683261235,6.63208249122138e-38,0.00411840540634204
40,CAMKK1,0.167097660384506,0.460713811632798,2.25392458559732e-06,0.438263349629108,1.04636401529009e-07,4.46064071637526e-08,0.000556117479381971,0.672812021758498,6.08238062799773e-05,0.0334254307167997,0.749087007885753
41,RECQL,0.726703327617289,0.190662622053682,0.00347134716000681,0.0910980086068196,0.624235061270431,0.12326139043304,0.731722864349628,0.3550440829179,0.411636701976541,5.19117713008332e-10,0.677601982110239
42,CCDC132,0.988141897176371,0.37163262550513,0.0411365095991295,0.804804913697448,0.800301913722809,0.0955484312858567,0.706092292097854,0.000507765302969249,0.980194270040667,1.84231557637029e-11,0.674921053381595
43,ARHGAP33,0.00279765071766239,0.414924545643662,1.56413018437078e-07,0.497333018198942,0.0111084138007283,7.336679527245e-17,6.00513916056169e-09,0.545567638431535,0.299247335041289,0.0465732321577217,0.499457441026143
44,NDUFAB1,0.213508208485423,0.000206767397798857,0.000859785282198019,6.92227217420778e-05,0.301080726876303,0.0827083138605761,0.0866146914938363,0.00580236476684283,0.00816766786003421,1.4640166172403e-68,0.208244285201309
45,SLC25A13,0.000405414717021771,0.223502015861836,0.822099251181966,0.263351482491433,0.201042633014515,0.052613523972218,2.49644270800642e-05,0.780077501464655,0.0513564859479466,9.59996564672289e-06,0.767345123853604
46,ST7,0.0206572114424718,0.0189468060396277,0.167817288211375,0.0983569905839924,0.0504782152966446,0.00122570627697417,0.0789083213166454,0.211084173400949,0.0156445708058557,5.24666609849798e-14,0.891530562047933
47,CDC27,0.835146925838798,0.79438299973896,0.0556875827536781,0.000855477660284544,0.00732526093977458,0.0197697380257028,0.0315390539024354,0.00741151896709947,0.0469823703852689,2.85863208808211e-10,0.198135425824166
48,HCCS,0.0774369862819335,0.10402410999272,0.450952296579346,0.178058354788302,1.05421460005412e-13,0.247353503586183,0.0415517436258627,0.245977020652172,0.134741211027424,7.50795501522885e-10,0.349831071733382
49,DVL2,0.729400420364418,0.7958213890701,0.0162513425871939,0.724902785163979,0.438403969933915,7.24200877029432e-08,0.00020902888865179,0.262105818276878,0.219680350288194,8.03883803588515e-08,0.283504248356202
50,UPF1,0.657549461642804,0.572100684651979,0.420155157057876,0.14873919919715,0.00886784667017967,0.00146915748544633,0.00285640461652084,0.0473750690776406,0.437505028923461,7.09848291139746e-15,0.754390115382662
51,SKAP2,2.86639166858468e-17,6.25979563678216e-07,2.95549395441847e-28,0.160340713213938,2.75527357063329e-45,6.98000754175569e-38,1.50065582435787e-17,0.744387576927292,1.17763579110484e-06,2.98295458435667e-08,0.00759167175193464
52,SLC25A5,0.222626205820531,0.00578451080473356,1.21855434186478e-06,0.204365144437296,1.17186729085961e-06,4.54358123170978e-06,0.000545504006332905,3.89630926942952e-06,0.299524427646301,1.08922446560987e-89,0.0781274420689161
53,CCDC109B,0.0115235986504147,1.41424619757507e-07,0.00251256447466655,7.07742853307813e-06,0.0581783216055927,0.00309673285332227,0.0870403912879023,0.00527241282782176,0.423082185089222,7.53113253005711e-20,0.363169372842422
54,POLR2J,0.842462270166889,0.209660919129957,0.013075630369659,0.165730509208064,0.00265932510841004,0.00192458969993565,0.458818595112385,0.233082885417651,0.0171571126929951,8.38178850155782e-35,0.183247059093306
55,DHX33,0.762595902973668,0.190007587152207,0.16113323068902,0.294928130847334,0.323474524624287,0.00390121000105239,0.0134528314284687,0.719720868262523,0.610011811314032,0.0161599361687306,0.223615872291784
56,LIG3,0.00216215352059277,0.00013491839614795,0.152129434273062,0.0414210045539721,0.0193573464547176,0.414416525892042,0.926007095842306,0.424020508490318,0.788187874365386,3.44702763760795e-06,0.471252775277635
57,RPAP3,6.75136101582173e-06,0.100076750680409,0.00136637246665663,0.0730675205374458,0.854632426939175,1.16235978482588e-12,0.00648122153066186,0.00451237294300676,0.788438704732586,1.02394276897563e-07,0.788376104118671
58,AC004381.6,0.038751802840767,0.728301485913065,0.00801755878153315,0.95047558520947,0.330508416342414,2.82584980715596e-06,0.000188467285106327,0.359217790516301,0.316836460402001,0.00942538475057186,0.873480644187536
59,CIAPIN1,0.914879758024918,0.145297479503787,0.316482278832885,0.897091032526578,0.0369004647322069,0.0511571819099686,0.599601829676742,0.0283553139850911,0.196036467539023,1.555712004336e-14,0.763537581491228
60,SPPL2B,5.96027922913726e-13,0.117431538213985,0.250445761026221,0.00384215348037333,0.00959743189282947,0.876538536949097,0.132252483733808,0.165616956983789,0.117395134463865,6.0811209400809e-17,0.506644265713732
61,FAM214B,0.218882820463086,0.0745928055149479,0.00183410746438762,0.871385498813544,0.152415584595788,1.28384743499076e-08,0.00224604413011451,0.20970375611013,0.0238782679986792,0.23369866739932,0.00292744804493629
62,MSL3,0.560693257554756,0.00818695640729577,0.0265086501463726,0.090956829425064,0.532716227116541,0.0293734318604964,0.063446391758769,0.389805006450314,0.0666548516806797,8.53818870509153e-19,0.110298460903037
63,CREBBP,0.0201527674707482,0.534306487230917,0.654341399673133,0.483548675917354,0.463895965412988,0.754245352453513,0.786674261490778,0.00536615047383179,0.827331794584122,5.5612810308451e-14,0.307147707243621
64,BZRAP1,4.23414408487353e-09,0.742709625911359,0.0528573495135672,0.410832392595323,0.000357346905252508,2.11990540981965e-10,8.046962131442e-05,0.344216135718618,0.00763177729174459,7.33750154192472e-11,0.0281570766988594
65,GCFC2,0.581634134750716,0.102871207562697,0.578254203662841,0.226914886228794,0.650979852714383,0.798551518847996,0.56200733481393,0.742999700089571,0.122521905316257,1.91554866323961e-05,0.942865145334231
66,WDR54,3.22505216674909e-05,0.0852694250547361,6.42945069717293e-08,0.519133832464827,0.00922440960791507,1.1263181154778e-24,6.02321924968224e-11,0.0579373389527536,0.0124473460897217,3.55813423275207e-18,0.436651090632412
67,CROT,0.841794632067288,0.727351127941309,0.849074328158765,0.0158598038471036,0.0476731917407623,0.661422927138345,0.299704007875282,0.397731700639671,0.790470572339601,0.147018659052743,0.264653313496042
68,KMT2E,0.0277118019614327,0.957019175731173,0.524507518867832,0.00077654711839786,8.48065219999941e-05,0.0165527883252028,0.148642380062825,0.117477797724528,0.000704777007870627,9.55810290512859e-54,5.79034104941062e-06
69,RHBDD2,2.93825039827962e-06,0.32219625602248,0.978074047107473,0.0143920807876712,5.6791473256118e-11,0.0899708334104874,0.277238000787142,0.941777137452866,0.0754763833433088,4.76295346990918e-14,1.67582527438802e-18
70,IBTK,0.340845670376411,0.0117002117382998,0.0293998105300426,0.0459402883368555,0.0401362954969397,0.0015922869882036,0.0521336944738134,0.158579497093233,0.16716948168255,4.05446155051138e-22,0.191332391087809
71,ZNF195,0.194097864082188,0.0605963647510975,0.403055218891772,0.0514894794420075,0.0911554824300078,0.0209229569491171,0.144746745620678,0.986649559472132,0.0412329873284217,0.00632841168097189,0.181969317358354
72,MYCBP2,3.18119039945658e-05,0.0474172755087955,0.882640108609161,0.588034670990959,1.04472521201741e-07,0.020609503460339,0.61969494966688,0.37892353531762,0.346376092379197,2.95802060790089e-17,0.000485584449229291
73,FBXL3,0.852777318750806,0.135464103355054,0.111475895776695,0.362844359899227,0.950015191563458,0.112017474407248,0.0114920027598005,0.254415299284525,0.64877358006035,2.10396744987191e-08,0.466204812654936
74,ITGAL,4.24037096557584e-05,0.000415742549100674,3.24526234591262e-05,0.00236061631456018,9.24533447616022e-14,4.62917219564851e-08,0.0499537939657025,0.0138445874106066,1.94512660493165e-13,2.08862712354917e-52,9.44277274175851e-11
75,PDK2,0.412540002387629,0.11392374238307,0.0819441341989872,0.0238960345607657,1.33768793040952e-05,0.310311648324439,0.0947472129792363,0.0375934030163888,0.0459242657216327,6.26636433155953e-16,0.689179842299023
76,ZFX,0.0922356696984656,0.0033089522810291,0.574953886697025,0.000144860732486814,0.76523936846543,0.951935745234688,0.346620707379274,0.442198292279077,0.165625654520172,1.07419460533016e-19,0.988397341340095
77,LAMP2,0.000789404589462961,0.0244314297648219,0.000190324758034846,0.723116414853336,1.78473963155582e-10,7.17919715325416e-16,5.69330830361272e-06,0.00325614234558177,0.0253630081791411,5.87316166248391e-23,0.0556557682793739
78,GGNBP2,0.482461399421017,0.321347821594018,0.0104806500666954,0.00531680445226787,0.0371178424135594,0.000918212407718546,0.0181816295329603,0.20174729932731,0.384223426462982,1.59424708711725e-29,0.870020257889769
79,GDE1,0.203538997869564,0.0386002185100556,0.0257284124088324,0.29663415405677,0.00199293882581573,1.89338152408129e-05,0.529288265368972,0.127869641348756,0.300571010416546,1.7010067383264e-16,0.121799940585507
80,C19orf60,0.149887264359326,0.000128123806675349,0.958314613801204,0.00131582097782615,5.55533397864088e-10,0.0013506894543984,0.879419413758219,0.00209955895806388,0.0522427766204069,7.52497494130319e-52,0.054835100340756
81,OSBPL7,0.348321027493708,0.671008422156864,0.0709127177486995,0.894047274521818,0.00955906080334033,0.00240203724324269,0.232301319121984,0.796305153675937,9.92177469933081e-05,2.7814327328793e-05,0.61358603157085
82,MAP3K14,0.710944738292693,0.62727977672302,0.321164349801266,0.0173751022240614,0.00931196706426234,3.02263127707294e-07,0.143861324528786,7.77540899239726e-05,2.77181594790848e-05,1.30410311934382e-08,0.00424520958249546
83,CCL3,7.71788846708908e-05,4.41383149671185e-06,0.00265465059970366,0.258061886455558,3.98214621620974e-05,1.59154543552438e-13,1.94680861592398e-11,3.48631309335338e-05,8.84220415797184e-22,7.78395173004519e-12,3.10164158904398e-08
84,SYNRG,0.132246388350377,0.153016943055299,0.39053644651044,0.415923558082755,0.321739465826085,3.9345885774049e-05,0.0507308775962975,0.0453393077539726,0.0401633358735685,2.71244622748954e-22,0.063724713166021
85,AP2B1,0.0384774996392035,0.716641172441008,0.0461981301914612,0.185372929212982,0.000555580002740421,2.5164272789258e-07,6.1294021824951e-08,0.0287330725493055,9.83312836628628e-06,7.56125031081726e-33,0.105564421188149
86,ZNF263,0.950245158255416,0.0766041383028122,0.641531742716106,0.0434986342951799,0.917462754785676,0.860607805537666,0.842507032841955,0.088442567830248,0.680025263169865,0.000118695793371654,0.122859358584096
87,SPATA20,0.371942273468079,0.00469302695960227,0.000447166356939892,0.912895455107192,0.00168642448475012,7.82028953830504e-12,0.000881677394312136,0.828478995960537,0.0117583840581282,1.13602772559981e-14,0.128915270850075
88,TNFRSF12A,0.000323231236791224,0.486592752658193,0.0144942411452245,0.0591779958965726,0.000119660274455676,1.19643325509498e-11,0.00222299249888134,2.09274535438606e-06,0.432875311915306,0.00481490891959122,0.556342149947916
89,MAP3K9,0.247457704621623,0.342764216003885,0.0186449996380429,0.0265107057374663,2.08599268636474e-05,0.0358000027074601,0.274955007328456,0.672870290621239,0.752312275838593,5.64649902296891e-05,0.176462503474148
90,RALA,0.788057708925602,0.816875123482863,0.159564865807457,0.0259785379518764,0.564993570278232,0.0469042441877007,0.129513568386823,0.783239952101688,0.854023269354906,7.38223092779602e-11,0.48447665686942
91,JHDM1D,0.0565845622062894,0.0062957404046408,2.71757255788415e-07,0.19904066694697,0.869238925125942,1.29178461229023e-06,0.0642695986654286,0.0994816949625213,0.627715398749759,2.5734527024054e-06,0.0548683979252623
92,ETV1,1.65212785572982e-05,0.0522911562507142,7.6479903840147e-12,0.239591493009351,1.73892759236763e-07,1.96328895393463e-12,0.321499983411369,0.252280128110501,4.13881306393044e-11,1.16585215151066e-06,0.574329402891238
93,AGK,0.00452432290016691,0.00867151547853572,2.87600684490994e-06,0.906869661339757,0.0710890099321513,5.37748343155039e-13,6.26937999383477e-05,0.00567996002978562,0.720581471739208,8.03417758728617e-13,0.363678434676061
94,ALDH3B1,0.325211960765874,0.276746183539795,6.86011931658063e-17,0.00134752812144358,2.06324239489302e-06,9.50599148550767e-47,1.28910564256569e-21,0.0594987296121358,0.582179246353248,0.00450205849058095,0.0175540552989289
95,TTC22,0.125394038689201,0.982189417409179,0.0701380086322864,0.815694834091183,8.18586207454573e-06,4.94096876827903e-05,0.0885902144474602,0.0322654053817193,0.629990131850624,0.000354869089937445,0.00121701054425186
96,PHTF2,0.00233539255090198,0.445269695443333,0.194734611155532,0.128400392737774,2.04771873530564e-12,0.229039197353698,0.169646035719933,0.755471346757226,0.457187242284029,2.04878028495674e-13,6.45340535361229e-22
97,FARP2,7.20759945453445e-09,5.65689701105265e-05,0.0891604681180968,6.93906574953635e-05,1.46584655372544e-16,0.884828741998301,0.0644130817679898,5.26714376572628e-06,0.0014914558573923,6.30573653566764e-14,0.343157069348303
98,GGCT,0.501222648918185,0.260462757441733,4.41438965118834e-10,0.425608385653827,0.0777989857174563,5.41491355576007e-06,0.216336919707299,0.0567945768851882,0.160465956731838,2.85724603222427e-11,0.980972187476628
99,DBF4,0.37054533071126,0.632564005385545,4.25862291258804e-07,0.00468923209228469,2.7332881596424e-06,5.2503139426579e-23,8.77891466606172e-11,0.5748531390995,0.694878888638352,1.90029777938654e-08,0.206216620003847
100,IFRD1,0.372288782505982,0.00866628959470538,0.961210565952291,1.2590777373259e-06,0.000250884650246216,0.115212763641473,0.0345234826974055,0.0111031873542123,0.127456064119885,1.30491939125889e-32,0.955177460768352
101,COX10,0.344314999268179,0.533854913499391,0.860836161371665,0.291327464146266,0.00222431932495433,0.14976400073533,0.624288669792856,0.389260809187638,0.491230299255751,5.81140421633863e-10,2.36820530145884e-05
102,PAF1,0.833356448411015,0.0475925812542174,0.226247859085025,0.0293763735242454,0.247104741395433,1.25045690241241e-05,3.62089062351576e-06,0.169347559474497,0.0645051167180553,4.58685776358823e-42,0.00251568647801787
103,VPS41,0.106892493703466,0.517846809903892,0.209357041308168,0.419546180251739,0.128656257606655,0.00734316455032225,0.163904026034539,0.320592313087443,0.654258428618068,9.62819683027929e-14,0.0382272512686061
104,ELAC2,0.080382571743318,0.588369314800616,0.42093177718755,0.373511737239011,0.164275064683459,0.595652451734289,0.174500987314462,0.801418765937021,0.617259270599373,2.92018769343156e-11,0.721358114606238
105,ARSD,0.881203085975486,0.106884392920704,0.000195304393948909,0.950407913561075,0.0106601838982428,4.02763759918296e-11,4.73028672915478e-06,0.661541143576633,0.654484807444708,0.00158879902292363,0.16105021795278
106,PNPLA4,0.0363790699695011,0.0375611147956277,0.00970514192370962,0.62998420048956,0.485291029493426,2.22959405363556e-07,0.00107890705030191,0.156121838711648,0.127621523901955,4.45118606732085e-11,0.00438772235802892
107,ADIPOR2,0.0226973274790689,0.0524991909102112,0.0124445354398912,0.458596730226043,0.805071014725367,1.76426565645506e-07,0.0195899467723024,0.46728177963621,0.0615940679769207,8.90404774635073e-12,0.538632702917941
108,CDKL3,0.892178539892336,0.32685280841943,0.153048110755739,0.355236565957143,0.194254220023464,0.877479415050352,0.937888057376032,0.619824010872195,0.58740979322679,0.00012825083520633,0.146717415203066
109,MARK4,0.00793695610875217,0.413762078870903,0.170707020208397,0.0595893477162435,0.000412424011579514,0.138327865240857,0.565520810814873,0.22196266235031,0.0578401552780684,0.0334091235084177,0.167037584641518
110,CCDC124,0.29963667614362,0.0102392802053463,0.168902611667478,0.171163411219289,0.0428348139744749,0.133387459041861,0.0284520004182728,0.467253018586246,0.705236849448407,5.78755406905536e-34,0.00829153125127849
111,CEACAM21,0.934837028408251,0.0448951527067812,0.271189145386161,0.613817173843088,0.0708683065100989,0.206569395347108,0.530837056302722,0.730584134061304,0.394904780359166,6.66580549203469e-07,0.000207726062972619
112,PAFAH1B1,0.66324429975748,0.693417696584416,0.788800242509872,0.0469771841704511,0.00642340177569537,0.0294385416210476,0.00172894143192113,0.00229987763217567,0.00465851235413289,1.46401737779406e-19,0.322711066270246
113,KIAA0100,0.517626252593692,0.974822186058398,0.0562877751674561,0.077878706248601,5.33560985271957e-13,0.00063354477792916,0.000221546820151904,0.549132371240562,0.0534243008924607,1.66542457981416e-10,0.241482299292896
114,GAS7,0.367317984121481,0.14061097935741,0.0550725803149417,0.440557716791641,0.340446126844414,1.09378303994591e-05,0.0204419300721768,0.000143268424296009,0.000451301933194077,0.00208504833754836,0.132944643127255
115,TRAPPC6A,0.863930816861112,0.000186170006959361,0.190491289360013,0.66260384502196,0.346239761839036,0.463343819994056,0.208289631087573,0.0230005648728491,0.120234773704602,1.03160464277943e-17,0.138427053336194
116,MATK,7.59036789664136e-05,0.212677299897235,0.800217746385309,4.23646573612572e-05,2.00038451640341e-07,4.09560830741009e-08,0.000115775648817217,7.43665762427522e-25,0.201614809359466,2.67324699710575e-08,5.00445778297171e-10
117,CD79B,3.40432856842094e-124,4.80607451959535e-10,0.57835477159381,1.50333464814183e-24,2.59016494784697e-28,9.69909550206194e-13,0.000383359780547206,5.65426625874726e-10,0.236008523281575,2.41450787485584e-54,0.0328106442356197
118,ST7L,0.840534479333768,0.17695817702288,0.705310111970411,0.0968997041537537,0.00821875062817663,0.841976703732792,0.600108198791223,0.423977731970914,0.701517319494988,3.01434540198365e-08,0.234567132817787
119,RPUSD1,0.018240283133521,0.698939127746595,0.0373666115641066,0.184699705399322,0.0840210428952595,0.00642430839290353,0.0334028909474604,0.540132665302274,0.75070040421646,1.41385835505291e-06,0.320472567613836
120,LUC7L,0.0898327373621007,0.0116597046708799,0.601190339688395,0.189435070734254,0.204318907771087,0.918926560736649,0.0794922346048853,0.0238474908556853,0.340609886614755,2.180570011443e-19,0.00771222949105559
121,TSR3,0.0687003416258668,0.30202304397019,0.168583058665159,0.602252395963892,0.00452702568022829,5.65647584608507e-05,0.0636027222976296,0.038004516823813,0.0440403979075151,2.65557520114373e-05,0.0474886638942005
122,PIGQ,0.676001529811107,0.947195330883362,0.220433462377314,0.173407112404211,0.00726920044301645,0.0682557179784536,0.547777774288011,0.00668094170484278,0.178704096991303,3.25653147070544e-11,0.375322345497479
123,CRAMP1L,0.810297765633399,0.755659185965866,0.857541764520618,0.121102716191557,0.267117768039525,0.430810168223986,0.28970125659586,0.554862947549595,0.492404860182762,0.000736599593604806,0.0462671617450765
124,DNAJC11,0.151358661060538,0.182148216904479,0.240413728489932,0.0514691040516221,0.048268496844713,0.0014851960430343,0.130150595763316,0.155604049105067,0.544755457473935,9.58320552662546e-29,0.016268287763296
125,MYLIP,0.792358372972115,0.402435922663372,0.0223353165985777,0.0034480077399044,0.00425767821704128,0.0319987983079107,0.301914627438469,0.0298945714267392,0.394205956064715,2.65534483064974e-10,0.15237260930779
126,E2F2,0.00739835986820161,0.0589972738434619,4.82122190131775e-13,0.197055552332953,0.150272849227052,1.14604216189156e-35,2.89471213248186e-21,0.0724561618042506,0.0604190832798728,0.00155646843729176,0.000849560234613202
127,PSMB1,0.273458063236154,0.0510397864581403,0.451615032462242,0.00663557730361442,0.108234007553099,0.0421495376282553,0.00225905273510425,0.267011510046713,0.00168478362723113,3.32528517433629e-40,0.194891351609267
128,JARID2,0.676963998459095,0.164937124968725,0.568698208813573,0.00184621878779566,0.0132417894584194,0.000908291054351664,0.376325328773828,0.0558658025060164,0.042308935233695,7.23848157081731e-13,7.71463924822885e-06
129,CDK11A,0.761118018999979,0.26067533014166,0.209906814488452,0.000131608456453921,0.171654522060147,0.00591821751045818,0.121042882637459,0.114128306572975,0.238188364016952,1.95476707853287e-26,0.125059401906408
130,NADK,0.0213625283526736,0.000254171101361265,0.000539707890303607,0.139499780836545,1.14494032137414e-25,8.61718377064284e-10,1.67779368205661e-09,0.0286198566068017,0.498568226550867,0.00147233562560204,0.00986263739885018
