geneSymbol	B.cells	CD4.T.mem.cells	CD4.T.reg.cells	CD8_B.cells	CD8_G.cells	Dendritic.cells	Monocytes.Macrophages	NK1.cells	NK2.cells	NK3.cells	Plasma.cells
SELM	0.4407	1.3148	0.8487	0.2674	1.6012	0.239	1.4602	0.4917	0.9595	0.1868	4.1356
SERINC5	0.2475	2.6695	1.1489	0.8066	1.4598	0.0566	1.7587	0.8908	1.2039	1.2807	0.0416
SERP2	0.0704	0	0.0706	0.2784	0	0	0	0.1591	0	0.6321	0
SERPINA1	0.114	0.0415	0.1204	0	0.1832	0.1802	9.2545	0.0593	0.1899	0	0.0944
SERPINF1	0.0738	0	0	0.2176	0.1396	10.6843	2.4961	0.2282	0.1339	0	0.0838
SERPINF2	0.025	0	0	0	0.0568	2.5996	0.3932	0.0296	0	0	0.0674
SERPING1	0.0732	0.0837	0	0.1705	0	4.341	2.1695	0.058	0.0955	0.0509	0.0207
SGOL1	0.4489	0	0.2721	3.1181	0.1151	0.7833	1.8633	4.0601	0.2347	0.45	0
SH2D1B	0	0.0402	0	0.1345	0	0	0.0275	0.1863	1.8301	0.3649	0.015
SH2D4A	0	0.4141	0.0262	0.048	0	0	0.5141	0.0738	0	0	0.0054
SIGLEC6	0.451	0	0	0	0	3.4007	0.0758	0	0	0	0.0151
SIGLEC7	0	0.0128	0.0647	0	0	0	4.8347	0	0.3241	0.0893	0
SIGLEC9	0	0	0.0095	0.0229	0.1582	0.1798	5.799	0	0.2021	0.0225	0
SIL1	1.3632	0.4491	0.9832	1.2963	0.5284	1.7042	5.2428	2.4097	1.0445	0.983	4.2071
SIRPA	0.1687	0.0627	0.0126	0.0914	0.0289	0.2017	4.4303	0.0829	0.0099	0.0761	0.0019
SKA1	0.0849	0	0	2.8851	0.0754	0	1.5156	3.6532	0.1173	0.1229	0.0902
SKA3	0.105	0	0.0332	3.2734	0	0.1821	1.7097	3.0984	0	0.0772	0.0702
SKI	0.1405	0.5722	0.3863	0.2163	0.9373	0.2386	0.751	0.3179	0.6234	0.1797	0.0339
SLAMF8	0	0.0859	0.0493	0.4032	0.1064	0.0288	6.9928	0.3076	0.2143	0.4559	0.0115
SLC11A1	0.1469	0.1198	0.1263	0	0.1782	0.1213	6.8586	0.0893	0.1702	0.0948	0.0477
SLC12A3	0.2829	0	0	0	0	4.4433	0	0.0757	0	0.0397	0.1125
SLC17A9	1.8541	0.0859	0	1.4242	0.1561	0	4.5051	1.0835	0.8013	0.4664	4.3532
SLC27A2	0	0.1771	0.7629	2.7869	0.3188	0	0.5178	2.346	0.0606	1.758	0.063
SLC2A14	0.5429	0.7053	0.3543	0.0206	1.234	0.1035	0.215	0.2006	0.7764	0.2054	0.0516
SLC37A2	0.0583	0	0.0805	0	0	0.008	5.85	0	0.0088	0	0.0999
SLC8A1	0.0112	0.0327	0.1135	0	0.0312	0.2515	3.9374	0	0.1841	0.1285	0.003
SLCO2B1	0.1626	0.0934	0.1926	0.0402	0.095	0.0931	6.1202	0.0733	0.2022	0.2083	0.002
SMAD7	0.2183	0.5162	0.5573	0.4524	1.4853	0.0601	1.0385	0.327	1.0714	0.2356	0.1515
SMIM14	6.1667	0.3141	0.2835	0	0.2574	4.8631	2.7348	0.2191	0.6742	0.3272	0.681
SMIM5	0.1524	0.0721	0	0.0441	0.0613	3.8988	0	0.096	0	0	0.0589
SMPD3	0.3862	0.1484	0.3617	0.0892	0.2053	7.258	0.0355	0.1682	0.1651	0.0455	0.0693
SNX29P1	2.345	0.0721	0.1377	0.0303	0	0.8593	0.1068	0.18	0	0.029	0.3176
SORL1	3.0734	4.1825	2.0113	0.3564	3.414	2.5115	2.2953	0.9277	3.5577	0.7636	0.1565
SPAG4	0.1541	0.1844	0.0689	0.5979	0.1726	0.6413	0.9306	0.1779	0.569	0.2194	4.3671
SPATS2	0.817	0.0926	0	0.8503	0.1113	2.0154	1.3469	0.851	0.0867	0.174	2.7456
SPC24	0.1834	0.0165	0	4.7447	0.0817	0.0466	2.6022	5.414	0.1986	0.1603	0.1271
SPC25	0.2847	0	0.0133	3.6257	0	0	1.9597	4.8432	0.1284	0	0.1609
SPIB	5.6131	0.0163	0.1488	0.1079	0	8.9452	0.057	0.3207	0.029	0.008	0.0025
SPOCK2	0.9199	5.2682	7.7796	2.3302	5.1267	0.2819	0.4492	4.6426	3.4667	4.7367	0.091
SPP1	0.1005	0.1681	0.1049	0.3119	0.0959	0.2455	10.9229	0.2442	0.3335	0.1468	0.024
STAB1	0.1303	0.0915	0.051	0.039	0.1046	0.1252	5.2915	0	0.089	0.038	0.0155
STAP1	5.3416	0.1983	0.2473	0.3326	0.02	3.5172	0.0565	0.6161	0.6532	0.0903	1.2412
STAT4	1.0376	4.6142	5.794	3.8838	6.2844	3.7878	0.4552	3.4686	5.7637	4.9901	0.416
STEAP3	0	0	0.0402	0	0	0.0086	5.7232	0.1532	0.0063	0.0207	0
SUSD1	0.2192	0.2012	0.076	0.0376	0	5.8691	0.5309	0.0576	0.267	0.0334	0
SVIL	0.1305	0.9559	0.1678	0.2282	0.9721	0.4164	0.3383	0.3136	0.4988	0.1655	0.0374
SWAP70	6.0676	0.4104	0.4501	0.2874	0.0973	1.0322	3.4971	0.858	0.4708	0.0684	0.3585
SYTL3	0.4083	1.2552	2.7312	2.7188	3.3219	0.5253	0.9216	2.5145	3.2453	3.4762	0.5192
TBC1D4	0.4642	1.8042	4.1722	2.6893	0.7034	1.1277	0.9073	1.5578	0.8462	2.4469	0
TC2N	0.5054	4.8569	1.5495	1.8424	4.7761	0.0095	0.2921	2.8714	4.4401	2.1274	0.027
TCF7	1.0101	5.8855	2.5672	1.552	4.8547	0.4535	0.5702	1.7977	3.2181	2.0449	0.0765
TCL1A	4.693	0	0.2045	0	0.1213	8.1558	0	0.1994	0	0.0225	0.1508
TCTEX1D2	0.3622	0.4519	0.8394	1.2684	0.142	0.3305	0.608	2.9692	0.3198	0.6117	0.0995
TESPA1	1.2252	3.9589	3.7075	3.1132	1.7379	1.0431	1.1047	3.423	1.6826	3.1288	0.1316
TFEB	2.6246	0.0203	0.0626	0.5228	0.2243	0.4032	1.4421	0.5941	0.3129	0.1126	0.3721
TGFBR3	0.0514	1.2284	0.9321	0.6543	1.6264	0.1266	0.1324	0.4903	1.9294	0.4985	0.0031
THBS1	0	0.1073	0	0.3057	1.0162	0.0259	0.5083	0.4351	0.535	0.3383	0.0011
THEMIS	0.0522	2.4756	1.658	3.0293	3.3472	0.0729	0.148	1.8445	1.2237	2.5671	0.0461
TIGIT	0.4951	1.911	6.9816	6.459	2.0499	0.4071	0.2664	4.9178	1.708	6.9563	0.1309
TIMD4	0	0.1378	0.063	2.1715	0.1669	0	0.648	1.8527	0.1027	1.5677	0.0399
TK1	0.6035	0.0217	0.5473	6.7849	0.0737	0.4894	4.8875	7.0559	0.0182	0.4126	0.333
TLR10	4.3063	0.0191	0.1368	0.005	0.0454	1.5132	0.086	0.0623	0	0	0.1456
TLR2	0.0825	0.0065	0.0148	0	0.1877	0.0158	5.7209	0.1176	0.0554	0.0703	0.0143
TLR4	0.0987	0	0.0808	0	0.095	0.0236	3.7612	0	0.1106	0	0.0014
TLR7	0.6899	0.0045	0.0055	0	0	5.0404	1.0832	0.05	0.1834	0.0598	0.3612
TLR9	1.5211	0.0161	0.2036	0.0258	0.0683	5.1375	0.1216	0.2794	0.132	0.327	0.5574
TMEM63A	1.85	3.2397	1.2936	0.6259	1.4718	2.7735	2.678	0.7181	1.2988	1.0629	0.9125
TMEM71	0.0501	1.1838	0.4403	0.7032	1.4859	0.0267	1.9748	0.4127	1.5001	0.3422	0.0446
TNFRSF17	1.3148	0	0	0.0261	0.052	1.8984	0	0.1285	0	0	5.0967
TNFRSF18	0.0888	1.2381	7.6615	2.2761	0.5007	0.1608	0.5785	3.8179	2.3774	3.3659	0.8585
TNFRSF21	0.0566	0	0.0597	0	0.0043	5.7528	1.9656	0.1774	0	0.004	0
TNFRSF25	0.5854	4.6283	4.2693	1.0888	2.2076	0.0546	0.4388	2.2031	2.5696	2.093	0.005
TNFRSF4	0	1.2424	6.1948	0.57	0.2414	0.5991	0.4564	2.6211	1.0254	1.4875	0.3169
TNFRSF8	0.0212	0	1.4165	0.5223	0	0.0213	0.1378	1.2108	0.0918	0.2721	0
TNFRSF9	0	0.2091	2.7364	5.6878	0.4272	0.0097	0.9141	3.2281	0.5479	3.6963	0.0817
TNIK	0.7045	1.9848	3.1987	1.2023	1.6025	0.0074	0.6953	1.7703	1.5083	1.3414	0.1244
TOP2A	0.6163	0.0755	0.645	5.9505	0.0936	0.0891	2.4792	6.2765	0.2901	0.7369	0.1705
TOX2	0.1289	0.4234	1.6757	1.1882	0	1.1895	0.1043	1.9178	0.4076	1.7985	0.0326
TPD52	5.3713	1.0164	0.9167	1.6564	1.3915	1.8712	2.325	1.633	1.3566	0.7836	5.2357
TPM2	0	0.2049	0.0273	0.0788	0.0183	4.8794	0.4185	0.2665	0	0.1389	0
TPX2	0.5564	0.0208	0.4693	4.7258	0.0405	0.2211	2.4635	5.2369	0.106	0.9262	0.1047
TRABD2A	0.1672	1.6384	0.6523	0.6633	1.1999	0.4875	0.3585	0.857	0.4925	0.393	0
TRAM2	0.4183	0.2316	0.2317	0.2649	0.1867	0.2269	0.7688	0.3255	0.3096	0.0114	2.6811
TRAT1	0.3747	3.5216	2.4158	3.6336	2.7743	0.0102	0.2248	3.792	1.372	3.8139	0.0624
TRAV41	0	0.3636	0.2298	0.1055	0.2698	0	0	0.1876	0	0.9515	0
TRAV8-2	0.1134	1.24	0.4533	0.6429	0.6443	0.0201	0.0211	0.6775	0.1213	0.4765	0
TRDC	0.079	0.8737	0.1132	1.4213	0.3427	0.1039	0.0592	3.8081	4.9495	4.1873	0.0541
TRDV1	0	0.8447	0	1.1192	0.1809	0	0	3.4738	0.4829	3.097	0
TRDV2	0	0.1301	0	0.0361	0.2795	0	0	0.1154	1.574	0.2448	0
TREM1	0.0514	0	0.1196	0	0.1353	0	7.2806	0.1642	0.0432	0	0.0584
TRGC1	0.0567	1.1659	0.1345	1.6675	1.8268	0	0.0136	2.1774	2.6079	2.5034	0.0088
TRGC2	0.1283	1.6405	0.6218	3.1639	3.3512	0.0304	0.0888	4.0395	3.1139	4.6457	0.1336
TRGV9	0.1582	0.2011	0.1229	0.7637	0.5251	0.0675	0.0592	0.5646	1.6415	0.5506	0.0267
TRIB1	0.8964	0.0288	0.4789	0.9491	0.2885	1.3981	1.9017	1.6982	0.5967	0.7555	2.4961
TRIM16	0.3116	0.3135	1.274	0.2956	0.1801	0.0742	1.68	0.4969	0.1268	0.1642	0.21
TRIM16L	0.1536	0.0757	0.4973	0.1444	0.1226	0.0721	0.322	0.0857	0.0519	0.0501	0.0388
TSHZ2	0.1852	0.6727	1.2046	0.5055	0.0887	0.0012	0.0641	0.9444	0.2011	0.5165	0.0661
TSPAN13	2.0637	0	0.7826	0.2935	0.0218	8.8363	0.1057	0.3977	0	0.2046	1.4368
TTYH2	0.0203	0.2376	0	0	0.1473	2.8273	1.2647	0.0924	0.1367	0	0.0167
TXNDC11	0.4618	0.4212	2.4035	1.7133	0.3286	1.1795	1.9911	2.4594	0.9642	1.6918	4.5344
TXNDC5	1.2632	0.0246	0.3341	0.9511	0.1654	3.1775	1.733	0.8899	0.2352	0.3195	6.2661
TYMS	0.2607	0.1035	0.6631	7.7116	0.1482	0.3104	4.323	8.0816	0.5256	0.9281	0.3655
UBE2C	0.4782	0	0.0798	6.535	0	0.07	2.9392	7.1802	0.0946	0.2954	0.1806
UBE2T	0.4495	0.1925	0.4754	6.3507	0.6006	0.2546	3.1753	7.0324	0.1361	0.8609	0.4918
UHRF1	0.2131	0.1223	0.1883	4.5235	0.1427	0.3511	2.8721	4.6231	0.1885	0.2197	0.0078
USP6NL	2.3253	0.2324	0.051	0	0.1819	0.3174	1.488	0.0919	0.1304	0.09	0.7401
VCAM1	0.0332	0.0133	0.0918	3.957	0.4181	0.0363	0.4161	2.3247	0.3908	2.6064	0.0544
VCAN	0	0.0798	0.026	0	0.0223	0.0145	5.1027	0	0.0172	0.0058	0.0617
VPREB3	5.4465	0	0	0	0	0	0.1032	0.3401	0	0	0.9954
VSIG4	0.0923	0.0165	0	0.0634	0.098	0.1149	8.1252	0	0.1844	0.111	0.0184
XBP1	1.2373	1.6777	1.1568	1.6499	1.7219	3.9958	3.5341	2.1494	2.4613	1.3299	7.7949
XCL1	0	0.4892	0.3183	3.6392	1.6432	0.0886	0	0.8321	2.1501	1.7738	0
XCL2	0	0.3369	0.167	4.6764	2.2265	0.0465	0.0824	1.4966	2.3508	1.6192	0
ZBP1	0.8432	0.9355	1.7089	0.825	0.8375	0.0352	0.1006	1.1233	1.8075	1.875	4.3536
ZBTB16	0.1066	0.1823	0.5037	0	0.1775	0	0.2262	0.0738	1.0105	0.2373	0.0072
ZBTB32	0.5331	0.1358	1.3955	1.3557	0.3163	0	0.0515	2.1614	0.2291	2.0755	0.4699
ZBTB4	0.4805	0.4408	0.3234	0.4635	1.0941	0.6876	0.7787	0.4587	0.5435	0.5148	0.2112
ZBTB7B	0.2497	0.6519	1.1612	0.0386	0.2297	0.027	0.9954	0.4034	0.4468	0.3753	0.1824
ZFAT	0.9824	0.1496	0.4515	0.53	0.3425	7.2276	0.5264	0.5434	0.4135	0.2688	1.1909
ZNF683	0.0142	0.3737	0.1154	0.9267	2.2339	0	0	0.4878	1.3882	0.6674	0
ZNRF1	0.1692	0.3198	1.4819	0.477	0.1647	0	0.0415	1.1531	0.3547	0.3595	0.0591
ZSWIM4	0.1693	0.3071	0.3797	0.148	0.3098	0.2243	0.7895	0.1552	0.659	0.19	0.0531
ZWINT	0.2468	0.1297	0.3164	6.5307	0.1689	0	4.2887	6.6023	0.0965	0.3022	0.342
