,gene,B_cells,CD4T_memory,CD8T_B,CD8T_G,Dendritic_cells,Monocytes_Macrophages,NK1,NK2,NK3,Plasma_cells,Tregs
30,NDUFAF7,0.414731081384381,0.170953093047679,0.377918038195132,0.810803861616963,0.202887085342755,0.000878607014296047,0.504663697115779,0.0189141759800709,0.755235949820264,0.00233320683156277,0.121393228298888
31,RBM5,0.146872232764503,0.000540050110562266,0.042102338433833,0.729577872093077,0.541113342560658,1.77782868770282e-09,0.0457117459750809,0.728364971449459,0.548152103664622,1.46665720807873e-40,0.0226674245422487
32,ARF5,1.06727104030854e-10,0.128429909840434,9.35852399152092e-08,0.00297820738455658,0.000545233751663658,8.99426264768762e-05,0.107325483077084,0.0741803290695543,0.00225605080109986,1.48186030421859e-102,0.000310612860920806
33,SARM1,2.00567512651082e-06,0.078104823157784,0.000689940755343502,0.463344216296192,4.42439037977508e-07,0.00263021656632785,0.366407192140559,0.636445674790958,0.0457528904129043,1.03687980519214e-08,0.000314709788619367
34,POLDIP2,0.175461709858603,0.701060340572583,0.000102972266588542,0.00127384501243919,0.704039563931058,0.0381037957358026,0.243878278201892,0.186850380631877,0.618659628364627,2.53307745416416e-11,0.111302584024717
35,PLXND1,7.43891923878975e-28,0.117103221324137,2.70592244800279e-85,1.27429972480231e-13,0.119551408991612,6.73415281761392e-266,3.54181486463097e-50,1.81268475892195e-12,6.3576187956945e-13,2.29344686347204e-13,1.10723508087282e-08
36,AK2,0.291432577708333,0.105384436031601,0.031952875085824,3.76968296468775e-06,0.00788021025354898,0.0103774375383265,0.02382421702982,0.539592528170946,0.601600951630393,9.35192513319221e-17,0.113033761894872
37,CD38,1.31667587709264e-28,3.42768273416362e-47,1.90544754197717e-190,1.3953010138707e-67,0.0219655394604867,1.01301534626211e-121,3.18839338880382e-13,0.000103344908453472,4.21619277875782e-62,3.00109268695739e-91,0.0114137712875636
38,FKBP4,0.143644714930168,4.31760835920945e-09,0.000743577395980623,0.0259858719000876,0.474303401382141,1.23775002439129e-08,0.00988085970759902,1.27897038111897e-05,0.02984664889372,1.11800178625631e-26,0.0342698372523625
39,KDM1A,0.00468496598993291,0.187465451657756,0.662732577164685,0.180031754698059,0.0234753707479397,0.153802736035746,0.301567271806256,0.119359390921739,0.0224160465691292,0.00888159012892643,0.0320929462440105
40,RBM6,1.13738754706232e-46,0.419666955554315,0.954013508000277,1.42060521457259e-08,8.35204692817153e-17,2.33549503549339e-08,0.221945687732281,3.47237583078747e-06,0.00950926123080078,2.29349265802573e-54,0.000664571679615397
41,CAMKK1,0.0209181983599357,0.011412824583369,3.15978815029924e-14,0.089473800471278,1.6089412652451e-11,1.82218096790604e-31,1.12981608552363e-06,0.3716845603031,9.47063079264371e-10,0.0400742797990162,0.0414715079619144
42,RECQL,0.252227999857706,0.269745690442338,1.39287522652148e-05,0.0863628776971106,0.173002602279179,9.9329100233811e-07,0.044840289419429,0.100135390078996,0.969375763569946,1.61567596246745e-15,0.173669736978082
43,CCDC132,0.206667348058977,0.359214344035416,0.815662512130027,0.426004051365085,0.813260931043604,0.160561675283144,0.2267963153495,0.853252021990744,0.86009404478679,5.10136348029434e-09,0.208309151246118
44,ARHGAP33,9.13259851884259e-06,0.302618222471861,1.88993947358903e-21,0.000335108633546805,0.0266311817061735,1.34888760070119e-68,1.52952908346641e-32,0.87395843411259,0.39997962264699,0.00491521375725442,0.154520614815902
45,NDUFAB1,2.92402686774037e-05,0.0477379042059027,0.000495946160652255,2.02351327866453e-05,0.934831320896639,6.5086954608214e-05,0.165887027070331,0.556607507879746,0.000185552520043415,5.07239907035049e-80,0.0153818777439826
46,PDK4,3.12781062815434e-06,0.0115756260726109,2.30188268789319e-17,1.64613043062738e-08,8.59897416371131e-05,3.86320099103126e-148,1.03603683923212e-05,2.0625221484246e-07,2.6445972509954e-06,0.00113844092576723,0.0012922996068422
47,SLC25A13,6.33406458878353e-09,0.195503753571319,8.57179960552875e-05,2.36445138935685e-09,0.548263501353937,3.05000894836178e-26,2.31962970521625e-10,0.0524457358217292,0.17393107322061,2.28343974490648e-05,0.0635489899759541
48,ST7,1.5776971112937e-05,0.688855189048129,0.057151370068189,0.568741193993259,0.358453339655741,0.00102250637611421,0.319034848510632,0.280636286617853,0.000861608124381645,1.35339730560477e-14,0.713218824463759
49,CDC27,0.874309116841787,0.92472285124628,0.745929599088809,0.234197321534464,0.0014157585339001,1.06867657800918e-05,0.00028859705128761,0.392145084398204,0.687887322620002,1.14584007350556e-10,0.00947629219284674
50,HCCS,0.0766504030651473,0.000947324212523495,0.00084044444461692,0.0172787039909421,9.11501235577744e-12,8.97721774385545e-08,0.00250653686994478,0.00351127961626877,0.94621872274871,4.30138600302298e-08,0.170489237703712
51,DVL2,0.0221477411172595,0.0647099499277261,0.017237127413996,0.0506542766089895,0.945903630965847,3.86229322980487e-09,0.000140643060350455,0.470973693314159,0.021156647892034,1.79096576104286e-10,0.74586755289014
52,UPF1,0.0183516925422182,0.249910202419377,0.510228380813895,0.176145492893166,0.108796799992218,0.241089582784396,0.0110450477132105,0.0289728627510031,0.517679666582236,1.09711436352762e-22,0.914388280080946
53,SKAP2,3.85690709724574e-109,1.67652522676424e-09,1.25187212746605e-72,1.55940594977671e-15,2.49304336508918e-43,1.61058395242238e-169,5.05403759232581e-48,0.000362855433569125,1.1394783735517e-19,4.73236274980041e-13,1.19535463841769e-05
54,SLC25A5,0.00356008475862539,7.58270261993137e-06,9.13536049594012e-05,0.000152889559861932,0.000268791868012151,2.36519247993353e-07,9.32276189207092e-14,0.000239051246861872,0.000351048690514801,8.20162925358746e-120,1.69449962189099e-05
55,CCDC109B,6.99059141134968e-09,2.44464134975068e-33,7.02653088576078e-31,6.72294476057838e-09,0.0462802621880087,6.98883659378471e-07,0.000173733439465872,0.00981283783490491,0.211275232524041,2.36807130224761e-21,0.0399657024807949
56,POLR2J,0.00763561123576383,0.685833551154347,0.00758821835529123,0.00177617662693635,0.18092488512634,0.00288005163824217,0.144002564147826,0.409055478108809,0.0129060508409979,9.39532479109711e-44,0.20753970791405
57,DHX33,0.213125551219979,0.572561524416164,0.0151735847638127,0.421218734589958,0.737621553453076,1.25216464548745e-05,0.00959763541735823,0.558001751319016,0.00174979215897918,0.0129999132643464,0.705128189798677
58,LIG3,0.00027289852610751,1.87825792963732e-05,0.231996216375738,0.302964139259748,0.000137817008127759,0.0145740959662021,0.915704911483623,0.0091141900427649,0.562540316691769,6.77884845088732e-06,0.781868263351035
59,RPAP3,1.02655384922165e-07,0.255308559720405,8.91457780542621e-05,0.000860156577660003,0.80085985930669,7.79895646288253e-08,0.0237940464534434,0.010699643832021,0.625468026753656,1.63939525088211e-09,0.863539452344904
60,ACSM3,5.94902198416192e-93,0.00480813540649566,0.00017643302810176,2.30538336107943e-07,0.971445741069264,0.123493248519578,0.406240711532704,2.16527953354832e-06,1.66935943332857e-05,0.548130427716835,9.6183202982665e-11
61,AC004381.6,0.00207901920257997,0.527645293953697,2.42774192344241e-07,0.328911179207104,0.137948215830902,1.71370327256753e-19,1.13999102945255e-13,0.0875769593608258,0.106188970460274,0.191277229208852,0.304992842459472
62,CIAPIN1,0.0991911696724601,0.696809798029734,0.647453099829748,0.151418610591972,0.102303162180308,0.417163332213317,0.166770157779186,0.172280986216573,0.830838448967611,6.76688867388063e-13,0.0677674832830101
63,SPPL2B,1.76341710134581e-89,0.139206697081444,0.0178677291321397,4.18219701281449e-10,0.0058272005786861,7.09712076466684e-08,0.161177551561441,5.46909245591114e-10,0.034625537916022,1.24504932302886e-21,0.712537175745317
64,FAM214B,1.66192428470693e-07,0.116546651869311,0.00057041042666707,0.0975104842052447,0.00942118529125568,2.74607191722743e-61,7.24053995633174e-09,0.0001385882258404,0.748205380368179,0.0641951052640471,0.0363415663190244
65,MSL3,0.262512405534417,1.90144142573864e-10,0.000152160916377637,0.0641444315759904,0.286816336127308,0.102007540976521,0.106066408041315,0.00264884750236557,0.499027300848187,1.40249461821143e-29,0.0366839994116188
66,CREBBP,0.916896596680736,0.0108490394379721,0.19473732692234,0.0102468918335848,0.730368247413851,0.35344542571058,0.763869357025913,0.216852669480456,0.102186247657656,1.21940267382013e-14,0.0148512437608147
67,BZRAP1,4.1673211525565e-33,0.00151103696049916,0.000330797951417327,0.00174255977750199,4.9843466805999e-05,1.80296245063353e-17,2.21302515402218e-08,0.000102942764781297,0.021616328375715,1.50862615039788e-11,0.217937338758705
68,GCFC2,0.255401262348243,0.182996169735838,0.638279821918803,0.720847469216743,0.572803719765064,0.000556896705771936,0.231416629352883,0.52644495456217,0.927210845547079,1.03736514321955e-06,0.632141729108849
69,WDR54,6.6031462347734e-16,0.550914051958633,8.74887597050774e-24,0.260215077826243,0.147810911220778,5.43414101754465e-56,1.5535454108685e-20,0.00139471451025129,0.0025860475891637,3.43725626382628e-17,0.46410921871759
70,CROT,0.648417502827011,0.0163630895323094,0.411696940139306,0.929916190053855,0.311517945229225,0.000380851136184771,0.0530303816683542,0.525481222344118,0.318924778374843,0.0401519735327036,0.337002652189474
71,ABCB4,1.02542034189568e-152,4.66899889490025e-06,1.63940510689114e-13,9.39865495698408e-16,0.00502250844403146,1.04940220458199e-08,1.91114262883336e-05,4.06137579917365e-11,4.30827789455098e-07,0.000302246648718414,3.21283969960067e-06
72,KMT2E,0.135397388821626,0.00376228058444027,0.01478676591359,4.89696962778218e-07,7.75096845160086e-09,2.06487047798987e-34,0.00976280759708759,0.025229183924297,0.499870992797759,1.37377372837364e-71,1.07440488697973e-07
73,RHBDD2,1.49320654672348e-46,0.310959274359441,1.20628737407527e-05,0.00295169815404975,1.93719769553718e-19,1.25478898646587e-09,0.388442183326743,0.953292909727185,0.00180686527110597,8.16600030192654e-24,1.32300396136472e-88
74,IBTK,0.973068991329908,0.347077213232056,0.15975647514687,0.0809728119343049,0.103645875638805,0.168661150356868,0.0015106278432099,0.000593653194192854,0.348816893207254,2.13782895126385e-22,0.569245175584648
75,ZNF195,0.0929223515766898,0.327751330601597,0.634328659889459,0.398202145518744,0.120324301371824,2.25111751214853e-05,0.455432172248716,0.095944345136706,0.0602698665307751,0.000199877586290164,0.168680812008831
76,MYCBP2,1.17502941817048e-14,0.584497771005962,0.0133761938396098,0.0158192109492989,1.03205037315689e-06,1.68095924356631e-15,0.345063792224881,8.33223075827481e-08,0.414885907532257,6.54775074606347e-19,1.61166828355813e-07
77,FBXL3,0.0457337498216994,0.141297188920032,0.289853095568767,0.238156414656434,0.852398231894784,0.160215433786512,0.0394759299227973,0.973154473632412,0.0713962265615144,9.59016452750761e-09,0.380509185086039
78,ITGAL,1.04304767874336e-116,0.371734055993918,1.67964981636286e-74,0.00114531120893268,8.48512446654531e-25,1.57034928336177e-80,0.122807521817225,6.00835891823794e-06,1.04945717219836e-34,1.91240814272824e-58,8.18180933352405e-12
79,PDK2,0.776583242288722,0.68783548841347,0.480648278238664,0.000723862499320463,6.19140647708878e-07,1.82147626097094e-05,0.0546858369812651,0.0501070487902475,0.70254483113716,2.56747877072696e-15,3.75107347848576e-05
80,ZFX,0.598393610233363,0.403833995636467,1.38183886044765e-05,0.0378973798998476,0.816674638233727,1.00891984826162e-07,0.184670991096226,0.274326841019736,0.12639683925177,3.16580100462753e-30,0.852609569678734
81,LAMP2,4.13260258743964e-15,0.0231576897204457,4.51993338841363e-05,0.00025323196282397,4.9602688739154e-06,2.38679302082058e-83,7.13475753886963e-13,0.0576946607990215,0.778499496167446,2.55890182679267e-25,0.1421244765748
82,GGNBP2,0.167209379150513,0.364627616277341,0.0212802237357699,0.15100330831283,0.000104463518116095,1.10381406045235e-10,0.00104737595299556,0.353228796059317,0.0973371928384245,7.23366142180239e-36,0.486199709730854
83,GDE1,1.63020253327434e-09,0.000106572007904316,0.499620078995071,0.707494620003608,2.98457027529268e-05,0.000568049040837768,0.07352373292455,0.0437942803678678,0.761820331468832,3.74743366725704e-18,3.27357717789236e-06
84,C19orf60,8.02404592549837e-15,0.000195665999361198,0.657061667289618,0.136718784403029,7.23297706949893e-13,0.0990634229213725,0.432475009022532,0.0182367935636331,0.298471905699683,1.16676440273473e-72,8.05402632091037e-05
85,OSBPL7,1.09383729614099e-12,0.0133150580805975,1.78147993548114e-11,0.000184189819603827,0.000392988208042639,2.81548219416143e-23,0.217386626625919,0.868779240909019,6.54069078293667e-06,3.25339814733613e-07,0.939076593850985
86,MAP3K14,0.000120032520783349,0.00103093367312453,9.54296370608527e-07,0.000676709247746117,0.00503465024912197,1.3859130009732e-19,0.00903641805390609,9.24307371787367e-06,5.34043447495344e-05,1.82644989673466e-10,0.000186791709022956
87,CCL3,2.86416362434782e-90,6.10035952824342e-77,2.84860714068855e-154,2.55144848183865e-20,1.99663122086918e-26,9.19001057961843e-76,9.60935640633073e-30,0.000200461620179337,3.97133578355953e-21,5.24780622841212e-31,4.94242813622626e-89
88,SYNRG,2.10479857244199e-07,0.0213149279786274,2.30736691744794e-20,0.0708023345866756,0.730069925165878,9.40947506751859e-62,0.200826605572918,0.315543183643742,5.89038078381639e-10,1.27244866125153e-26,0.0348860472037634
89,AP2B1,3.7754245318625e-15,0.00358726210475838,2.18893321899124e-25,0.0236585677380201,5.95673936598405e-10,2.04456407456493e-28,2.93791367058693e-07,0.745496794860112,6.45523348246309e-08,9.44580132039999e-42,0.112077794464018
90,ZNF263,0.0102379531730995,0.35192261210396,0.36628539102959,0.422067924333206,0.96453307455378,0.223830421527571,0.619631733088169,0.290312758417934,0.11828790807973,4.36369206046109e-05,0.0119836124546236
91,SPATA20,0.353344014815457,0.00101030180824094,1.25239681779538e-05,0.169464677991989,3.60599987823654e-06,9.53147353810036e-15,5.56510896251948e-08,0.201418730107473,0.0453924302964577,1.18567946686114e-21,0.000993166611512536
92,TNFRSF12A,3.87262600698365e-07,0.00057753717660327,1.58766995533014e-14,4.79936702960728e-05,1.4442408584101e-05,1.21166980493937e-44,1.89961311324688e-09,2.38774971779979e-05,0.013996670679219,0.000166569342512561,0.326990106320689
93,MAP3K9,6.07407268703298e-07,0.457021586182493,0.662329624120834,0.590180132199089,4.38976985972369e-05,2.55145752829249e-14,0.0311063190956392,0.0281164084829751,0.418410850974035,1.66455095455547e-11,0.23921861292716
94,RALA,1.09376555629148e-09,0.312821838847499,0.000547519706900409,0.356767333513567,0.514730914192666,2.83595862319374e-15,1.65303476943355e-06,0.0113450416008098,0.791524183657045,2.76552686771472e-12,0.25897548795066
95,JHDM1D,0.0291634562377628,0.844633575198268,5.12774537543602e-05,0.612854243679621,0.245273131735538,1.24186042595326e-27,9.35056717943356e-10,0.281653836569855,0.544872957509286,4.76805201762111e-06,0.928970221062905
96,ETV1,8.73520262235708e-36,8.01001161979654e-21,2.2411812891611e-151,0.0634605335740306,4.18644912022529e-13,7.04753572237305e-63,0.596383191019987,8.3815822462871e-09,3.23188486748734e-09,2.81164192213711e-10,1.25603885545247e-17
97,AGK,0.877332570780217,0.0867206763063182,0.000720865278585405,0.429794671335234,0.135756459804386,1.9273388182657e-27,1.17546200406554e-07,0.0934869883884225,0.617617346718808,8.36188929907045e-13,0.283321251429134
98,ALDH3B1,2.53979573080921e-07,2.73999312281994e-05,2.23643974819345e-72,2.46050800559048e-12,0.498797299879384,0,7.84934632751514e-60,2.93197886032898e-12,9.09206177457915e-11,0.00180583160078928,2.86969503427377e-15
99,TTC22,5.70382402113319e-08,0.321342574238499,2.46165528718901e-09,0.00925168928215624,2.63364998437307e-06,1.67674482891352e-30,0.0445580879279104,0.641556810030146,0.000221576496011216,3.44344470008571e-06,2.44928277286133e-08
100,PHTF2,0.019630648309033,2.4335385531676e-06,0.156248893571173,4.24534724194866e-28,2.04841812304652e-15,8.24531033517497e-20,3.5107614595188e-05,3.75954106818825e-05,0.947652793741343,2.03702465849739e-16,1.34947527548435e-126
101,FARP2,7.83568059714859e-76,5.94090213351567e-07,9.67568619487138e-09,1.41947469745538e-08,6.99970594292718e-24,0.00741312453431527,0.0920435323928371,0.000705741677120476,1.81368320925726e-08,6.89186273121713e-23,0.000204006333406162
102,GGCT,0.839909183931329,0.00037242314898402,1.55198242855953e-11,0.364864890560217,0.134636406727807,9.95248065104994e-07,0.0401944415665968,0.532461218206671,0.339570212844452,1.25463001291083e-11,0.757693685809172
103,DBF4,0.0327681211634926,0.0549506369757621,5.15659285453974e-06,0.25628664527126,8.46305853129953e-06,8.09310034318306e-60,2.06344637642133e-18,0.394942357485688,0.998080224751718,7.08269108898358e-12,0.00192020818104774
104,IFRD1,0.0714108349666251,2.10119139478937e-11,1.02395895916865e-22,1.92869316699414e-19,1.44753139716135e-09,0.101519644237226,0.35802105896896,2.89432434655173e-11,0.026138254767416,4.04450307749927e-48,0.178386066119779
105,COX10,0.0711117736531021,0.998161433838334,0.795439756984917,0.102415885582573,0.215015965109289,0.00466029759659132,0.853797696810399,0.756474092692195,0.325946125933031,5.51302483718838e-12,4.67346709607552e-16
106,PAF1,0.848465601548295,0.00853340311923154,8.39581639550011e-05,3.00206962287878e-10,0.747880832467337,2.51815663597634e-10,7.34973785001826e-05,0.0181061514579227,0.892920918115203,1.6936022621672e-48,0.0827008370956366
107,VPS41,2.92220877430442e-09,0.0218379200378313,0.113767859979546,0.00158522274131149,0.681441686282062,4.83207242140483e-18,1.45626777385289e-08,0.00451258072235838,0.1774931648084,1.62951700045731e-19,0.0277750516475426
108,ELAC2,0.0851139311028276,0.449456632750994,0.127983668575818,0.32783809408093,0.463655571370567,0.00919778651619799,0.288770355398463,0.624519427225219,0.742918525354135,1.51071699987133e-15,0.110608552898681
109,ARSD,0.0140321288701202,0.000176152358170228,1.9297798228599e-05,0.76545584609262,0.334607210047954,6.21061530747652e-36,4.9433155087958e-11,0.199529211555291,0.206337548491536,0.000801680649860711,0.00808013844541324
110,PNPLA4,0.0128361688214928,0.139623103949594,0.0260956241002115,0.0546976240909755,0.108505339558958,0.000282068347049146,0.00445618486072686,0.0429786644417828,0.176949507199033,5.55913615978526e-16,0.0641665048725446
111,ADIPOR2,0.0473086904752186,0.000163681924965839,0.523953920409145,0.471115698360615,0.909120631107936,0.000200732369524887,0.061868763874681,0.096475035719185,0.0255469382352557,5.84445648157199e-13,0.377739956987818
112,CDKL3,0.370118174308464,0.71130621071892,0.0653589400315119,0.333756619814891,0.41036062775542,0.00171110546661196,0.687962797252768,0.800169112407349,0.745724550707925,0.000220886566968615,0.355798305274268
113,MARK4,7.01189934697328e-05,0.00508205927219397,4.51643766964169e-05,0.405761384125489,0.000298698584574264,0.11654488591194,0.63651939328381,0.446237540114869,0.100645895244529,0.000351394082988234,0.791842278244448
114,CCDC124,0.00369815051781543,0.0751597319682927,0.104655117796441,0.21618585798731,0.00973642723242685,0.00172374606861171,0.0475693265093918,0.371953780113751,0.382994619541329,3.15606781004974e-48,0.0520867375958036
115,CEACAM21,0.00965105357601594,0.869039754399922,2.34511065049841e-14,2.39729384270269e-07,0.00527387098296034,5.32583376969025e-18,0.44018584028257,0.148722882311145,0.00546846322602767,1.38723585581562e-08,1.54529021353214e-10
116,PAFAH1B1,0.00185549925710886,0.135004543257195,0.462300704877625,0.0725504732786869,0.147065650613569,1.44319157575098e-07,0.0819845695363128,0.702851848642988,0.00188135426141795,6.28807291090852e-17,0.000795881464624008
117,KIAA0100,0.239170458964516,0.018542494321384,0.000439016281752522,0.666892405559787,3.03349421008679e-16,1.66644983255475e-05,6.7762107232589e-07,0.121463172807504,0.0912252670661495,1.438775137856e-14,0.00695723545943169
118,GAS7,3.74306279550972e-14,3.99548394588374e-13,0.0225501079057257,0.769148856198091,8.31982899859179e-05,1.04779508515204e-89,1.42462221662212e-06,4.81734020675851e-05,0.127296809295017,8.57691997622229e-08,2.64354689305879e-18
119,TRAPPC6A,0.0567792862638708,0.000127567053598533,3.3813750977319e-05,0.139458469073248,0.95995479937991,0.0670066170878325,0.0796124002124535,0.656506462124563,0.010228768373963,9.97922222758529e-26,0.0449262908099615
120,MATK,8.3306083322589e-32,1.33110347856079e-11,0.00274638573033006,2.44350496247672e-19,3.28192078738143e-11,0.0205067505003649,0.000175873458204177,6.21428901380918e-35,0.0438118999352256,1.72040026913057e-12,1.43858381105757e-45
121,CD79B,0,4.555161691964e-16,2.03619221755404e-13,2.24487529503144e-158,1.02986253140173e-20,4.69478133001599e-67,3.18504031856267e-09,1.34058487764718e-55,2.22960522982457e-06,2.14217104951551e-76,1.97599832753021e-16
122,ST7L,0.299836410511943,0.10059871434752,0.108206653347703,0.765290179421362,0.0652427386947824,0.0376844792008949,0.746263067614862,0.140160242059278,0.776546349624524,1.70443137089899e-13,0.00345113811311876
123,RPUSD1,0.00382571341088853,0.598915302360539,7.44895336468537e-05,0.489823176346146,0.555302701877573,3.96547179860641e-05,0.2847507769264,0.693036785844742,0.496797047287083,4.10193274185513e-13,0.103602100511617
124,LUC7L,1.41147417414721e-07,0.189863940771118,0.0308088360243034,0.00506642526918746,0.000157174694292595,0.109815760909904,0.0283345229838447,0.64960725632551,0.852940050779678,7.44948111087417e-29,1.71261320273905e-06
125,CACNA2D2,0.0010026762683016,0.0175767214156057,0.687211528756326,0.355333527139257,0.0413586889228551,6.84191067877639e-05,0.069640581275925,0.363144271302732,0.734939394894389,0.0235217213362438,0.0692021824985496
