,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8
NBPF14,5.67726920139565e-06,7.13797127208711e-49,6.45862216039263e-18,1.88974010510391e-16,4.94186293795328e-05,0.0490101261544611,0.000226922984914557,0.000599215989398153
BBS9,0.205948900715557,6.21006177865388e-09,0.00151476905198948,0.0141191069456239,0.7494985126093,0.0178722864321154,0.231925430533212,0.0676358479160361
PMS2,0.000180675187053075,0.0380341940872552,2.21690111908191e-07,0.675292172738244,0.0916792402804467,0.123949873509817,3.6692058776747e-07,0.000188761210557615
ZMIZ2,2.13876535498141e-13,1.26357606670076e-24,1.2634382937808e-06,2.41508907004049e-19,0.00014081253896668,0.963941627768578,1.45194787505494e-29,1.77694614869107e-10
EEPD1,0.00651354246902749,9.79215635089321e-06,2.65681946818166e-24,3.20354262150548e-09,0.00200059491325003,0.131807118050139,4.92657035331879e-13,1.54209997380214e-05
KLHL7,0.0445424451267304,0.00253313939715742,0.0431653797703912,0.88133668693569,0.0819845974688808,0.796916149227789,0.0173706514666983,0.794037064955753
HERPUD2,1.27481871766704e-28,1.91723930851585e-23,2.88976831668409e-12,4.93840521504065e-08,0.00032419609297279,6.48660395853397e-06,2.36312458675751e-32,9.20210716521421e-29
CBX3,0.00782337329907161,4.92271454928454e-41,1.23929719468329e-16,4.84382562435236e-06,1.60753814618781e-09,0.550369611988587,2.93492917704491e-18,0.208961074175169
HNRNPA2B1,2.47175766469209e-07,3.44094275080408e-132,2.66827335156521e-08,0.422715087043567,1.64109414839204e-05,0.0395186599103867,1.35472151000445e-22,0.000869285167552195
FAM126A,4.35479212184553e-38,3.1043114410829e-07,0.556276262712799,0.932786754930164,0.126162942410669,0.000420418517867569,0.000340170270759865,0.000114909842799177
INHBA,0.0236643385045565,0.0388894521762922,1.43205893352457e-69,0.146051512799477,1.47788666891618e-06,0.00180191427603191,1.58131282390151e-18,0.000371065375452034
FKBP9,0.0170202757869063,0.169205390879494,3.82934491533292e-38,0.00181448614752761,0.000430768528980444,0.20917950073559,8.66988908060673e-21,0.176447687211141
NT5C3A,5.80687700130333e-09,1.7419726668956e-24,8.66407477357889e-22,0.173038682602936,8.38163281488907e-07,1.61507314661305e-05,1.14156836878666e-10,4.80788046035895e-07
ARL4A,2.60987605501614e-21,1.97435606946301e-14,8.54846554410656e-35,0.000360706798259265,0.314209337235341,0.101756057663032,2.70304491335235e-50,0.232935609682055
CCZ1,0.00119879230208345,2.18721226349692e-10,0.0421461299047068,0.816295610152465,0.740879930948788,0.248751500946906,0.000889445553041921,0.934380982775924
POLM,8.21340265189542e-11,1.07176110823845e-13,0.857073285286678,0.000491482606744886,0.00472844240880595,0.793518630110242,0.0374247567780534,0.000270715368961507
FTSJ2,0.363871542676508,2.97599952091173e-12,0.116925127737846,0.607165883214726,0.483755236320027,0.406550184009164,0.111442567827623,0.0194878750135786
SMU1,0.739957289499116,5.88209191993262e-30,0.582794788679441,5.24563756298668e-09,0.0435896815005885,0.333922885522537,0.657242529227049,0.0173838221359049
GLIPR2,2.29758022846022e-46,1.58360676927273e-33,1.17487097790578e-89,1.26774537764536e-24,6.36460180378644e-05,0.187897443544481,0.618214232179001,1.05359756993877e-08
SLC25A51,0.0243581927970133,2.28151018266406e-07,0.207816748631684,0.631623678454967,0.0842536385811024,0.203965266661808,0.387992740989169,0.0134930422063494
CLTA,5.59455241210993e-06,5.46083436894404e-37,6.14123882148384e-21,0.340939573310379,0.00152152239772829,0.028574601123684,0.0154102669349377,3.34319500416861e-08
RECK,0.869177694457472,0.000763290823209868,0.175899065874636,0.0307136133875573,0.918538820515411,0.0169245895415475,0.374660360438686,0.542879416299702
ACO1,0.978247116689874,7.8111585983959e-06,1.26670620020619e-07,0.00484918711409124,0.307896100900065,6.13491875537314e-05,1.23659531967644e-08,0.0111081480165246
DCAF10,0.191157704674302,1.4234882915075e-06,0.0975861106769156,0.696014726011109,0.409020080409287,0.929611773497668,0.78486266408324,0.0975531958888957
TRIM24,0.000569307062336579,0.0463208661380593,0.645854658687125,0.102453908947725,0.962880457454574,0.0419491527733991,0.0276610584035867,0.0182350653149812
C7orf49,0.875654900495684,1.95450162991013e-28,0.0149881870641866,0.139407089206073,0.197112061132364,0.0193614363353222,2.49935274954117e-05,0.00263365029863456
PLAU,5.95688721684084e-09,2.84034212084449e-05,2.68438798722699e-176,0.150346373634675,5.47211646843927e-27,0.000150096536036612,2.04041260680128e-86,7.54426981166563e-16
SRGN,0,1.83882235611208e-146,8.04139681154901e-47,2.07673037008633e-06,1.53606867132648e-59,7.87493456997988e-18,5.73183402882556e-27,9.76444583417949e-131
CISD1,0.0176232179890414,5.25868318851965e-12,0.00163389535564523,0.0173603731525762,0.974926243682224,0.597801085478526,3.36338854979926e-12,0.242074432773194
EGR2,0.00323228206233115,8.30373625285054e-12,8.92555458441528e-21,2.70259092812258e-28,1.40193807576032e-05,4.95678174980498e-06,0.642637923874195,3.40646028913099e-07
ECD,0.000514856285137087,1.10238728957018e-09,0.122058740630624,0.0778783443522138,0.258674057801006,0.570452399505053,0.0437591685549731,0.136254625732462
P4HA1,0.777197751908953,1.84549204373238e-13,2.30419841609357e-71,0.660773401552667,0.579666614108166,0.0218638426366228,1.08431108497782e-28,0.191544108428874
SLC25A16,0.788175427532073,1.71696820640965e-06,0.600432604412042,0.856098363474045,0.546032302832379,0.731555632150957,0.688583343437022,0.837590639765282
ZWINT,1.95048011264217e-06,3.44553852776201e-06,1.89155085118514e-98,3.85641885607085e-06,0.00106492659285939,0.0554134665431642,7.81074772458258e-130,3.00682385845487e-06
VPS26A,1.22362627209237e-05,1.32780098674985e-18,9.09344185445517e-13,0.00144815812698032,0.951485116846477,0.335708493581447,0.0551803462184608,0.00237924826789378
RBM19,0.19263758129833,2.31800214698666e-12,5.18950506538410e-11,0.152252174552201,4.23326384152906e-14,0.343781051528525,0.00239613370063722,8.07137375070878e-05
CIT,0.000651134945888385,0.000929690155533825,6.35312020719772e-38,0.000101368069591022,0.162474153394091,0.358676461650208,3.37880870031636e-45,0.0437171498158702
ACADS,1.76850177292792e-07,1.24512331523384e-09,0.356240236067821,0.964283342770361,0.137726523821181,0.939929506369129,0.0332851442427819,0.543238471039381
HVCN1,0,6.93577475260818e-14,1.19073702282947e-16,1.82625128613133e-70,1.02245809805794e-70,6.9480759723209e-37,2.85224845807253e-54,1.25459396151405e-110
NME2P1,0.00656640880718894,3.65611428920699e-16,0.00936472590218897,0.00209515651307685,0.540401346018473,0.722207880551532,0.135574209186461,2.97927965705798e-05
DDX54,0.0332692130669179,3.00075515434399e-14,0.0331664854177559,0.326864673234658,0.1210548536212,0.281950457226115,0.0113207858143214,0.088634520853901
MED13L,3.88532997425707e-07,7.26932561244146e-33,1.4115479048164e-16,5.03446034003813e-34,1.05373782981837e-05,0.185289340793269,2.35941759998696e-34,7.62335449811217e-05
CDKN2C,1.61781638614992e-10,5.36700400360194e-17,0.00161417650962158,0.5348122792422,0.0168182212843335,0.166448419802609,4.62489797714681e-08,0.00131743158720545
RNF11,5.85415304288960e-12,4.2973316649229e-07,0.582672257367314,2.56871213618309e-33,0.184452863619585,0.0522951371164475,0.000395160554181832,0.005200333976828
BHLHE41,3.56957096980108e-13,2.55231610348473e-89,1.67056185788758e-14,2.36817189458127e-05,5.71770238263629e-14,7.8741304970841e-06,5.39851103357791e-39,1.87854125932278e-08
ITPR2,0.00107567336083276,3.48269483004211e-13,1.3366138405541e-14,1.19860314554911e-05,0.967424293450324,0.459854530366025,1.95771532676968e-21,0.00402948409105071
CCDC91,0.0883695787057799,3.88821718699068e-14,9.56118791289512e-13,0.615458776022665,1.99548970719432e-07,0.415265414814175,4.26573111209199e-08,0.00208835093505975
WWP1,6.04757820727863e-19,1.51736890639841e-19,1.13326872593867e-13,0.00274638905617127,1.4876489673393e-16,2.73734722165268e-10,0.00132228485350062,0.165152324678843
ACOT9,1.16233750325171e-08,6.67938747262147e-13,6.73518680952343e-31,1.22383381762039e-11,4.30675952842542e-12,1.77948756295828e-10,0.52692237739914,0.00373059278253688
PRDX4,0.00349061308398561,2.96349051230858e-239,3.94077096381793e-16,0.00293166472559848,0.222239046148587,0.151732877077728,1.51671896837722e-32,6.19001487493074e-12
DDX39A,2.57478625479777e-05,2.75457160216579e-35,1.00730116730243e-08,4.29942538756576e-07,0.00730281058712151,0.053487302760194,1.3554095040397e-07,0.120856413921702
PKN1,0.000113794552814557,2.48869311224887e-28,2.21145840527747e-05,0.0158752528985111,0.0131781625796414,0.00176813060637358,3.45179072839569e-15,0.0434125664002144
C19orf43,0.132999321313915,2.31176483987541e-40,2.0963586135184e-05,0.125874602916123,0.00718273022796055,0.0152984562429859,4.16480731756645e-12,0.454262048351522
CD97,4.89241379472035e-93,3.32707692848011e-58,4.61387779271047e-05,2.13819606226456e-07,2.85447126721448e-17,1.37747713745016e-17,2.78992727640725e-67,8.60041407489698e-79
WDR83,5.02569381588572e-05,0.000195272972080301,0.000314646408875368,0.523573686213977,0.403805411628765,0.272814700553371,0.00013326796142031,0.103445542700703
GIPC1,3.40536626732041e-13,7.1718309091827e-09,0.00601963331173366,0.0270182426407308,2.25785888929694e-08,0.496470937114225,0.000193508561987163,0.833652958601037
SPRYD7,3.79834526604437e-07,3.93483568703895e-06,8.04546009906572e-06,0.0165401452264429,0.0597236909661401,0.919337927581062,2.66494617111178e-05,0.0575300434077679
EBPL,0.0114895890389015,4.53698120679274e-11,0.00874652113927211,0.0065495177281127,0.0267799611072186,0.983107742697064,0.0137326696524775,0.952536421154091
ZC3H13,0.0274645682395799,1.43629943284086e-16,4.60223448189675e-05,0.286988928875903,9.8958361370038e-06,0.713535645902449,0.191107044851265,0.209217070905235
NLN,0.020797899898105,0.0022660106949434,1.55430085174098e-31,2.65064981988709e-05,0.0678378924741021,0.0522306393825646,5.39294221852758e-22,0.30045641095894
CENPK,1.73320125714996e-08,1.32771584142551e-08,4.31635903749482e-92,6.51271596862831e-13,0.723971185758544,0.532216477632688,2.15569253074645e-91,0.196105988660909
OPTN,3.13254128822024e-159,1.40056362097093e-64,9.82700580111641e-200,0.00748003113551758,1.42273532080365e-61,0.0573683235558615,4.95765232975371e-114,5.68540577903009e-06
ATF1,0.0675541458332417,2.19799714308069e-17,4.09650157956191e-07,0.597919435534637,0.0102491598173056,0.973053002267013,2.08262808033187e-07,0.0845031573634765
TSFM,0.368208789612144,6.72540697972826e-19,0.210658801781138,0.566835164267625,0.0223485487315791,0.186869820522439,0.202702058590486,0.434469991172378
ARHGAP9,4.38526484308256e-11,1.76069804610164e-115,1.23239892944789e-60,0.0375342213555836,1.37009844042094e-11,0.000242408312304519,1.24999806572365e-40,3.43177263985953e-09
NCKAP1L,1.10005360620104e-07,1.46416148872571e-20,4.75177613749234e-08,0.225233714439661,0.18681548762953,0.591586422271791,0.107745990297185,6.92981447679001e-06
MMP19,3.2577403474935e-06,0.000509664375686295,5.02793378019679e-202,7.66508457953128e-08,2.22553166664883e-12,0.010313853617868,3.10274214383289e-49,1.9571620491444e-10
PFDN5,1.78375941280333e-06,8.12960779148242e-127,4.40484693147323e-32,0.00102355350061511,0.00220697303710843,0.00268980463060418,1.12365900367505e-05,3.97687940438845e-09
SPATS2,3.56540280626974e-06,7.22843522009182e-127,0.436227788396153,2.62034682839037e-14,3.13182038863272e-06,2.66843048033267e-05,7.18433128938522e-17,6.98015622548612e-08
ORMDL2,7.43194255649522e-05,1.58012203144452e-26,0.000387470489265763,0.000398121294374053,0.148883955417768,0.527155537322957,5.37883679243148e-06,2.17666806910387e-06
NR4A1,8.21282725903068e-60,5.29284761898865e-26,4.39562083838719e-63,4.3160027855079e-38,9.89679352261886e-19,4.35983709622896e-15,1.92590111418309e-79,0.465589737696631
PDE1B,0.00378277279316189,0.0731581308268151,1.2452301744129e-05,0.129307180476807,0.597801570248377,0.79307705748581,0.310303002500024,0.115357233377331
CDK2,0.748580696063415,0.0657102958799895,1.44245719002392e-44,0.552232193636908,0.00594888795828815,0.0847444429987967,4.09367233142768e-39,0.0581140026399452
LRP1,4.77074722542197e-12,7.00134903946581e-17,0,2.30672169455102e-20,8.67876687020858e-51,1.04900162918044e-06,4.77609905672339e-225,4.1856219371236e-16
C12orf44,0.247396243670682,1.9292369399028e-36,0.000317815009394126,4.22874757979e-59,0.0400058376341435,0.00811953638490095,0.040721969131783,8.88922203889788e-06
IKZF4,5.13136907590279e-23,9.86689846901962e-09,4.97934262010666e-32,3.49587722176208e-06,8.04254690879285e-127,0.0119417456722097,4.33047341053207e-05,5.93767455905833e-21
SMUG1,0.476467419221163,7.14928690895254e-11,0.646903976493982,0.124064408535701,0.629970740161209,0.727109873194681,0.0373649043184813,0.000495182105839794
TUBA1B,0.0019842336622264,5.51594085528122e-37,7.02300282353101e-18,0.0028888208412986,1.65110684903078e-10,6.95154367928082e-06,6.49074440855172e-19,1.53446727658502e-18
METTL21B,0.00967260724375655,1.09847649252687e-19,1.14853202268627e-11,0.0354672151637767,0.834029801376107,0.0153766429829162,6.17529575888567e-10,0.0524775749650827
KBTBD4,0.0522616658978214,3.52486189100232e-07,7.36673127977162e-15,0.447962097057544,8.67756459722703e-07,0.359179148892961,5.29659036275144e-05,0.451737895640083
SARDH,1.01323457957799e-51,8.30977147842042e-10,7.69051190814596e-64,4.31149044820515e-16,5.03728254738249e-18,0.000115432114526107,8.18197000601727e-74,2.16924223321486e-12
DBH,1.41509648310989e-19,0.00623099811816381,8.68650083573513e-15,0.000144853472541924,0.000623227990682857,0.0304321187730887,9.23671401954414e-19,0.0027719360263031
ATPAF1,0.000591349435395238,0.000196251816391182,1.06978321190199e-07,0.586384216165898,0.00066415371450531,0.150137470545893,9.23370473831565e-06,0.0630306135433454
STIL,0.00757051464952922,0.00092035104307941,8.41293675214779e-51,0.50554823455897,0.0217866708550779,0.00595863994114121,1.41729357661703e-52,0.27380869454553
HJURP,5.45891147196043e-05,0.0582475907766069,9.47856720833432e-85,1.398878544581e-05,1.95389519311479e-10,0.00368582720953209,4.55577539111585e-111,6.06554444193454e-05
AMD1,0.631293889484172,2.43395693825338e-20,7.24195973787271e-05,0.170160867750029,0.0417275309670374,0.00403113341488006,5.35322151903488e-05,6.29365708798645e-18
NDUFAF4,0.000161327807965545,3.84659071498096e-12,0.016102841560622,0.253403557346457,7.77598532380778e-06,0.916607217583202,0.141779205035698,0.89351467123839
USP45,1.77477807451287e-12,0.000293371673597926,0.0645548440761951,0.225349125176944,0.0985961260302403,0.0408218056159354,0.0221088200802893,0.158290184048186
MORF4L2,1.22495100865187e-05,8.93958121063902e-32,0.131792815737739,2.84786709730047e-23,0.00697116031952571,5.255649519603e-09,2.44912167555988e-14,0.000284762258452916
FAM199X,0.622770156351955,3.0767780712916e-13,0.163072694473269,0.0139532780651389,0.0105833064618033,0.0392751822281973,0.00901281189008184,0.119697478822688
RAB9A,6.83401548445598e-15,5.81921039736634e-39,0.132267368133783,0.855109196809816,2.39012269587681e-15,0.00130158558090477,2.20954800520943e-06,1.26012202308083e-06
METTL8,0.184702251290237,1.00759314154585e-06,2.11983609746874e-30,0.490455720600084,1.85082118963229e-40,0.483243922443435,9.44345232651475e-05,9.79841269275613e-15
TTC21B,2.48612245016848e-05,1.31405854784213e-07,0.0126460408096029,0.0293815659764994,0.00917208982165558,0.0112827382539207,0.00413082083607322,0.860643832875373
NMI,5.9988462307612e-05,3.09348498650604e-34,3.054447702066e-09,0.0712934173357371,0.0688092574604234,0.972293664028207,1.51831974085465e-13,3.64904093026233e-05
BAZ2B,0.452248856118292,0.125019050473982,1.01480435770737e-55,2.19249203341178e-11,0.0887791248972202,0.602925279432528,4.94867895045631e-54,0.0466357026160706
SLC36A1,0.512576189984142,4.73412567802771e-07,1.33938286077213e-28,1.4809205397415e-13,0.241227319660988,0.346119557754648,1.24440694202414e-06,0.255024988199871
LPGAT1,0.00842599575529788,4.30053100873365e-06,4.03440027762577e-14,0.0128027244897969,1.90432787569318e-09,0.57150275232595,6.21395087422345e-07,0.0315099621364591
G0S2,4.94096581437552e-13,0.0220759368077294,4.55839874276253e-246,2.87537009296057e-13,3.74575316972305e-06,5.19825086353824e-22,2.8696140642714e-81,1.09348518247756e-37
KCNJ2,2.07892237709531e-07,1.70777592994023e-06,3.0317214550546e-82,0.00213164954008221,0.000605294902645549,2.07422901427375e-10,1.57616202666392e-14,0.000445065798718408
RAP2C,0.0981952542648238,2.71508778899748e-33,0.0680449686519961,0.0212644167970028,0.0360137533021884,7.88515518180181e-06,0.139958944150131,0.00027466992797349
EXOSC9,4.97682161931523e-12,6.45468570104665e-13,1.40176095270473e-23,0.228237213473497,0.0170787513925079,0.114628797708045,1.64888337683804e-69,0.298741853369387
PLA2G12A,0.770849787711768,3.19925078348405e-09,0.814414121535973,0.328274646737529,0.00533054851833517,0.000227331788029687,2.02143066274911e-08,0.00524440260318992
B9D2,0.381253939451365,0.00112789306316142,0.0155524104113021,0.00500810772717342,0.00126326970018988,0.333653337359688,0.303844857691549,0.29747394758542
ADCK4,0.799144712899601,5.53959943360806e-12,3.82909232801925e-05,0.0179123577768802,0.477890664972105,0.486381872371786,2.774621085059e-09,0.0223385899986965
PFKFB2,1.48280564528734e-22,0.00143805959044875,2.85182595795906e-06,2.71973148451846e-206,9.31818080935217e-26,0.000103486191688914,6.06229324341476e-54,7.54038827758959e-16
AGO2,0.153606462601605,1.69992308714888e-10,0.653058952447238,0.0307115941528133,0.831683140595178,0.000579669129085117,0.000277227698656416,0.210814184366034
MXD4,3.37210567957217e-15,1.31120669736803e-19,1.52716595630992e-24,0.00743847333676024,5.82174840527324e-12,0.000825788888740533,0.000126013148557281,0.000173598001673687
PMS2P5,0.00846131678446927,2.6422303626927e-10,1.47337264426385e-25,0.0249891176222033,0.00889417645532451,0.768208767305937,2.58825175180921e-14,0.199896658915747
CKS2,0.00143355454099581,9.3824064023196e-33,4.02190809189345e-13,0.0176008994734612,0.0751201293493443,7.49817624382629e-19,4.3660201988611e-11,8.82695941931745e-05
ACSL3,0.0374367150145145,9.05767012968334e-08,6.24746420216289e-30,5.17327110989719e-08,1.35203260533403e-06,0.00916134009105339,5.48665812690125e-07,0.303297099613778
CHPF,5.3866679102557e-21,3.3539130254921e-145,5.67360565968421e-46,0.0201603202387268,0.000471964121219864,0.000130992177356915,6.98118948771633e-11,3.44508578490046e-08
DNPEP,0.215119102855186,2.50591463022987e-11,0.0586325240742299,0.0201801140000483,1.04688300216752e-05,0.0152559981560782,3.02199930893426e-05,0.194578796829183
SLC12A4,0.697546172790332,1.77641432156722e-05,0.0380999888268456,0.013796031942766,0.151503610414942,0.695625532451757,0.160987143860634,0.0297154835080905
GCNT7,0.705054578519499,0.00517172467029512,0.457045921723554,0.100571153894031,0.313619343699955,0.35524813310155,0.391645907829593,0.795447543420273
HMGB1P1,0.296291146117686,3.88926064922003e-06,1.12079755877243e-13,0.0656073239960942,0.0620451524791062,0.00441344409279317,3.53235823024121e-06,0.882690508114643
FAM210B,0.00067123869617899,0.000764806265259779,0.00649791315185719,0.119221623998419,0.665535765191413,0.170735474112396,0.486492762303009,0.262481714130379
SNX21,0.552134765021034,0.106450292639443,0.00010707202216075,0.542991230352358,0.170049705735504,0.383236960262795,0.0202575573311427,0.120992538548479
TTPAL,0.854083788209186,0.000826616195766942,4.74472026976093e-17,0.498666200052624,0.0471676102011869,0.241013771261094,0.00571069841741481,0.00716821522719796
PREX1,1.17622670480155e-53,8.1023117529976e-53,3.38928897238309e-05,0.299594755175008,2.57478808802875e-11,9.54733423735936e-06,1.90102895927515e-22,1.69464396852463e-11
SDC4,1.20888933082722e-64,8.80017842555431e-18,3.48178655608043e-08,8.83313690048972e-15,1.94263763687998e-114,1.3688203114675e-07,0.00106919594257053,0.000525905277337599
NCOA3,1.18706687676555e-126,4.40481549598328e-49,0.282879952343147,3.69415791134059e-05,3.99259961136895e-08,0.00263880047492049,2.54368203926581e-20,5.49092004898916e-69
PIGT,6.33470056185167e-06,2.38525436812053e-14,0.0650901696807455,0.0974506941900117,0.510670744733189,7.27947651954699e-05,0.00046886166952659,0.458558167087952
NCOA5,0.993810672645573,6.42122498913935e-12,6.98013748453815e-05,0.96670364252432,5.56835727701472e-11,0.0165989913404538,0.192547300490764,0.0158466080580636
VAPB,0.413539269833893,8.60068941900559e-13,1.73340968360959e-07,0.719503227837563,0.00290906464898333,0.0111270999839586,0.0024293335054991,0.010812388754921
PARD6B,0.628134600516526,5.82148349086875e-17,3.31312064867077e-26,0.00157006881563647,0.527848456885937,0.254340715816398,0.0613994889770866,0.225737885649656
ATP5E,2.26293531473834e-18,2.19093294186879e-251,2.520678542083e-07,0.0602691167065687,0.00221023053542748,0.40040150277346,2.26297301772444e-10,1.24242713052935e-10
CHD6,0.289585615329358,6.26629956674168e-09,1.09009058525668e-06,0.998938787463877,0.313487631875167,0.430679304997877,0.00139378475562954,0.0851569408607214
PLCG1,3.00285295938099e-23,1.34759523602522e-16,9.58756342410401e-139,2.60058564003438e-25,5.32362607471019e-11,0.000109743098338648,1.17749357418727e-61,0.0919604033728095
TOX2,2.19331500672685e-35,7.66322022513709e-07,5.12539293685901e-105,1.03610586845469e-08,7.80501089391512e-66,0.0972511732816923,2.36044520524788e-52,1.57876982138599e-30
SRSF6,4.49402638184407e-25,3.44665100948564e-47,2.27817053828823e-17,4.53721119822467e-22,0.112622356730435,0.00251784548361069,2.48227531654214e-06,0.582958423784589
ARFGEF2,5.98393049558445e-06,2.40629374753895e-35,0.11214931350026,0.466645618847096,0.117818411183635,0.83585293196161,1.61145632515221e-07,3.10175783402935e-06
ZNFX1,0.00228554003062613,2.51027620994621e-34,0.253620599810348,0.649274335299015,7.17577204814048e-05,0.647487636118978,0.0035692047998738,0.511045628113461
ZNF831,2.800772192795e-48,1.12165051439764e-13,9.08722970682982e-66,3.34559513949548e-15,8.13238526170382e-27,0.189974912449943,3.87058312194766e-10,2.88472108007069e-09
CSE1L,0.00675961682686683,4.28318682196575e-15,2.6537702987986e-06,0.0139705610687807,0.252502499620733,0.0265527491101492,0.00983133957566273,0.580605346890444
RAB22A,0.722108917604953,1.60242112467462e-15,0.0176081716825867,0.826566772347902,1.97113547890487e-05,0.00275009964657473,0.31111641743456,0.391409021307368
STAU1,6.13646459243846e-06,1.86291576264379e-38,1.20123221228798e-05,0.0242123666005407,8.06489697427633e-10,0.00337844831538685,6.36167054938315e-06,8.32775245248353e-05
SNAI1,0.0145418246865657,0.000254879893761512,2.94861648514236e-92,0.614434821149736,2.44361064936338e-07,0.0578849210389218,9.87171442593622e-18,0.000888142475949524
MOCS3,0.14259182035056,0.0181955599937367,0.354493199809345,0.192873899574334,0.894087648213856,0.651970428880675,0.186472832955356,0.421457079157077
STX16,7.35484256659196e-08,2.56826327159822e-25,0.0782170384062866,0.0231977281373863,5.27281439957846e-07,1.96003246129584e-05,0.475159313247546,0.205657057203445
PPP4R1L,1.04590833743637e-09,0.00721233055324336,2.03342033038095e-07,0.949713326347791,0.321701151733831,0.197549533901899,1.96582873371072e-05,5.10931525417162e-05
PMEPA1,0.00378901748957137,5.27330984341296e-18,5.49902129199006e-05,2.10990811858214e-72,3.94043122442441e-05,0.00682148539857718,3.63986596373792e-16,0.163981657095035
RNF114,1.14317036129434e-07,1.23957885607809e-25,0.416568688996168,0.165712347682129,0.000174718093563445,0.00398454718636734,0.0732201388297249,0.305032629158278
DDX27,4.32312540754713e-23,3.72135751855413e-24,9.74458436055888e-10,0.00011413709315349,0.486942870294719,0.000591761989497483,0.000266845553702115,0.0588493027786808
BCAS4,4.82786707288498e-85,5.53681899838753e-22,1.28800705560606e-110,0.000104008143005721,9.67143111499349e-26,7.91265088266792e-15,6.43245285074529e-94,1.01288072923794e-19
ZBP1,7.28628719233315e-15,5.74919962792128e-127,5.08363742610844e-57,1.18248860247867e-20,8.00008983608729e-05,3.68473911094006e-07,3.71817838282937e-61,6.13202268201324e-08
MTRR,0.00704324909725,4.24840589645465e-34,2.68984323316616e-14,0.346212111851391,0.000306980181756036,0.822979270024236,0.0623647431128756,0.0234389595288673
FASTKD3,0.089226548077448,0.000462226613322137,0.00249324272279905,0.391440391241697,0.195505371773776,0.469266473248969,0.00625631386890806,0.47878811991842
PEPD,0.469304938221831,4.15762349254639e-09,3.11884377294687e-22,0.0157230359480324,0.113175700034675,0.0159032299339808,4.44850516939403e-11,0.377771977767324
IQSEC2,0.0102720770388492,4.43002273331582e-06,6.58009856541996e-49,5.42823753820668e-07,4.57101183619236e-07,0.031606935402363,1.22101272615701e-26,0.0416193204278146
VAMP7,0.104668488187791,3.74936332396216e-11,0.0662842734343824,0.124792605996419,0.00190999130318647,0.286579860023863,0.0182838476790707,0.176830690718001
IL9R,1.38887036085727e-05,9.96392748645205e-06,5.45779652698498e-22,0.0391789349766677,0.0541115966701649,0.0725796924503608,2.21368934057357e-09,0.0525335224861128
STAMBP,0.0426578804658662,1.64250053243182e-18,3.60316582750984e-09,0.00869396768349553,7.40520562225513e-12,0.002712192522953,6.85086427069911e-18,4.37794063895476e-07
NAGK,1.89261316861292e-11,1.10942771172232e-31,5.51570358491777e-133,2.0668453153323e-21,2.08488706864554e-09,0.627959962825182,8.01042268755133e-79,4.20686319110329e-13
MCEE,0.0445062107245091,1.61980572254356e-105,0.00234749146431177,0.134518082638453,8.10738198443703e-05,0.000237056965933835,0.000631960364442805,2.05732301217964e-06
PAIP2B,9.89042377241952e-14,8.84939155854819e-24,1.93681516262802e-05,4.70989234753157e-16,0.127577977652006,0.0354367695020789,1.97686492278494e-12,3.09286761792459e-05
SNRNP27,0.0310919521863114,1.15644118683176e-52,2.477187654928e-14,0.000684417307741473,0.201392336555745,0.0305334529596649,6.04978669251624e-10,0.184127792559421
MPHOSPH10,0.600062908951221,2.43183989438226e-27,0.000107817663792615,0.767040063521797,0.0733422007534667,0.0286819228428118,0.353104576233001,0.239315624884719
ATP8A1,0.203846708888143,6.10955948757645e-12,2.58325571779708e-109,0.465158285172209,0.502566721251167,9.66597614724639e-17,1.51393967033272e-42,4.84606722819119e-16
USP22,0.00408713474687048,5.77958128427101e-41,3.62655612994058e-06,0.311380565392557,0.00101698412286157,0.00582402399827368,5.45772068075769e-05,0.000961013433095174
ZNF576,0.282453175913696,3.42664982374122e-06,0.181638048121816,0.00480402839922417,0.432591241164039,0.0420833786678369,0.0666850187443796,0.00997185444021909
ZNF45,0.332249204101136,0.0224674552342257,0.209651638991851,0.899016033477674,0.050719604984129,0.0325754195386755,0.0035801036727231,0.0315993177392482
LYPD3,9.51541869912064e-07,0.000443638403802694,1.75275627102714e-06,0.122265443031161,0.296956589611144,1.04476963511447e-05,1.58610242875426e-06,0.0305484603557842
USP9X,0.0667677696234783,4.85927141535108e-18,0.343634793776298,0.118416303115927,0.00173679564695087,0.76822566890635,0.00415297513075791,3.56463162585366e-07
F13A1,1.45258784290265e-11,1.66047300446963e-14,5.14844538270957e-194,1.30678628859959e-15,5.85947442568464e-18,8.31363831950495e-08,4.88103377756683e-100,5.51874658617822e-12
TRERF1,3.36852427973994e-113,6.62633134795678e-27,6.12536374204318e-26,3.17887059606136e-05,0.927239079411989,0.416270404742665,1.00732566624789e-53,1.0843657084254e-26
PACSIN1,0.000338400505492511,0.0307971636238634,7.94049978471047e-45,6.04072578556456e-242,6.43372219243113e-08,0.541685060760154,1.93752321371037e-16,0.000506083463673395
BTN2A2,1.22011756858606e-22,1.38711801662499e-09,0.878428353988143,3.86671031576696e-07,0.297230098423022,1.19111227717936e-22,0.104428505528246,3.64973813724119e-14
SIRT5,0.128672586854882,0.000125087411965938,0.0412492770453627,0.0240180888531782,0.0592968230219862,0.0007669634341259,0.813871497156405,0.257595377191055
