,G_1,G_2,G_3,G_4,G_5,G_6,G_7,G_8,G_9,G_10,G_11
WDR53,0.533241852921945,0.861207902954677,0.0458931971982209,0.142230088630811,0.934465093819841,0.52420213936052,0.745404444424863,0.888495724279234,0.336621579489216,0.589668064680155,0.676939298963806
DMWD,0.327988926571322,0.371680106508359,0.323575475892556,0.536792773421663,0.242805250659943,0.000562833114328364,0.0253979654475295,0.423840490760151,0.60153919769036,0.0818404790347542,0.398768293243823
SLC52A2,0.418174171643727,0.00788365781642307,0.0501425974522469,0.208337956447752,0.457135328195603,0.226562845097958,0.00948751742735278,0.322550227466686,0.848541642186282,0.549156492684774,0.00012607612001914
PIGP,0.724267129518564,0.0430006964403718,0.285423718383644,0.0995755569369468,0.0215004862145991,0.171584502091559,0.0040862220024351,0.0256298159475075,0.165974634569309,0.277180589340046,1.78289084942107e-06
IKZF1,0.558028629192489,0.392137324995271,0.000315124099475834,0.521842019766296,0.565942216446266,0.321443838108829,1.31734956252122e-06,0.0361016476526372,0.26957007530758,0.164352544611929,3.47040899055994e-22
PCYT2,0.426153529993469,0.329606016383276,0.244682323800362,0.299175390584261,0.306587144594714,0.314617612945567,0.00217635144908384,0.107878969475873,0.562478446433402,0.509656897093901,0.292212350411391
BCAP31,0.00528465484707957,1.54143169301116e-06,0.129766679451364,0.618376978312083,0.223819906839994,0.013728179119366,0.0165916024112083,0.501032787471905,0.00844543627565537,0.169872790194337,4.14265282860558e-41
ARL17A,0.359066931273873,0.893872928060949,0.538497611780932,0.155739308135648,0.462545081426183,0.00106489221086706,0.476830634044252,0.390849296056218,0.00202393785706493,0.349494387355086,9.43647813113872e-11
RPL12P4,0.112226842862718,4.79824078285385e-05,0.939764151851194,0.75062951572403,0.704606326786064,0.468429394856366,0.650763394653508,0.274926201483073,0.572659308233167,0.377284206867193,9.21961551499221e-12
GNB1L,0.617176428965477,1.04840069604276e-05,0.0107608589106795,0.5526543122128,0.527812089226098,0.0561853793916206,0.09005903403572,0.047169160987149,0.189363821113721,0.0618440404227254,0.174442599252582
RP4-592A1.2,0.403050285951869,0.429519304821159,0.634760396724687,0.0410939508234703,0.0660404905473494,0.0386589954786445,0.00261811807358142,0.328145162077459,0.980735799868545,0.901058250195111,7.23003826701354e-06
DNAH14,0.936716335957467,0.234706210958468,0.0195230688570206,0.300176124553573,0.945933666434989,0.472820615637063,0.451423628781826,0.476487441168718,0.773108511394302,0.326598949933098,0.731482204035717
EVI2B,3.02069614353784e-05,0.18926823483379,0.0110013946976173,0.00139953089182949,0.908869065116983,0.00093002059750431,0.00115097891215055,0.153151623681761,0.0183617336504245,0.141961178319694,1.07011854604618e-16
NPIPB4,4.00320798979427e-07,0.211388337710812,0.0673076356618171,0.200398260197295,0.367019029152797,0.00624061099203858,1.92925625877015e-06,0.0326011537879853,0.129893702692076,6.9153827809039e-06,8.40478347993622e-110
ZNF829,0.93778778725735,0.342299119528094,0.547192159478332,0.149839610835416,0.166158324213675,0.48683058481841,0.0507076030511409,0.858882773199842,0.101965544706869,0.586605829982203,0.0060797554387843
THNSL1,0.631415490921224,0.568158554909306,0.0585653834585073,0.611460529654884,0.759967453602865,0.482508124702231,0.583638202348404,0.77555555026275,0.753145378765973,0.415489187760545,0.906289057687862
TRIM69,0.295005043466807,0.0963206256889938,0.121481468184386,0.0122797175628057,0.0198043425903996,0.333872187049067,1.12953959839425e-05,0.122030010409732,0.786681058814583,0.000108018289283939,3.37665777935348e-06
ATP6V0C,0.021762261932919,0.00182390707594706,0.402157349499187,1.28478825293358e-05,0.0322577165524616,9.87378066042347e-09,2.95291759027367e-10,0.0158784723245978,0.00285060619582863,0.139182476793525,1.01251869448883e-48
IFITM1,1.61868175283504e-21,3.26506542749608e-05,0.0402554995157523,3.77823188240712e-17,0.00123900895670455,1.06200374719497e-16,4.13165787624842e-26,3.41334363616703e-16,1.84817833602418e-05,2.57151002278367e-07,3.18504124805391e-45
LAMP1,0.5682014072575,0.850952085394536,0.444231706027972,0.123511873907422,0.538511043128552,0.676857299139957,0.00344320524672328,0.25108699597195,0.00105615659344299,0.910796842176925,0.118463209864584
POMK,0.421952074975104,0.785782318450012,0.396857147936807,0.627415505209439,0.517122138731691,0.915615921841093,0.275583269075508,0.0497666725482074,0.356935315243931,0.297983515084798,7.75969838717179e-05
C16orf54,2.70466231669906e-05,0.149959303622216,0.0976615440662236,0.000646676361623088,0.359113142690036,0.262289849074424,3.18610892904875e-07,0.000168712170321902,0.0038441983194195,0.0362471478886871,2.50014006051401e-23
KLHDC8B,0.305229427322892,0.06290295237503,0.217262887537121,0.126922733315696,0.562307960244179,0.151215113135923,0.000263605115942755,0.0130908753125412,0.724769668214967,0.295929588731558,0.0231532959266847
SETD4,0.355021370006375,0.260100188917336,0.0546650658543768,0.396753044094912,0.585591814517877,0.273608250524281,0.60861250399474,0.835320830136946,0.148751091092602,0.736140214979458,0.0447291919641816
PTCH1,0.336050066151727,0.123619853901063,0.280946149091689,0.00882909481770291,0.215996067054156,0.00944710720600113,0.0740353166248194,0.796432514023005,0.148552699519776,0.000623767270802502,0.575211752439363
PAGR1,0.781853299677807,0.0483686769464634,0.0194732076029579,0.536905260868452,0.120364191930677,0.618786181378074,0.838722296588243,0.705243232718457,0.507636989348688,0.00818604647076986,1.20937895844148e-16
RNPC3,0.115908692732064,0.331076751425051,0.580773394139054,0.998157010933279,0.382347934122368,0.221876018341477,0.600997798058425,0.26374711572777,0.4228580261799,0.167296621422641,1.36516751709026e-05
ZNF267,0.668703497131825,0.384615235198911,0.00209713769605856,0.770635155938636,0.11145681827887,0.00219381142155438,0.947777513648543,0.290743401521694,0.0502642437679907,0.131760555034244,7.10124824388868e-08
IRS2,0.259391392434732,0.052337405048201,0.0261374229244109,0.00098403378921124,0.489776031227943,0.00407553128527465,6.43659731972047e-06,0.155494140897807,0.0694877579857963,0.172467303954251,3.69462598650464e-06
C7orf61,0.343365601910175,0.0616454163074606,0.225236624663418,0.826710163380803,0.137866586587649,0.0336033061294343,0.0764557320969195,0.126429796013096,0.541310870641996,0.467004977275034,0.0277441186678762
BICD2,0.0113061844612124,0.508464836445658,0.980075750173497,0.0370079254385776,0.920770716763182,0.170188573565557,0.119468372472129,0.961200863221734,0.0179634257261707,0.344480805199461,4.10514461182589e-05
TMLHE,0.183208885001995,0.0294363619753134,0.708172555873083,0.00145000121497527,0.804903317043205,0.0591130276240358,9.80686149698635e-06,0.00933781959196384,0.215659971676431,0.358830087643106,3.79899922596386e-05
SDHAP3,0.000122958245924258,0.834909248799998,0.344390936401689,0.753443023301687,0.154597745676092,0.413753684303835,0.0689851179324492,0.0921812517191783,0.828655129486359,0.590757677538499,1.02370811557184e-09
RASA3,0.690377202019154,0.0167005237014201,0.546283478907152,0.0402925913578851,0.000195873932495469,1.22688376414791e-08,2.5833679960256e-05,0.827233708334429,0.0100431855706139,0.0246349734040494,0.000517920670443397
F8A3,0.482913581480603,0.0614673136973922,0.504787705159897,0.657785793029868,0.379578475268814,0.01556627927032,0.181920884450183,0.446738843402562,0.859238954959843,0.421199015235699,0.450643194876683
LRCH3,0.00382812807103251,0.380432997630598,0.235627566852614,0.592467998170328,0.0662405916357465,0.356302918902711,0.00141301786887193,0.0212551011684099,0.662136289679587,0.899729190529646,0.000259990555059816
NDUFA13,0.823572906981588,0.000132190232495369,0.27199979023052,0.376684131200627,0.479737331846708,0.000126525203025289,0.275278654181946,0.0422550803488878,0.170824949966165,0.015407351633735,1.29492464468774e-22
ZNF566,0.330103215724443,0.0988769637477082,0.93779591636642,0.0839627704554359,0.993379319616441,0.107007339841321,0.802248136050721,0.385839911689816,0.256743071605687,0.732036645554956,0.211122587602113
AC084219.4,0.836023104896308,0.449591692524017,0.00565403887868222,0.252944731843712,0.0512971827163362,0.634966886981515,0.819644804078307,0.360112827738617,0.832818780163968,0.464681160834884,0.00509371298146202
ZNF529,0.582250459305349,0.588068977845744,0.211991796487843,0.022465822741383,0.950327049324309,0.108667554747775,0.8278309634776,0.440650568268944,0.529860394317954,0.0747767139728585,0.0654496536411769
ZNF284,0.245255068851027,0.280689072886137,0.360056519703677,0.908640637387212,0.148205726429751,0.849168741022743,0.386896328868109,0.695498475243278,0.1190332128386,0.10806373722526,0.256369944838662
DLEU7,0.109256230710121,0.119936061122221,0.4989895302475,0.0307588201406413,0.208980187194013,0.000274449823219944,1.31373876116986e-06,0.00011266171442652,0.585888294395988,0.360171960566104,0.879097988465776
MATN1-AS1,0.000107388125215584,0.0258903978256837,0.0165744283249953,0.49596855648282,0.0256837374150572,0.0139659625625967,0.748449662748244,0.66738353480656,0.515830162761006,0.610394578092529,0.355112355959403
AIDA,0.0144205032197481,0.136687658739706,0.124680079028185,0.0128680387076545,0.474099327792413,0.0536788135814359,0.22891218238982,0.455026429424385,0.392350263447739,0.0213133363671231,0.000120505862026147
C15orf41,0.449795079342214,0.249424248265293,0.166933400590146,0.755352061578122,0.17414330362774,0.06355089696994,0.000176071491759053,0.000606288035303931,0.101028428306086,0.530040944504546,0.585620207240573
CD300LF,0.311679878024632,0.586135743429937,0.191715445772031,6.38538463987247e-07,0.253985954332714,1.24277072058929e-09,2.9680347810628e-17,2.94482259735924e-10,0.58669875910892,0.202659628564959,7.20852664516427e-14
RP11-887P2.3,0.0933617934491422,0.995004058017952,0.132186149290227,0.000596822336486657,0.229804869219893,0.10936903506867,0.0274423154035581,0.270156624934292,0.206435177133849,0.000166879190920831,4.80390996923991e-30
KRT5,0.00341137922815069,0.00281432657045225,0.00372173122324458,0.00335218204652917,0.00284319886627213,6.26654215867312e-50,0.000672411970478338,0.0625951647622066,0.00281082532913578,0.00371814860299481,0.0120034233296637
GSAP,2.97013371794571e-19,0.310331065161133,0.00323712325616225,1.5254416304298e-08,0.00351591282993119,0.0404828937039357,2.29542483719746e-24,7.35060942177109e-09,0.000588049449512707,0.00517741841657396,1.13556480801687e-05
CYP2R1,0.462729440344502,0.702866622009614,0.134234231016336,0.0405575257770052,0.624782606204867,0.00602336693825463,0.0083437651605278,0.724378351900819,0.133327858238213,0.173806755773089,0.000126786876042425
ANKRD46,0.100271260943809,0.010069209156542,0.16354907969877,0.0191820687460994,0.336764495212031,0.0432315447904677,0.141524802899755,0.713508783967279,0.0293350575428459,0.136275665202237,3.85040147201028e-05
PIP5K1C,0.301455950785835,0.190357423692247,0.155018583750311,0.000172895030383112,0.00176041258121689,0.757039340348901,2.76412675133313e-06,0.149737520760864,0.207091562303491,0.847777788825011,0.667113274223012
ZBTB6,0.00589323405760815,0.312674426544727,0.0415533651177077,0.00208449097176363,0.719564042639561,0.712926438191712,0.115700854560357,0.758309263008692,0.802969809215857,0.269864077628077,0.0176364152646071
C2orf76,0.242118499408267,0.988817865017585,0.439563479432864,0.580602395100677,0.175027701854464,0.307338520714472,0.747352415572052,0.799632131463918,0.0607166548142557,0.0160371258848737,3.00939959503713e-05
POLR3C,0.725435830174389,0.0145555978678668,0.330779054076115,0.775928195220138,0.0468516573082635,0.00381874810514338,0.863077727999773,0.344580267318732,0.418326801978874,0.776114498887343,0.000355449711593436
LILRP1,0.014556054388217,0.0949909007972972,0.0154657178919709,6.79698258165118e-06,0.0933235260379494,0.00244911900894351,1.10167785048826e-11,4.75676767968589e-07,7.37588552850364e-05,0.262112586342698,0.144100852546908
WWOX,0.351610933157434,0.00860678441790299,0.0584122103003683,0.984488909059217,0.210264045228394,0.418604081862711,0.16662549455158,0.00115661210081985,0.0139373709353065,0.0159156484607109,6.53679514760563e-22
CIDECP,0.971546509092399,0.85492722874895,0.438950106021367,0.192274073683159,0.0489674191913196,1.14337275316302e-10,0.459946835646344,0.265760615826996,0.00151972409522469,0.158906422197198,0.0454741093049876
CCDC84,0.237489201058877,0.111355947775754,0.228889554220648,0.787157343976763,0.747835059205534,0.427001733470668,0.388309424083351,0.283863073948084,0.48708006660507,0.458232625758046,8.84089655930623e-07
BCL9L,0.182664776842246,0.000968492714936078,0.243051198869103,0.783386182956028,0.0271490303327981,0.0101047843914809,0.290605634099347,0.351337016152072,0.0101046648584318,0.523657130994794,2.06734527719313e-07
POLR1D,0.835469140411539,0.014547833528889,0.066909709775938,0.0565330004933358,0.0746398932626978,0.393476271373825,0.0674806438388866,0.0501451250846218,0.319146682942098,0.0233770130101129,2.88642355129834e-19
KIF18B,0.0761348557276823,0.00936571857880858,0.00246637222008501,2.51701031728322e-19,0.000445972778595646,1.98338221147467e-06,7.37793455077064e-29,5.10301367904815e-14,0.128645413730728,0.00781140046678509,0.00177867090718802
ZNRF1,0.155150791731611,0.94604138258923,2.42201295981838e-09,0.840028869294235,0.145994622401537,2.72815301807036e-05,4.12527723370885e-08,1.12386192761147e-05,0.944567645057516,0.920137491569955,0.0125337852164313
FFAR4,0.509291016870688,0.568691095135615,0.518996829094151,0.00808767069006938,0.220964909814895,0.218114717061615,2.99328157853486e-07,0.00143712724377206,0.569174026888256,0.305577810951447,0.233103918219877
SAPCD2,0.412064964685628,0.0643176653493858,0.191778689240463,0.00434763970838116,0.398130828122293,0.0033778844593067,0.000110904577279759,0.00162586772739545,0.638800567740003,0.945082327971391,0.000388086501084457
EDARADD,6.7657136022076e-05,0.727922364943874,0.00266159183078567,2.14139421671051e-07,0.254358041960531,1.62520407788222e-05,6.226375712548e-08,0.0050242640889735,0.188423364130228,0.171445311267401,3.32050998816328e-05
BLOC1S4,0.0747398423391478,0.683612594218641,0.70309918937237,0.925845362047064,0.37825302453501,0.247206821842252,0.425319449530459,0.656166727329844,0.782457144221002,0.333028663961072,0.0198747556244002
ZNF749,0.472312663926629,0.79578681130874,0.361639711484694,2.72679658165466e-05,0.0745145645358495,0.525644092714762,0.000920444002077045,0.275598165163793,0.127114481589684,0.398372808027549,0.000173340708337849
AC016757.3,0.303579124080177,0.00175897279428414,0.244021845641063,0.284674410969126,0.879791682010407,0.0410544144433837,0.0713765505571709,0.625987552848171,0.7024437669615,0.549418289187739,0.737035158938219
MKL2,0.936686916406092,0.0891744970078597,0.428175426529177,0.243983147095886,0.132524350749498,0.389093354026098,0.00332052528444688,0.368646373201936,0.933959745845463,0.382238995676706,0.00028227889547687
BTLA,0.0223316298910517,0.792914299331563,0.000581485686519054,0.348951716190277,0.0037187758529996,8.02527864073131e-05,8.78267190814758e-17,0.018088203623061,7.58566480232422e-05,0.169007226258577,1.17836593577818e-09
ZNF17,0.491129937932776,0.721630346063409,0.70044741547908,0.884890078703765,0.526914353125072,0.700328748320601,0.717995063115966,0.730256249884291,0.267031019828917,0.458022306639054,1.42699382654777e-05
NBPF12,0.0168180947629899,0.527617021710025,0.388286546677586,0.707449331283052,0.905612504215727,0.139349518663791,0.53568139846269,0.632341759678181,0.150946456707082,0.042932812875102,5.64000570879419e-10
GPAT2,0.229493202989618,0.972046726147234,0.141145021144045,0.11096342694253,0.739229120291975,0.0306536114495922,0.11120018536592,0.793539099819282,0.482129087965319,0.31382912059061,0.739550588641368
TOR3A,0.206116608092855,0.0046858154111721,0.0123883547995129,0.000304591400104996,1.68686992767177e-07,1.49053189745215e-10,0.327930999129274,0.717219275258118,0.103620011393084,0.0141927972652427,1.09922674029105e-26
PPP1CC,0.184190750058804,0.0022330837363726,0.0756672496648345,0.174205856268917,0.152813404063606,7.61298525832939e-05,0.00108870591883138,0.0206674343523993,0.964896743596504,0.0316230118926337,7.68151978723705e-09
ZNF555,0.471401908253197,0.678589981288777,0.0227279053530145,0.472253078284501,0.0369762142956658,6.56940461044566e-05,0.448196003432979,0.168318426285185,0.266099135085071,0.743813325760823,0.00331463285786494
CA5BP1,0.0482163287919386,0.829403565809181,0.923675667115205,0.102153073054947,0.0896415341516391,0.157508440502072,0.000381304274406441,0.0190084141644284,0.122083126603614,0.926973619708535,1.5668505428984e-07
PRELID2,0.0811118558778116,0.0955241543778506,0.284215180997324,0.551581892792231,0.554280933955761,0.00344099915697676,0.560215351585849,0.222103492252959,0.55631305591711,0.230018423271062,0.031184275662865
BACE1,0.50347643832723,0.48549449357562,0.779732501199194,0.438678922439715,0.823812810125381,0.839643148769611,0.600302549558372,0.991185615803746,0.09211616902163,0.616714629280026,0.0018960561835384
TMEM212,0.234929560843003,0.508684927474095,0.929667084226994,0.0868508561352667,0.0319114420801966,0.043372343961605,0.517111438544759,0.513637350811792,0.857678930787007,0.955010889344947,0.00636982690082016
RXRA,0.0232446987667752,0.01295039285911,0.762319949424945,2.50236056225403e-07,0.0962515540742482,0.0496014612097354,8.61290502050203e-24,1.07302262591187e-09,0.000152096783630457,0.508439704442048,0.00701011859675289
ANKRD37,0.645896776383615,0.0338156820842017,0.0094820961680398,0.407570181506949,0.164591330834497,0.188427373592926,0.000170654938516079,0.00120909313425155,0.00039425494559473,0.553631305399122,3.64446337162272e-19
NUDT17,0.366852350468268,0.146778274064066,0.474932774423693,0.00518759557868831,0.480678624818844,6.23487871720557e-05,0.149248892898595,0.580727286449283,0.479891896870865,0.581947001470798,3.73326745042106e-06
ZNF75D,0.302704016132798,0.698483483371449,0.160328898684321,0.452787485918435,0.0414199732276787,0.0479684242494902,0.695230697953383,0.0139230983337508,0.810940776225254,0.328195545972504,0.0640341819817639
KRT10,0.0260579435951313,0.0434545160488028,0.0486929857728282,0.266417547635774,0.311411770400622,0.00954478210721409,0.599670520328991,0.264838609362768,0.00813952129227201,0.542586924574109,9.43447778311778e-19
GOLGA8R,0.18175550213151,0.355084142237404,0.778354618309828,0.036345301727884,0.338635965661994,0.208230442263609,0.0275147012173355,0.0387354826416325,0.00324003762153505,0.35930274919377,0.0501325224342453
CD300E,0.247140061238905,0.417906723977182,0.865466454275905,0.00679353119256642,0.43793902241519,0.0885718674765583,1.83945125378775e-13,5.09227752739852e-06,0.760369523656383,0.159466943960618,7.89240131661806e-06
CCDC30,0.262602848898882,0.332264829578832,0.228585204395909,0.793744104732954,0.178017144717185,0.0313368241085873,0.602415224065099,0.403911178255564,0.592358880154031,0.275137520007086,0.332211967051114
NKRF,0.321024203738173,0.20560225760104,0.654141364760373,0.103586645412873,0.209046838752716,0.908223661300359,0.070238355901861,0.291595004368687,0.545951921696213,0.801785569423378,0.000192444826830556
GLDN,0.814233507128708,0.0491253168425555,0.0207228052233558,8.80296708551655e-05,0.0887881457027613,8.83892171569805e-10,0.000129957672070633,0.000186499933325702,0.270138046067491,0.0933415011045738,0.0351991595461513
FCAR,0.575977872641966,0.781478632624161,0.458884756851559,0.00144502267165768,0.211101235764233,0.269421318191324,4.97061006857364e-12,2.0558559775679e-05,0.781841806527865,0.471177623972352,0.0033981059763821
KPNA4,0.421347825512127,0.0986951086164615,0.810139491017013,0.0981120340018971,0.660269524481914,0.190230117865555,0.171735168317696,0.687920959659824,0.106523296200417,0.803756353491289,0.00416642792827809
ZNF501,0.677605760293213,0.899994897201396,0.827663978318273,0.537280700163053,0.345325570205751,0.290725557583443,0.252446382672579,0.522419800644612,0.765823818957015,0.504671382318502,0.4533928841552
ZNF197,0.245642389621682,0.0157445606162536,0.745136549002765,0.221685968422449,0.479447453383549,0.0490539739064889,0.0642322617723284,0.0883346783527715,0.204740716685317,0.809499617648794,0.0209692119637727
RPS23,4.21808101525673e-09,1.48049346599261e-07,0.405447943968158,0.859618812894384,0.500053305702733,4.51201532072839e-10,0.653311705343782,0.910716620417865,0.225312881206754,0.558239369280915,2.72868971565901e-78
GNG2,0.2209877318212,0.448563160100981,6.51275157755828e-05,1.07040247478843e-09,0.00354281945479512,6.82429988779099e-21,1.19363609080753e-14,4.67505828989062e-14,0.0132194092127806,0.00962387230232619,5.17453400027567e-29
BTN3A2,0.0498939921904308,0.90848557929094,0.366733160253717,0.000449407896896861,0.0588160669693971,0.000313197254777865,0.0064753920053667,0.400149178313951,0.00973354939329268,0.000456560308468612,1.2185378952107e-10
INSIG1,0.0947343815208502,0.86390045067008,0.270364564367695,0.874019068641523,0.320902178749584,0.00192103837904046,0.441547172711114,0.00428562381025615,0.855147304368362,0.240555470514055,2.71635951387907e-07
ANKRD20A5P,0.144599133092227,0.93987378142028,0.52913003570501,0.34307243639445,0.989720813442956,0.144074808998539,0.0163054290398835,0.894559061155686,0.563142225717834,0.0878614737100608,0.000614668486747297
TMEM222,0.0982671865364731,0.677887808968988,0.243177060709282,0.0325828534188567,0.96882431244955,0.121123384916559,0.467488911949655,0.781202206927112,0.158626539102098,0.397773559287134,0.00488942878568674
ARHGAP30,0.169634197315818,0.0348713350170576,0.000426106682588303,0.836444199520898,0.815749191757164,0.00328151781749119,0.454564581034735,0.7505172972606,0.0205482720707893,0.0956551728380591,2.40612687821281e-21
FAM86B1,0.314101218468495,0.0282267820526874,0.750189693416454,0.10206795914755,0.154433353499539,0.662264285650173,0.169702283761877,0.914963264774683,0.425298425106913,0.288286046746171,0.200308645514194
SMYD4,0.585394173210512,0.282073675883406,0.0352201049816596,0.453751298301053,0.0549904196100919,0.435950153716385,0.706372511374569,0.795991979349735,0.377794372334802,0.575736597052916,0.373052101400498
FOXD2,0.410737280183618,0.00496936484724732,0.197834517852385,0.964104033430612,0.569283722361739,0.234212053856778,0.0570253564772127,0.0897378646960662,0.572882981094195,0.319430009062927,0.382957782327964
GPATCH8,0.0782816657018705,0.263578559479227,0.743476103961595,0.988936393548582,0.0191257035434687,0.671314855839239,0.458835204022053,0.596756218590068,0.61799733939396,0.326313369779744,5.53271895373101e-07
NF2,0.256522676539928,0.691190918773371,0.0156471346653978,0.0812840849477004,0.582509080680647,8.30030949420034e-06,0.461405008906066,0.819635390810087,0.822769904587323,0.00572064430746038,7.66861031963119e-08
C6orf1,0.18603600746468,0.841424093137974,0.00334864371465972,0.743461004494694,0.469798130563549,0.00464162252737827,0.91399701442637,0.345959441180954,0.143171104291215,0.471776541026967,1.60825455510297e-07
SPATC1,0.225118159140732,0.0771080361542536,0.000206179169146215,0.000530768492069881,0.0757723299127741,0.00481178132662325,0.509113534502235,0.556707984858727,0.0772838583640279,0.0241812984846943,0.0364038537327977
UBE2H,0.537458466419845,0.436136483062149,0.000630100974666627,0.0976606338294675,0.283522980965237,0.00141464318685997,0.296921740289621,0.923264369600053,0.531391132899039,0.0899499867224335,0.00616882543862735
MIR22HG,0.0650266087138846,0.0230711172905439,0.967139660635439,0.000860973999540325,0.733377856424937,7.87216630633716e-05,6.2517978785043e-07,1.45291002833104e-06,0.288936188505554,0.238380985168624,2.9224364899562e-05
KATNA1,0.422178378982562,0.494918844947773,0.720425473692504,0.00206677507146392,0.596225301663823,0.354578023923655,0.000607685219884374,0.0828510580359066,0.623172681059805,0.425317403238295,0.00014090674443224
ARAP1,0.00156960813760093,0.374243956882228,0.703618735306146,0.0742428266216778,0.0602189792859798,0.00251537312927557,4.48598273605497e-14,0.000575493586205188,0.190891256782769,0.457159532925238,0.000568161418891808
KIF24,0.903089511579118,0.0530515048911765,0.00195916315323468,0.000416660408244454,0.196572138456775,0.102933465497293,7.89975777173474e-06,0.000179993674774217,0.08240216464273,0.313401177331849,0.00179013292701353
SPDYE9P,0.461319493400868,0.720431163851667,0.876389523886764,0.00420575341025602,0.0385669739509927,0.0474265672961101,0.0133979585931568,0.847442091612068,0.558637961004171,0.586887514525083,0.100386306962416
LRRC16B,0.234724530564553,0.191599427505007,0.765812340989519,0.344691213424434,0.448095945763695,0.0361586068935944,0.689343439586083,0.618359118358678,0.131563190438603,5.40577322002351e-05,0.0729812437700349
PRR5,0.00217402286790139,0.0765465406225285,0.659017945471231,0.856226447044174,0.375797057941912,0.000127648756082564,0.451008042657263,0.410888628172641,0.0154521668135636,0.925080126331737,0.000399987531457792
ZFP91,0.155416082471283,0.799396419616676,0.451520525217512,0.296355020391309,0.501036282085635,0.487441938085374,0.151075323623989,0.283496433436624,0.840279283341076,0.834143885658413,5.23664343140054e-06
C17orf58,0.162993931285099,0.468980812977227,0.083216241877271,0.0542324479882859,0.354680173705636,0.00085453533962253,0.0489880629577552,0.64411713045228,0.359596375452976,0.264255014511207,0.00150543518657756
BCDIN3D,0.469216376148959,0.734991882029605,0.863322974862228,0.610728807929071,0.542023026031355,0.159926591819525,0.0325329797750149,0.0370199525645305,0.765173786600816,0.354612283414062,0.0337472950741994
EEF1GP1,0.260603199437901,0.213132683320058,0.115423739668747,0.322658231635398,0.385183998349249,0.10139210275749,1.23386861360391e-06,0.00605428411434647,0.609333180602381,0.333716362200606,1.13859464812794e-10
LYRM7,0.00296868803816125,0.477802563565475,0.251218236724261,0.697629190901731,0.50637608419094,0.616986579940462,0.741074840271819,0.534834075642942,0.455703405089254,0.848220583305562,0.00508631494524305
DTX2P1,0.0667660776820978,0.447058435724912,0.00400176598946152,0.844119322779012,0.635686032930648,0.00292274589291347,0.184827592111787,0.432095989004821,0.0505516382939561,0.767278716400121,2.04637701295878e-09
CCDC73,0.338586848192008,0.24657439245471,0.645639959886899,0.260594051056079,0.629275531569192,0.146912868996232,0.0256486568016292,0.0265604136654048,0.000840807189258265,0.889657399255329,0.00886974705945677
BCR,0.00834425938779044,0.216074649148016,0.90181983792658,0.651766601299998,0.501749692318851,0.233236754266854,0.0182468000289944,0.00258346742939229,0.101068476819043,0.20970731863489,0.000295607945369689
SPIN4,0.143264098891525,0.027070582223405,0.00221763988661483,0.0210371677246529,0.118629395516287,0.0672761955661497,0.497955014311959,0.857343266181886,0.0656516994721955,0.206984965750474,1.51612032436093e-05
SPIN2B,0.202923819588324,0.237064814248028,0.0865208727580008,0.223839193821114,0.097767070363481,0.436171176792564,0.154471015339022,0.228019827423796,0.487528927131498,0.817136635961552,0.00252785171502132
HYAL3,0.121390978096327,0.798089393336634,0.170580546235088,0.596463827160685,0.8142814338954,0.942429771003448,0.841270650786491,0.9501528693884,0.272402498992203,0.0450556034763952,0.211844335455086
CXCR3,3.00108000201897e-12,0.0154137806919492,1.24886088608834e-05,9.99453156238215e-08,0.83359733339167,1.41694365545745e-28,2.88344636497658e-50,1.04895490253364e-10,0.00827125026018939,0.341305994205348,6.56120480703793e-23
ZNF397,0.136083392546613,0.955175417571913,0.463007074844986,0.389035103536552,0.212601036424401,0.814470348677379,0.28164037061728,0.0319098994195721,0.909414961922526,0.2886887025318,0.0131995478407306
ZSCAN30,0.0117037012767422,0.424307754896432,0.274741603758287,0.149128736174838,0.658222426166233,0.772729798740549,0.743776656128962,0.945423379452847,0.758805922738091,0.532180066806032,0.0147858951441501
TPCN1,2.0992647561807e-11,0.000435810271633287,0.0485309564185692,5.52964758100759e-07,0.0144027463777473,0.669475875388674,1.41687490527027e-15,3.39908169288479e-05,0.124055887097342,0.593414001393029,0.0396598698958156
LILRB4,3.63431028192143e-08,0.000239609319420282,2.28343044984098e-06,1.28377529541396e-23,0.000219638463031642,1.85856224013561e-122,1.40084589646879e-26,5.42910502659197e-24,0.00448759393781149,2.02906969110969e-05,1.69801379072409e-12
TNFRSF4,1.22009811800779e-10,0.832062054698409,3.93231636042634e-43,0.00555723807801012,7.17508537529515e-06,0.0124516337180395,4.62687107593786e-07,4.63764635731166e-06,0.458143099439524,0.00221334592392382,1.41226047415213e-07
HEXIM1,3.61592891551634e-05,0.029504271383278,0.0273969784540717,0.135661741876756,0.642998443307098,0.237156743053665,0.807801966485122,0.0894697871917921,0.0763094386699394,0.118506533451027,4.060843785752e-21
TRABD2A,0.00818382870846783,0.000117374208174953,0.907311273447619,0.212426102914871,0.0399193227694856,0.786714876360878,0.207189134574981,0.103555824658733,0.0436117224265909,0.145718238248512,1.32656987914138e-06
PDZD7,0.267932657576622,0.0252153050084803,0.571686464022871,0.189098816536395,0.396849324904268,0.138316903924471,0.00477334204535302,0.237395440950383,0.400588905125849,0.325468400292404,0.984481280630491
POFUT2,0.216331145790739,0.0271035367429372,0.789580267639518,0.348705308191653,0.0212665157255033,0.439850173349955,0.581636016570766,0.789014918305924,0.413373519029237,0.501764472256076,0.000215302874128606
